,Text,Datetime,Location,Hashtags
14200,zuma must be worried  things are at long last starting to fall apart for him and his cronies  hopefully this is the beginning of the end of statecapture amp corruption  shaunabrahams,17:12:08 11:09:22,"Johannesburg, South Africa","['Zuma', 'StateCapture', 'corruption', 'ShaunAbrahams']"
14201, in all of this cyril is being treated unfairlywhy does he even have 2 compete with ndz while he did his time of being vice pres corruption,17:12:08 11:06:27,"Centurion, South Africa",['Corruption']
14228,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:12:08 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14230,"steinhofffraud accounting irregularities is the new definition of corruption by whitemedia houses in sa
shameonyou why not you speak or write about whitecorruption
why so silent on it        ",17:12:08 10:34:19,South Africa,"['SteinhoffFraud', 'corruption', 'Whitemedia', 'SA', 'Shameonyou', 'Whitecorruption']"
14243,"take the cwreview poll amp rt

nxasanajudgment nxasana ndpp saagainstcorruption corruption ",17:12:08 10:12:07,South Africa,"['CWReview', 'NxasanaJudgment', 'Nxasana', 'NDPP', 'SAAgainstCorruption', 'CORRUPTION']"
14251,"steinhoff will we see another white man get away with fraud and corruption

       j     steinhoffscandal steinhofffraud ",17:12:08 09:59:46,South Africa,"['Steinhoff', 'fraud', 'corruption', 'Steinhoffscandal', 'SteinhoffFraud']"
14268,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:12:08 09:35:06,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
14272,southafrica corruption ,17:12:08 09:28:52,"Cape Town, South Africa","['SouthAfrica', 'corruption']"
14274,i see    and many others have a lot to say about steinhofffraud and so they should corruption picks no sides or has no colour so why have they remained so quiet  ,17:12:08 09:22:13,"Cape Town, South Africa","['SteinhoffFraud', 'Corruption']"
14276, why were you not so active when this corruption was going down selective we see you   ,17:12:08 09:15:43,"Cape Town, South Africa",['corruption']
14302,  cant celebrate this day without an educated honest president corruption zuma southafrica,17:12:08 08:41:20,South Africa,"['CORRUPTION', 'Zuma', 'SouthAfrica']"
14316,corruption in any form should not be tolerated private or government,17:12:08 08:14:52,South Africa,['CORRUPTION']
14320,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:08 08:10:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14328,mainstream media has been compromised steinhoff corruption has proven this beyond any shadow of doubt if they openly try manipulate us what else are they manipulating and the answer is everything,17:12:08 07:58:39,South Africa,"['steinhoff', 'corruption', 'manipulating', 'everything']"
14342,"similar situation in south africa

corruption by wmc ",17:12:08 07:33:25,South Africa,"['Corruption', 'WMC']"
14349,"cwreview2017  which corruption news story from 2017 stood out to you 

sars molefepension npa  goldernhandshake eskominquiry tommoyane  corruption cwlive

vote and rt",17:12:08 07:13:44,South Africa,"['CWReview2017', 'SARS', 'MolefePension', 'NPA', 'Goldernhandshake', 'EskomInquiry', 'TomMoyane', 'CORRUPTION', 'CWLive']"
14354, they still say nothing about those involved in corruption among them hey  shem,17:12:08 06:57:03,"Cape Town, South Africa",['corruption']
14355, corruption doesnt take sides and has no colour it needs to be dealt with immediately and harshly but the anc have let it fester because some among them have been implicated now they get vocal because steinhoffscandal has been exposed shem on you ,17:12:08 06:55:26,"Cape Town, South Africa","['Corruption', 'ANC', 'Steinhoffscandal']"
14357, true story though zizi the state has clearly been dragging their feet or blatantly ignoring corruption within your spinning has made us the public gatvol,17:12:08 06:48:02,"Cape Town, South Africa",['Corruption']
14362," is only after black people 
i asked outa why they are not saying anything about steinhofffraud
they blocked me and running from the corruption colour in sa
savesa  also silent on this why     ",17:12:08 06:38:13,South Africa,"['outa', 'SteinhoffFraud', 'corruption', 'SA']"
14364,            naka he he he really lol you will try anything to stop the investigation ne but you say nothing about the corruption that surrounds you racist much corruption has no race and all must be severely dealt with ,17:12:08 06:35:53,"Cape Town, South Africa","['Corruption', 'Corruption']"
14372,"the sa rand is a politician
it reacts only to ancgvt related issues
when wmc corruption is involved it turns a blind eye
steinhoff savesa            ",17:12:08 06:21:51,South Africa,"['ANC', 'WMC', 'CORRUPTION', 'Steinhoff']"
14374,"steinhoff will we see another white man get away with fraud and corruption
steinhofffraud
     hq      savesa",17:12:08 06:19:49,South Africa,"['Steinhoff', 'corruption', 'SteinhoffFraud']"
14376,the way the steinhoff saga is unfolding makes me think markusjooste could end up with a more modest pad not in hermanus but in potgieter street pretoria corruption ,17:12:08 06:17:24,"Pretoria, South Africa","['Steinhoff', 'MarkusJooste', 'Hermanus', 'corruption']"
14378,"corruption must fall
  

statecapture   ",17:12:08 06:14:24,"Pretoria, South Africa","['corruption', 'StateCapture']"
14379,"out to lunch  hard at work fighting corruption and statecapture  
toon for this weeks  
shaunabrahams npa ",17:12:08 06:13:22,South Africa,"['corruption', 'StateCapture', 'shaunabrahams', 'NPA']"
14383,"  da  pf     cdp 
  jacobzumaanc jackieselebi anc loadsheddinganc etollsanc nkandl aanc marikanaanc corruptionanc
hlaudi anc junkstausanc statecaptureanc",17:12:08 06:06:32,South Africa,"['JacobZuma', 'JackieSelebi', 'Loadshedding', 'eTolls', 'Nkandl', 'Marikana', 'Corruption', 'Hlaudi', 'JunkStaus', 'StateCapture']"
14384,steinhoff surely the main shareholders and banks should recoup all of the shareoptions and bonuses from the management as they were most likely based on fictitious earnings corruption,17:12:08 06:04:37,South Africa,"['Steinhoff', 'corruption']"
14385,"why when black people or companies are involved its called corruption why not when white people and companies are involved its called collusion or accounting irregularities steinhofffraud steinhoff
savesa      ",17:12:08 05:56:58,South Africa,"['black', 'corruption', 'white', 'collusion', 'accounting', 'SteinhoffFraud', 'Steinhoff']"
14393,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:08 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14408,99  the important fact is that corruption is being condemned alas the capturednpa and capturedsaps stand back and set a bad example by doing nothing and letting perpetrators get away with it to the detriment of sa citizens,17:12:08 05:04:51,Cape Town,"['Corruption', 'CapturedNPA', 'CapturedSAPS']"
14411, so jimmy when are you going to start punting that all corruption must be dealt with or is it just the wmc that concerns you we see you jimmy ,17:12:08 04:55:53,"Cape Town, South Africa","['Corruption', 'WMC']"
14415, corruption has no colour jimmy it must all be dealt with harshly when exposed but to punt all so called wmc is corrupt as you have been punting is racist corruption has no colour and must be dealt with,17:12:08 04:51:59,"Cape Town, South Africa","['Corruption', 'WMC', 'Corrupt', 'Corruption']"
14418,   they have done nothing with the corruption within their own ranks yet but now want wmc corruption dealt with corruption has no colour baba it all must be dealt with and heavy jail time imposed,17:12:08 04:48:33,"Cape Town, South Africa","['Corruption', 'WMC', 'Corruption', 'Corruption']"
14420,  its an issue when all so called wmc was been branded as corrupt now that it is exposed those must be dealt with  but it would be racist to generalize corruption has no colour,17:12:08 04:45:25,"Cape Town, South Africa","['WMC', 'Corrupt', 'CORRUPTION']"
14440,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:12:08 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
14493,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:12:08 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
14541,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:08 00:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14566,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:12:07 23:35:06,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
14580,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:12:07 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14590,because of the pressure of going to jail corruption ,17:12:07 22:38:15,Cape Town,['corruption']
14650, the irony saps hawks amp npa are all paralysed into inaction re zupta corruption exposes but can leap into action with the help of the ssa to silence amp punish investigative journalist jaquespauw,17:12:07 20:57:57,"Cape Town, South Africa","['SAPS', 'Hawks', 'NPA', 'Zupta', 'corruption', 'SSA', 'journalist', 'JaquesPauw']"
14656,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:12:07 20:40:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14732,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:07 18:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14738,corruption ,17:12:07 18:28:06,pretoria,['CORRUPTION']
14746,"corruption   steinhoff   the largest corporate failure on the group  by wierzycka 

 offbalance sheet companies were set up to hide losses executives collaborated w each other to defraud investors amp debt was taken on at a massive pace ",17:12:07 18:15:10,"Johannesburg, South Africa",['corruption']
14787,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:07 17:05:16,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14837,so much looting and corruption ayivalwe maarn le country yazi,17:12:07 15:41:21,"Richard's Bay, South Africa","['looting', 'corruption']"
14845,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:12:07 15:35:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14866,corruption doesnt know colour anything that is too big and complex is at risk of venomous parasites such as corruption steinhofffraud,17:12:07 15:05:20,Johannesburg,"['Corruption', 'SteinhoffFraud']"
14867,steinhoff corruption kings in suits,17:12:07 14:59:34,"Botshabelo, South Africa","['Steinhoff', 'corruption']"
14895,corruption seems sin then education what,17:12:07 14:18:33,South Africa ,['Corruption']
14908,steinhofffraud enron arthurandersen  fidentia and many more corporate fraud scandals are proof that values matter in business and corruption is accross all sectors where human beings are involved wherever there is a profit motive society must always be vigilant,17:12:07 13:59:30,South Africa,"['SteinhoffFraud', 'Enron', 'ArthurAndersen', 'Fidentia', 'Corruption']"
14911,if steinhoff can commit such an act who else is doing the same corruption steinhofffraud,17:12:07 13:55:48,South Africa,"['Steinhoff', 'corruption', 'SteinhoffFraud']"
14945, i thought that was done a while ago must have been someone else loosing track with all this corruption about,17:12:07 13:06:17,"Cape Town, South Africa",['CORRUPTION']
14947,news via  many south africans don t know what state capture means or understand it  statecapture guptas corruption,17:12:07 13:00:41,South Africa,"['StateCapture', 'Guptas', 'Corruption']"
14948,news via  many south africans don t know what state capture means or understand it  statecapture guptas corruption,17:12:07 13:00:40,South Africa,"['StateCapture', 'Guptas', 'Corruption']"
14949,thank you  for calling what it iscorruption corporatecorruption ,17:12:07 12:58:34,"Midrand,Johannesburg","['Corruption', 'CorporateCorruption']"
14953,my beloved southafrica is so full of fraud and corruption  ,17:12:07 12:52:04,South Africa,"['SouthAfrica', 'Fraud', 'Corruption']"
14954,"light touch because its white corruption

for nkandla it was 2 years non stop reporting to engrain the view that a black president is corrupt even though r 10 paid back

but on steinhoff its a meek response

racist wmc amp media

shameful ",17:12:07 12:51:35,South Africa,"['White', 'Corruption', 'Nkandla', 'Steinhoff', 'Racist', 'WMC', 'Media']"
14958,scandals indeed amp not corporate overeach as  unfortunately charecterised it last night steinhofffraud corruption scandal ,17:12:07 12:48:13,Johannesburg,"['SteinhoffFraud', 'Corruption', 'Scandal']"
14963, when its a white person its called scandal or irregularities but when its  black person you call it corruption,17:12:07 12:40:27,"Pretoria, RSA","['scandal', 'irregularities', 'corruption']"
14967,"agree

but what happens when the corruption is caused by criminals so powerful that they have captured

1 media via ownership
2 economy and politicians by their stolen wealth so huge that it engulfs everything
3 through a network so deep amp wide that its widespread

wmc ",17:12:07 12:36:05,South Africa,"['Corruption', 'Captured', 'WMC']"
14972,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:12:07 12:25:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
14977,"mainstream media is very polite to corruption done by white people 
if dis was done by an african
these words would be used
corrupt economy
10 billion of pic arrest
connect the dots zuma
and also the  rand  would have reacted steinhoff steinhofffraud ",17:12:07 12:08:36,South Africa,"['media', 'Corruption', 'African', 'Corrupt', 'Economy', 'Billion', 'PIC', 'Zuma', 'Rand', 'Steinhoff', 'SteinhoffFraud']"
14981,brilliant observation by  on private sector and public sector corruption  ,17:12:07 11:57:38,South Africa,['corruption']
14985,"who gonna lose womanizer murderer  cyrilramaphosa 
novoteramaphosa is the best tag for you you are not and never fit for the presidency just play your playboy trick and stop hiding your white friends corruption    savesa  ",17:12:07 11:51:36,"Johannesburg, South Africa","['Womanizer', 'Murderer', 'CyrilRamaphosa', 'NoVoteRamaphosa', 'presidency', 'playboy', 'White', 'corruption']"
15005, we dont need nuclear but do you need the deal to go through corruption,17:12:07 11:02:36,"Cape Town, South Africa",['CORRUPTION']
15009, the public need to stand by this brave man for exposing the corruption that is taking place kudos to his team pauw,17:12:07 10:57:48,"Cape Town, South Africa","['CORRUPTION', 'pauw']"
15011,"  da  pf     cdp 
  jacobzumaanc loadsheddinganc etollsanc nkandl aanc marikanaanc corruptionanc junkstausanc statecaptureanc",17:12:07 10:55:14,South Africa,"['JacobZuma', 'Loadshedding', 'eTolls', 'Nkandl', 'Marikana', 'Corruption', 'JunkStaus', 'StateCapture']"
15016,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:12:07 10:35:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15048,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:12:07 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15084,the way god is exposing the corruption he is moving mightily repent and call unto the lord steinhoff corruption fraud,17:12:07 08:48:56,"Somerset West, South Africa","['Steinhoff', 'Corruption', 'Fraud']"
15106,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:07 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15120,"our great army and their halal corruption 
and then they want respect 
 ",17:12:07 07:34:22,"London, South Africa","['halal', 'CORRUPTION']"
15121, brilliant unpacking of steinhoff corruption by you and ,17:12:07 07:34:14,"Pretoria, South Africa","['Steinhoff', 'corruption']"
15127,its so funny how far people will go to defend corruption just to get at jz ndz has become a victim of antizuma campaign cr keeps on referring to the guptas as if ndz is jz cyril is evil ndz has never talked about cr corruption in her campaign coz she has a pure heart ,17:12:07 07:23:57,South Africa,"['corruption', 'JZ', 'NDZ', 'AntiZuma', 'CR', 'Guptas', 'Evil', 'CR', 'campaign']"
15130,corruption ,17:12:07 07:07:23,"Durban, South Africa",['Corruption']
15132,"cwreview2017  which corruption news story from 2017 stood out to you 

kpmg absa bellpottinger multichoice  corruption cwlive

vote and rt",17:12:07 06:57:36,South Africa,"['CWReview2017', 'KPMG', 'ABSA', 'BellPottinger', 'MultiChoice', 'CORRUPTION', 'CWLive']"
15134,accounting irregularities really my dictionary says otherwise corruption and fraud at steinhoff,17:12:07 06:45:20,Johannesburg,"['Corruption', 'Fraud', 'Steinhoff']"
15142,"  economics 101 steinhoff gets punished wiese loses they deserve to lose employees were corrupt doesnt affect the poor

now eskom corruption the poor people lose stolen billions could have been used for freeeducationfreehealthcare you dont care about the poor  

blf",17:12:07 06:34:45,"Pretoria, South Africa","['Steinhoff', 'Eskom', 'corruption', 'BLF']"
15152,   this revelation of steinhofffraud naspers investigation amp the multichoice amp sabc shinanigans are proof dat corruption is neither black nor white this fallacy dat corruption is only done by blacks must be condemned notocorruption,17:12:07 06:10:47,"Vanderbijlpark, South Africa","['SteinhoffFraud', 'Naspers', 'MultiChoice', 'SABC', 'Corruption', 'black', 'white', 'Notocorruption']"
15158,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:07 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15161,peter hain calling on uk to ensure it has no commercial relationships with the zumas and gutpas and that the authorities probe all south african stateowned enterprises  bank accounts in london  soe zuma gupta corruption ,17:12:07 05:20:07,"Johannesburg, South Africa","['SOE', 'Zuma', 'Gupta', 'Corruption']"
15184,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:12:07 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15237,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:12:07 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15268,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:07 00:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15276,private sector fraud and corruption is way bigger than govt corruption steinhoff wmc corruption,17:12:07 00:22:31,"Durban, South Africa","['Steinhoff', 'wmc', 'CORRUPTION']"
15280, my mom who is a primary school teacher and her colleague had to literally beg their principal in order to fail learners but failed bcoz the education district had ordered that no child should fail please see that this is dealt with when youre president corruption,17:12:07 00:14:58,"Pietermaritzburg, South Africa",['Corruption']
15291,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:12:06 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15311,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:12:06 22:55:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15378,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:12:06 20:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15424,steinhoff and naspers shoot sa business claim to be ethical in both feet corruption is everywhere in government civil service business and the public who pay bribes zuma led us here who can lead us out of this canyon of corruption another zuma,17:12:06 19:33:25,South Africa,"['Steinhoff', 'Naspers', 'Corruption']"
15438,prasa pays r118m for security to a nonexistent company  metrofail corruption,17:12:06 19:14:13,"South Africa, Cape Town","['metrofail', 'corruption']"
15446,prasa paid r118m for security to a company that appears not to exist  talk about metrofail news corruption,17:12:06 19:11:24,Cape Town,"['Metrofail', 'corruption']"
15458,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:06 18:40:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15482,"  police go after news24 journalist and jacques pauw 
 so speaking against corruption and statecapture will put the police on your tail sounds like a free and fair democracy  ",17:12:06 17:52:49,"Cape Town, South Africa","['corruption', 'StateCapture']"
15512,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:12:06 17:05:15,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15535,so when exactly will the sa populace treat corruption at corporations the likes of steinhoff as a national crisis what will it beclass action suits or candy wraps,17:12:06 16:32:29,"Johannesburg, South Africa","['Corruption', 'Steinhoff']"
15575,sa citizen s bribery survey 2017  briberyinsa briberysurvey corruption press ,17:12:06 15:34:19,South Africa,"['bribery_in_SA', 'bribery_survey', 'corruption']"
15596,"false

handsoffpublicprotector

she is exposing all forms of corruption both black and white

publicprotector  should get a medal for her bravery in taking on the giants like absa in the ciex report ",17:12:06 14:58:44,South Africa,"['HandsOffPublicProtector', 'Corruption', 'Black', 'White', 'PublicProtector', 'Absa', 'Ciex']"
15658,whether anyone believes for or against the presence amp reality of whitemonopolycapitalism its this kind of revelation that clearly leaves very little room for doubtgreed capitalism statecapture corruption fraud treason ,17:12:06 13:34:12,South Africa,"['WhiteMonopolyCapitalism', 'Greed', 'Capitalism', 'StateCapture', 'Corruption', 'Fraud', 'Treason']"
15667, liar liar  on fire the media is all over this you cant see it on  comedy network you are a gupta employee and bellpotinger bot so your words mean nothing your brain is already captured andileisachop statecapture thepresidentskeepers corruption,17:12:06 13:15:03,South Africa,"['Gupta', 'BellPotinger', 'Andileisachop', 'StateCapture', 'ThePresidentsKeepers', 'CORRUPTION']"
15705,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:12:06 12:25:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15715,"the reality of anc elections

ndz victory against corruption spreads this rt who are ready
ret now dlaminizuma 1st female president 

savesa  sm   gp      ",17:12:06 12:13:40,"Johannesburg, South Africa","['ANC', 'NDZ', 'Corruption', 'RET', 'DlaminiZuma']"
15723,today     steinhoff markusjooste christowiese multichoice  imtiazpatel bobvandijk koosbekker   corruption fraud theft,17:12:06 11:56:37,"Pretoria, South Africa","['Steinhoff', 'MarkusJooste', 'ChristoWiese', 'Multichoice', 'ImtiazPatel', 'BobvanDijk', 'KoosBekker', 'corruption', 'fraud', 'theft']"
15741,in order to detect and remedy the infectious amp potentially fatal disease of statecapture it requires a judicial state pap smear  corruption zupta gupta zuma molefe eskominquiry,17:12:06 11:16:48,South Africa,"['StateCapture', 'Corruption', 'Zupta', 'Gupta', 'Zuma', 'Molefe', 'EskomInquiry']"
15751,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:12:06 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15754,the jacob zuma years the fall from grace of south africa s anc parliament  financial times  south africa love south africa i love south africa southafrica jacobzuma corruption anc poverty unemployment charges sanctions internationalsanctions ,17:12:06 10:30:38,South Africa,"['southafrica', 'jacobzuma', 'corruption', 'ANC', 'poverty', 'unemployment', 'charges', 'sanctions', 'internationalsanctions']"
15766,in order to detect and remedy the infectious amp potentially fatal disease of statecapture it requires a judicial pap smear corruption zupta gupta zuma molefe eskominquiry treason,17:12:06 09:55:23,South Africa,"['StateCapture', 'Corruption', 'Zupta', 'Gupta', 'Zuma', 'Molefe', 'EskomInquiry', 'Treason']"
15769,"steinhoff ceo markusjooste quits after the accounting fraud found in the company
a clear example of whitecorruption and now whitemedia wont speak a word on this just because a white is involved in corruption these whiteentreprenuers are fraud wmc  sm ",17:12:06 09:51:37,South Africa,"['Steinhoff', 'markusjooste', 'whitecorruption', 'whitemedia', 'white', 'corruption', 'whiteentreprenuers', 'WMC']"
15783,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:12:06 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15798,"good

what about theft due to colonialism and apartheid

25 years for the looters and their beneficiaries and return of stolen wealth plus 200 penalities in return for lenient sentence

zero tolerance for corruption and theft since 1652

no prescription ",17:12:06 08:54:33,South Africa,"['Corruption', 'Theft']"
15803,nationsvoice findings from  research on corruption and statecapture ,17:12:06 08:51:56,"Johannesburg, South Africa","['NationsVoice', 'Corruption', 'StateCapture']"
15806,"the principal agent network pan dossier part 2 bugging the auditors   dumb and dumber  daily maverick 
zuma anc corruption theft graft",17:12:06 08:47:19,"Cape Town, South Africa","['ZUma', 'ANC', 'Corruption', 'Theft', 'Graft']"
15807,"the principal agent network pan dossier zuma and mahlobo knew about arthur fraser s rogue intelligence programme  daily maverick 
anc corruption theft graft",17:12:06 08:47:02,"Cape Town, South Africa","['Zuma', 'ANC', 'Corruption', 'Theft', 'Graft']"
15817,18 countries 14 of the world s top 40 miningdependent economies 140 corruption risks read new m4sd report ,17:12:06 08:32:32,South Africa,"['corruption', 'M4SD']"
15826,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:12:06 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15827,nationsvoice    releasing research findings with  on opinion of south africans on statecapture and corruption,17:12:06 08:08:49,"Johannesburg, South Africa","['NationsVoice', 'StateCapture', 'Corruption']"
15828, launched a new report based on research in 18 resourcerich countries that identifies systemic corruption risks in mining licencing amp permitting processes  to help prevent corruption infiltrating licencing processes ,17:12:06 08:08:18,South Africa,['corruption']
15836,nationsvoice   releasing research outcome with  on opinion of a sample of south africas population questioned about statecapture corruption,17:12:06 07:57:25,"Johannesburg, Harare","['NationsVoice', 'StateCapture', 'Corruption']"
15854,"good questions

in my view a person who wealth is based on giving wmc access to his political influence is already prima facie evidence of  selling out 

this proves his agenda not selfless

so his agenda is enrichment

this is more subtle but far worse form of corruption ",17:12:06 06:49:36,South Africa,['Corruption']
15862, anc gonna have to do a lot more before i believe they are with the people zuma corruption gupta statecapture  proveit,17:12:06 06:22:24,South Africa,"['zuma', 'CORRUPTION', 'Gupta', 'StateCapture', 'proveit']"
15867,"legend of corruption legend of zuma legend of anc
 hanekom  ",17:12:06 06:09:29,Cape Town,"['corruption', 'Zuma', 'ANC']"
15882,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:12:06 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
15902,  with so much corruption in the anc anything is possible shem roll on 2019  ,17:12:06 04:44:20,"Cape Town, South Africa","['CORRUPTION', 'ANC']"
15914,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:12:06 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15919,the jacob zuma years the fall from grace of south africa s anc parliament  financial times  south africa love south africa i love south africa southafrica jacobzuma corruption anc poverty unemployment charges sanctions internationalsanctions   ,17:12:06 04:00:33,South Africa,"['southafrica', 'jacobzuma', 'corruption', 'ANC', 'poverty', 'unemployment', 'charges', 'sanctions', 'internationalsanctions']"
15927,well now    this snippet of info explains everything    dudu myeni and zuma have a son together  their son thalente myeni saa eskom guptas corruption ,17:12:06 03:47:19,"Johannesburg, South Africa","['SAA', 'Eskom', 'Guptas', 'Corruption']"
15949,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:12:06 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
15986,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:12:06 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
16011,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:12:05 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
16022,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:12:05 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
16052, but zuma that would require an end to corruption amp the development of a businessfriendly environment in which competence amp efficiency are the main drivers,17:12:05 21:34:12,"Cape Town, South Africa","['Zuma', 'corruption']"
16095,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:12:05 20:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
16169,  wasting water corruption,17:12:05 18:41:25,"Johannesburg, South Africa",['corruption']
16170,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:12:05 18:40:12,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
16197,funny that health ministry gets budget cuts and funding stops grants kept to a minimum while mps r1million salaries keep going up each year lifeesidomeni sassa corruption gravytrain statecapture,17:12:05 18:07:45,South Africa,"['LifeEsidomeni', 'SASSA', 'Corruption', 'GravyTrain', 'StateCapture']"
