,Text,Datetime,Location,Hashtags
20398,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:11:29 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20428,ancfs   corruption looting statecapture poverty joblosses crime will never end under anc amp zumas ancmustfall zumasmustfall guptasmustfall nuclearmustfall ,17:11:29 07:19:40,South Africa,"['ANCFS', 'CORRUPTION', 'Looting', 'StateCapture', 'Poverty', 'Joblosses', 'Crime', 'ANC', 'Zumas', 'ANCmustFALL', 'ZumasMustFALL', 'GuptasMustFall', 'NuclearMustFall']"
20436,this is what corruption does  new complex amp apartment developments going up everywhere but no infrastructure upgrades before council approves it surely u built the infrastructure then only do u approve new developments   water electricity roads ,17:11:29 07:10:15,South Africa,"['CORRUPTION', 'Water', 'Electricity', 'Roads']"
20452,com we should ask india to come deal with the abundance of donkeys in our parliament who are clearly guilty of munching on plants intended for the herd zuma anc corruption,17:11:29 06:16:25,South Africa,"['Zuma', 'ANC', 'Corruption']"
20453,we should ask india to come deal with the abundance of donkeys in our parliament who are clearly guilty of munching on plants intended for the herd zuma anc corruption ,17:11:29 06:15:57,South Africa,"['Zuma', 'ANC', 'Corruption']"
20456,press  the big question to ask is this how will this personally benefit zuma in everything ethical or to the advance of justice or to the betterment of sa zuma drags his feet and stalls when he is mobilised its always for his own benefit corruption,17:11:29 06:11:01,South Africa,"['Zuma', 'Corruption']"
20457,  for once we have a mayor that is actually working for the people and joburg and the anc will stop at nothing to roll back the progress to their level of incompetents and corruption handsoffmashaba,17:11:29 06:05:33,South Africa,"['ANC', 'corruption', 'HandsOffMashaba']"
20470,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:11:29 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20493,"true

the debates on statecapture which exclude history since 1652 and silent on all forms of corruption are a moral abomination in south africa but happen due to dominance of wmc and their captured mps in parliament ",17:11:29 04:16:50,South Africa,"['StateCapture', 'Corruption', 'Captured']"
20496,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:11:29 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
20553,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:11:29 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
20590,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:11:29 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20614,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:11:28 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
20625,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:11:28 22:55:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20707,zimbabwe bishops have licked mugabes boots for years look at bishop manhanga for example from manicaland he is the most avid supporter of the old man and now the man of god has a farm and a land cruiser of course they forgive   zimbabwe corruption ,17:11:28 19:22:23,"Pretoria, South Africa","['Zimbabwe', 'corruption']"
20712,"true

it began in 1652 this monster is colonialism and apartheid and neoliberalism also collectively known as wmc

also guptas

don t forget kpmg trillian mckinsey absa and banks involved in collusion or corruption

also paradisepapers ",17:11:28 19:15:10,South Africa,"['Colonialism', 'Apartheid', 'Neoliberalism', 'WMC', 'Guptas', 'KPMG', 'Trillian', 'McKinsey', 'ABSA', 'Corruption', 'ParadisePapers']"
20717,nersa national energy regulator of sa  eskom eskom expenses income budget guptas management mamparra corruption nopriceincrease tariff ,17:11:28 19:05:24,South Africa,"['eskom', 'expenses', 'income', 'budget', 'guptas', 'management', 'mamparra', 'corruption', 'NOpriceincrease', 'tariff']"
20733,"statecapture debate in parliament

all forms of corruption and various levels of statecapture originating from 1652 to the current day leads to theft of valuable and limited resources of the state and which increases suffering of the 30 million in poverty
corruption must end ",17:11:28 18:49:02,South Africa,"['StateCapture', 'Corruption', 'StateCapture', 'Poverty', 'Corruption']"
20734,a r225m overspend and they still have jobs anc da corruption   ,17:11:28 18:47:46,South Africa,"['ANC', 'DA', 'CORRUPTION']"
20740,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:11:28 18:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20763,earlier ancs mashele says committees will get to the bottom of statecapture corruption amp other allegations courtesy dstv403 ,17:11:28 17:56:43,South Africa,"['ANC', 'StateCapture', 'Corruption', 'DStv403']"
20769,the word statecapture is corruption at its own statecapturedebate is about the shameful corruption in south africa cry my beloved country parliament,17:11:28 17:51:25,South Africa ,"['StateCapture', 'Corruption', 'StateCaptureDebate', 'Parliament']"
20773, what does it mean to be a decent person  power corruption thejakesgerwelfoundation,17:11:28 17:44:32,"Cape Town, South Africa","['power', 'corruption', 'thejakesgerwelfoundation']"
20799,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:11:28 17:05:17,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20812,truth be told bongo cant be too concerned about zuma chewing him out about corruption because he zuma is even more of a rogue than he is statecapture,17:11:28 16:50:19,South Africa,"['Bongo', 'Zuma', 'corruption', 'StateCapture']"
20813,        allegations that a well known vet masking as a rhino saviour also a supplier off m99to poachers corruption runs deep,17:11:28 16:49:50,South Africa,"['Rhino', 'poachers', 'Corruption']"
20851,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:11:28 15:35:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20951,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  15 ,17:11:28 13:10:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20970,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:11:28 12:25:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
20980," is an only courageous woman who can fight against racism poverty amp corruption which helps for the betterment of southafrica
we dont want a person who is morally ill involved in corruption and scandals like ramaphosa paradisepapers vote ret ndz17 ",17:11:28 12:02:12,South Africa,"['woman', 'Racism', 'Poverty', 'Corruption', 'SouthAfrica', 'Ramaphosa', 'ParadisePapers', 'Vote', 'RET', 'NDZ17']"
20984,novoteramaphosa southafrica public unable to find any single good reason to support you ramaphosa your list of corruption will never end ramaphosaleaks    m    sm  ,17:11:28 11:59:26,South Africa,"['NoVoteRamaphosa', 'SouthAfrica', 'Ramaphosa', 'corruption', 'Ramaphosaleaks']"
21006,"whitemedia propaganda is shielding ramaphosas corruption
why not white media focusing on paradisepapers which suffers from a big scam amp with authentic proofs       sm  ",17:11:28 11:16:28,South Africa,"['WhiteMedia', 'Ramaphosa', 'Corruption', 'ParadisePapers', 'scam']"
21007,proudly brought to you by anc amp zumas   corruption statecapture looting selfish greedy moneyhungry soldtheirsouls love4money junkstatus ancmustfall zumasmustfall guptasmustfall nuclearmustfall ,17:11:28 11:10:15,South Africa,"['ANC', 'Zumas', 'Corruption', 'StateCapture', 'Looting', 'Selfish', 'Greedy', 'MoneyHungry', 'SoldtheirSouls', 'Love4Money', 'junkstatus', 'ANCmustFALL', 'ZumasMustFall', 'GuptasMustFall', 'NuclearMustFall']"
21019,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:11:28 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21021,southafrica faces a potential increase in number of people who find it acceptable to act in an unethical way says jvr consulting psychologists     corruption ethics,17:11:28 10:31:46,South Africa,"['SouthAfrica', 'people', 'unethical', 'CORRUPTION', 'ethics']"
21023, or about anyone else involved with corruption or statecapture for that matter because he himself is captured ,17:11:28 10:30:32,"Cape Town, South Africa","['Corruption', 'StateCapture']"
21037,"as per weirzycka  must shut down but what you want to say on this    
she is a wmc agent and wmcpaidmedia wont utter a word on this corruption blackmedia is always corruption free and unbiased  ",17:11:28 09:48:28,South Africa,"['WMC', 'wmcpaidmedia', 'corruption', 'BlackMedia']"
21045,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:11:28 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21069,"an inmate and his coaccused a member of the public were arrested and charged with impersonating the city s fraud and corruption buster shadracksibiya
 
crime joburg southafrica sandton  
",17:11:28 08:40:17,"Johannesburg, South Africa","['fraud', 'corruption', 'ShadrackSibiya', 'crime', 'Joburg', 'SouthAfrica', 'Sandton']"
21070,"an inmate and his coaccused a member of the public were arrested and charged with impersonating the city s fraud and corruption buster shadracksibiya
 
crime joburg southafrica rosebank   md
",17:11:28 08:38:58,Johannesburg,"['fraud', 'corruption', 'ShadrackSibiya', 'crime', 'Joburg', 'SouthAfrica', 'Rosebank']"
21073,"an inmate and his coaccused a member of the public were arrested and charged with impersonating the city s fraud and corruption buster shadracksibiya
 
  
",17:11:28 08:35:23,Johannesburg,"['fraud', 'corruption', 'ShadrackSibiya']"
21083,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:11:28 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21099,the issue of unemployment is hurting our economy while corruption is slowly killing our country lets create more jobs by  supporting entrepreneiship lifestyle,17:11:28 07:27:31,South Africa ,"['economy', 'corruption', 'entrepreneiship']"
21129,"i think that we should pass a law that all government officialsmpscouncillors etc should be subject to an annual independent mandatory lifestyle audit
corruption fraud kickbacks",17:11:28 06:04:58,South Africa,"['Corruption', 'Fraud', 'Kickbacks']"
21137,novoteramaphosa cr is a part of the corrupt team that is guided and aided by whitemonopolycapital amp his standing as dp of the country serves to facilitate further corruption         ,17:11:28 05:36:14,South Africa,"['NoVoteRamaphosa', 'CR', 'corrupt', 'whitemonopolycapital', 'DP', 'country', 'corruption']"
21138,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:11:28 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21161,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:11:28 04:10:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21167,sos enviroserv corruption crimesagainsthumanity humanrightsviolations corporateaccountability corruptauthorities torture publichealthemergency deceivers enviroserv amp all involved you have poisoned us amp got away with it for long enough this is a testimony against you,17:11:28 03:50:20,"Durban, South Africa","['SOS', 'EnviroServ', 'Corruption', 'CrimesAgainstHumanity', 'HumanRightsViolations', 'CorporateAccountability', 'CorruptAuthorities', 'Torture', 'PublicHealthEmergency', 'Deceivers']"
21190,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:11:28 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21215,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:11:28 00:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21239,sos emergency enviroserv poisoning environment crime massmurder crimesagainsthumanity corruption illegal airpollutioncrime torture abuse humanrightsviolations abovethelaw psychotic liars deceivers evil the poisoning is extreme tonight torture help been worse,17:11:27 23:56:55,"Durban, South Africa","['SOS', 'Emergency', 'EnviroServ', 'Poisoning', 'Environment', 'Crime', 'MassMurder', 'CrimesAgainstHumanity', 'Corruption', 'Illegal', 'AirPollutionCrime', 'Torture', 'Abuse', 'HumanRightsViolations', 'AboveTheLaw', 'Psychotic', 'Liars', 'Deceivers', 'Evil']"
21251,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:11:27 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21262,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:11:27 22:55:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21311,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:11:27 20:40:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21324,war vets demanded senior ranks in the police force irrespective of ones experience amp education promotion must be merit basedcorruption,17:11:27 20:16:57,"Pretoria, South Africa",['CORRUPTION']
21329,   this mokonyane is so blinded by her love for the anc and will never admit if they cannot function because of incompetence and she wants to appoint her own board members so she can manipulate them corruption,17:11:27 20:08:33,"Cape Town, South Africa","['Mokonyane', 'ANC', 'CORRUPTION']"
21351," did you come accross the corruption enquiry between  amp  
when are you shutting down jimmy i cant wait ",17:11:27 19:32:23,"Pretoria, South Africa",['corruption']
21374,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:11:27 18:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21422,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:11:27 17:05:19,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21484,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:11:27 15:35:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21503,transport at the police camp was readily availableamp for long distances govt provided  travel coupons for both police amp suspects corruption,17:11:27 14:58:30,"Pretoria, South Africa",['corruption']
21513,1980 most police officers were housed at the  police camp subsidised accommodation water and electricity food rations too corruption,17:11:27 14:32:12,"Pretoria, South Africa",['corruption']
21514,conditions of service for zrp deteriorated significantly between 1980 amp present eg police manning roadblocks used to get meals corruption,17:11:27 14:30:08,"Pretoria, South Africa",['corruption']
21560,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  15 ,17:11:27 13:10:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21568,exploitation corruption recruitment hrsocialhour ,17:11:27 12:46:50,South Africa,"['Exploitation', 'CORRUPTION', 'Recruitment', 'HRSocialHour']"
21569,"an inmate and his coaccused a member of the public were arrested and charged with impersonating the city s fraud and corruption buster shadracksibiya

joburg     
",17:11:27 12:46:25,Midrand,"['fraud', 'corruption', 'ShadrackSibiya', 'Joburg']"
21572,corruption ,17:11:27 12:42:09,"Cape Town, South Africa",['corruption']
21581,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:11:27 12:25:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21592," is the true leader and candidate for a better future of our country she will free the nation from the corruption and wmc

 savesa   m  sm     ",17:11:27 12:03:16,South Africa,"['corruption', 'WMC']"
21597,corruption inequality unemployment poor education and economic destruction  dlaminizuma will surely change all these situations and will make our country free from all the crisis support dlaminizuma vote ndz17     sm ,17:11:27 11:49:37,South Africa,"['Corruption', 'inequality', 'unemployment', 'economic', 'DlaminiZuma', 'DlaminiZuma', 'vote', 'NDZ17']"
21600,"join the blacks group and raise your voice against corruption wmc statecapture economycapture etc



blackpower  sm    gp     ",17:11:27 11:44:37,South Africa,"['Blacks', 'Corruption', 'WMC', 'StateCapture', 'EconomyCapture', 'BlackPower']"
21603,"supportret vote ndz17 ret
we need dlaminizuma who worries about native blacks and wants to free our country from corruption and racism president 

    sm     ",17:11:27 11:38:23,South Africa,"['SupportRET', 'Vote', 'NDZ17', 'RET', 'DlaminiZuma', 'country', 'corruption', 'racism', 'President']"
21604,what are the challenges of doing business in the energy sector in africa according to businesses energyinafrica oilandgas energy corruption ,17:11:27 11:38:13,"Durban, South Africa","['EnergyInAfrica', 'OilAndGas', 'Energy', 'Corruption']"
21611,who can we submit names for arrest for in zimbabwe there are many corrupt politicians and pastors sitting in other zimbabwean towns that must be collected zimbabwe corruption,17:11:27 11:23:44,"Pretoria, South Africa","['Zimbabwe', 'corruption']"
21642,"national

the  has terminated a r161million contract for the provision of fireengines after it was discovered that the tender was awarded on the basis of forged bidevaluationcommittee bec documents

joburg corruption
",17:11:27 09:58:52,"Johannesburg, South Africa","['fireengines', 'BidEvaluationCommittee', 'Joburg', 'Corruption']"
21643,"national

the  has terminated a r161million contract for the provision of fireengines after it was discovered that the tender was awarded on the basis of forged bidevaluationcommittee bec documents

joburg corruption 
",17:11:27 09:58:12,Johannesburg,"['fireengines', 'BidEvaluationCommittee', 'Joburg', 'Corruption']"
21652,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:11:27 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21654,"lets support the strong lady dlaminizuma for a better southafrica free from corruption 
 it is a time for blacks to show our power of unity lets unite and vote for a lady with a pure heart support ndz17 ret     ",17:11:27 09:29:49,South Africa,"['DlaminiZuma', 'SouthAfrica', 'corruption', 'BLACKS', 'unity', 'vote', 'NDZ17', 'RET']"
21667, jimmy is crying fowl lol but ignores the real reason why he will be shut down corruption jimmy corruption  guptas jimmy guptas you were warned many times dont cry fowl now you were dancing with the devil ,17:11:27 08:52:53,"Cape Town, South Africa","['CORRUPTION', 'CORRUPTION', 'Guptas', 'Guptas']"
21669,a step in the right directionif zuma wasnt the president we may need to revisit who approves legislation corruption accountability responsible governance southafrica countryduty ,17:11:27 08:52:32,"Johannesburg, South Africa","['Zuma', 'CORRUPTION', 'Accountability', 'Responsible', 'Governance', 'SouthAfrica', 'CountryDuty']"
21681,there is definite monopoly or capture of key economic hubs by so called white minority  reforms might be slow but are sustainable meaningful redress populism slogans corruption only delay progress amp enforce stereotypes,17:11:27 08:22:11,"Cape Town, South Africa","['Populism', 'slogans', 'Corruption', 'stereotypes']"
21688,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:11:27 08:10:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21721,dlaminizuma we choose you not ramaphosa who has no time to do anything for the country too much busy fulfilling his fantasies ramaphosaleaks we need dlaminizuma who worries about native blacks and wants to free our country from corruption racism amp whitecorruption ,17:11:27 05:40:05,South Africa,"['DlaminiZuma', 'Ramaphosa', 'RamaphosaLeaks', 'DlaminiZuma', 'blacks', 'corruption', 'racism', 'whitecorruption']"
21723,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:11:27 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21744,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:11:27 04:10:02,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21745,can anything stop corruption once its entrenched anc,17:11:27 04:09:26,"Sedgefield, South Africa","['corruption', 'anc']"
21771,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:11:27 02:35:02,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21793,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:11:27 00:55:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21816,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:11:26 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
21867,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:11:26 20:40:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21900,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:11:26 18:40:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21945,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  19 ,17:11:26 17:05:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
21980,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:11:26 15:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22013,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  15 ,17:11:26 13:30:13,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22018,dont be so sure anc voters do not like the zumas and corruption ,17:11:26 13:12:13,South Africa,"['Zumas', 'corruption']"
22027,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  14 ,17:11:26 12:25:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22033,how do you justify that when our economy is ailing and there is a fiscal shortage corruption greed stealingfrompoor  da   ,17:11:26 12:05:07,pretoria,"['corruption', 'greed', 'stealingFROMpoor']"
22044,"southafrican president zuma profoundly implicated in statecapture amp corruption 
timeforchange ",17:11:26 11:14:59,South Africa,"['SouthAfrican', 'Zuma', 'StateCapture', 'Corruption', 'TimeForChange']"
22053,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  12 ,17:11:26 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22054,"  your anger with the guptas is distorting your thought process brianmolefe talks about a long standing corruption that preexist him at eskom and you still choose to blame him
statecapture",17:11:26 10:34:38,"Johannesburg, South Africa","['Guptas', 'BrianMolefe', 'Corruption', 'Eskom', 'StateCapture']"
22056,where ever you look someone is stealing money speaks volumes of south african society bbc corruption fraud ,17:11:26 10:30:19,South Africa,"['BBC', 'Corruption', 'Fraud']"
22064,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  11 ,17:11:26 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
22077,its about time thieves wont expose their own do it enough with corruption ,17:11:26 08:23:57,"Gauteng, South Africa",['Corruption']
22079,nice same must happen to all companies professionals aiding and abetting in statecapture and corruption and for those forgetting bellpottinger is now a verb  remember it  ,17:11:26 08:13:39,South Africa,"['statecapture', 'corruption', 'BellPottinger']"
22081,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  10 ,17:11:26 08:10:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22083,so ironic that he once was lauded as the man who exposed dcs corruption in grootvlei jail led to jali commission  wrote a good book on it became motivational speaker employed by big security firm gave talks at school to keep kids from doing crime ,17:11:26 08:04:01,South Africa,['corruption']
22086,   jimmy did you even know this bribery and corruption  was going on with dstv and ann7  before you took over shem,17:11:26 07:36:21,"Cape Town, South Africa","['Corruption', 'DStv', 'ANN7']"
22095,  he is he also exposed the apartheid regime back in the day when he was a reporter he is fighting for all southafrica people to expose statecapture and corruption,17:11:26 06:25:55,"Cape Town, South Africa","['SouthAfrica', 'StateCapture', 'Corruption']"
22103,  laverne sadly the judiciary is failing our wildlife in africa due to rampant corruption amp collusion by those who are meant to serve amp protect why was the investigation so slipshod the greedy tentacles of poaching syndicates are sticky amp far reaching,17:11:26 06:10:26,"Uvongo, South Africa","['wildlife', 'Africa', 'corruption', 'poaching']"
22107,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  7 ,17:11:26 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22121,hell we pay sooooo much taxes   folks in our country should not be housed in this   while zillions is being spent on enjoyment of government officials elsewhere corruption ,17:11:26 04:51:54,"Cape Town, South Africa",['Corruption']
22131,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  6 ,17:11:26 04:10:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
22147,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  4 ,17:11:26 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
22184,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  2 ,17:11:26 00:55:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22189,multichoice  r25 million bribe or rather payout its just the tip of an iceberg of the corruption  in the south africas private sector ann7,17:11:26 00:34:56,Johannesburg,"['MultiChoice', 'CORRUPTION', 'ANN7']"
22208,thought factory  the anc in freefall tipping point or turning point politics southafrica corruption  1 ,17:11:25 23:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
22219,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  0 ,17:11:25 22:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22263,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  22 ,17:11:25 20:40:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22302,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  20 ,17:11:25 18:40:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22307,we shouldnt forget the victims of corruption and statecapture says our coo theron on thebigdebate ,17:11:25 18:07:50,South Africa,"['corruption', 'statecapture', 'COO', 'TheBigDebate']"
22360,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  17 ,17:11:25 15:35:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22362,"ndz will officially decapitate the republic if elected malema used to benefit from this corruption
2020 sa will collapse if this continues let them fight this book from court

governmentza jacquespauw corruption gangsterland mafia stateonitskness juliusmalema eff ",17:11:25 15:27:55,"Pretoria, South Africa","['GovernmentZa', 'jacquespauw', 'Corruption', 'gangsterland', 'mafia', 'stateonitskness', 'EFF']"
22370, if you ever read a report from sampp moody s you will know that politics is not their game if politics do not support economics they have no choice eskom prasa corruption ,17:11:25 15:02:29,Johannesburg,"['eskom', 'prasa', 'Corruption']"
22403, botsangmoiloa almost but just cant beat you guys in corruption,17:11:25 13:15:31,"Port Elizabeth, South Africa","['BotsangMoiloa', 'Corruption']"
22405,thought factory new the  thiefinchief  southafrica zuma corruption statecapture leadership  15 ,17:11:25 13:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
22439,former zimbabwe finance minister ignatiuschombo charge sheet for corruption criminalabuse and fraud more to follow emmersonmnangwagwa ,17:11:25 11:36:17,South Africa,"['Zimbabwe', 'IgnatiusChombo', 'corruption', 'criminalabuse', 'fraud', 'EmmersonMnangwagwa']"
22444,"the country is now been gripped by a string of serious corruption acts by the wmc  ramaphosa is not fit for deputy president of the country 
novoteramaphosa           ",17:11:25 11:19:12,South Africa,"['corruption', 'WMC', 'Ramaphosa', 'NoVoteRamaphosa']"
22447,"so many allegations most are now admited to yet we have not seen much of consequencemanagement nor prosecution 
corruption is now a common practice",17:11:25 11:10:32,South Africa,"['consequencemanagement', 'prosecution', 'Corruption']"
22451,stop corruption and wasteful expenditure fools   ,17:11:25 10:53:39,pretoria,"['corruption', 'expenditure', 'fools']"
22471,"dear south africa  

the anc led government with zuma is responsible for this

 

912
corruption
statecapture
bailing out of saa and corrupt soe s
latenighcabinetreshuffles

this same government wants to raise taxes  

countryduty
 ",17:11:25 09:38:37,Cape Town,"['ANC', 'Zuma', 'Corruption', 'StateCapture', 'Bailing', 'SAA', 'LateNighCabinetReshuffles', 'CountryDuty']"
