Datetime,Text,Username,Retweets,Location,Hashtags
17:12:13 13:06:46,"Given the choice, what would be your pick from McDonalds? 🤔🥔🍟#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,4,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:13 08:54:20,"Hamburger or Hotdog? #Favorite #Hamburger #hotdog 
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #survey #retweet #question #food",AriDorfman,1,,"['Favorite', 'Hamburger', 'hotdog', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'survey', 'retweet', 'question', 'food']"
17:12:13 07:52:10,Here is number 13...#13 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:13 05:35:39,"#Favorite #Soda❓
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #survey #retweet #question #pop #fastfood #beverages",TerryKaye714,1,United States,"['Favorite', 'Soda', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'survey', 'retweet', 'question', 'pop', 'fastfood', 'beverages']"
17:12:13 01:21:11,"#Favorite #Hamburgers❓
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #survey #retweet #question #food  #fastfood",TerryKaye714,0,United States,"['Favorite', 'Hamburgers', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'survey', 'retweet', 'question', 'food', 'fastfood']"
17:12:13 00:30:02,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/24148TGaHK,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:13 00:30:02,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/D31ZoBD5Zv,SportsMapRadio,0,USA,['DailyPoll']
17:12:13 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/qL9KvKxMs5,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:12 20:57:11,What your favorite place to be #shrek #god #jesus #funnypolls #funny #funniest #laugh #lol #xd #dank #memes #dankmemes #dankpolls #sports #nba #nfl #nhl #mlb #baseball #polls #dailypolls #dailypoll #cool #NetNeutrality #gay #kkk #oof #papafranku #cute #snap,Spurious924,2,"New York, USA","['shrek', 'god', 'jesus', 'funnypolls', 'funny', 'funniest', 'laugh', 'lol', 'xd', 'dank', 'memes', 'dankmemes', 'dankpolls', 'sports', 'nba', 'nfl', 'nhl', 'mlb', 'baseball', 'polls', 'dailypolls', 'dailypoll', 'cool', 'NetNeutrality', 'gay', 'kkk', 'oof', 'papafranku', 'cute', 'snap']"
17:12:12 17:37:38,When do you start caring about college basketball? #VoteNow #DailyPoll https://t.co/ucMUQcaapD,JakeScottZone,0,Salt Lake City,"['VoteNow', 'DailyPoll']"
17:12:12 17:02:11,"#DailyPoll Overall, what was your impression of PSX this year? (Based on streams, articles, podcasts, first hand experience, etc)",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:12 15:01:58,"Generally in life, do you prefer to rent or buy? 🤔#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,3,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:12 11:24:38,"The mother of 11-year-old Keaton Jones posted an emotional video of her son as a victim of bullying. Now, photos surfaced suggesting Kimberly Jones is racist. Should Keaton still receive his GoFundMe? Tweet us why or why not. #DailyPoll",OnTheBlockChi,0,"Chicago, IL",['DailyPoll']
17:12:12 10:51:09,"#RGDailyPoll #DailyPoll 

Have you done your #ChristmasShopping yet? 

🎄🎁🛍️🎉🎅

#waveformgaming #youtubeza #SupportSmallStreamers #waveformgamingladies #thelightersideoflife",xLemon_x,2,South Africa,"['RGDailyPoll', 'DailyPoll', 'ChristmasShopping', 'waveformgaming', 'youtubeza', 'SupportSmallStreamers', 'waveformgamingladies', 'thelightersideoflife']"
17:12:12 06:11:49,"#Bosses beware! Please do not be a #ShakuniMama in ur office. You may argue that even being #HarishChandra cant help u improving ur #companyculture.
#Vote now in our #DailyPoll to share your thoughts in https://t.co/nZjrvda8wi
#CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/px1gfxizr9",CADnaukri,0,India,"['Bosses', 'ShakuniMama', 'HarishChandra', 'companyculture', 'Vote', 'DailyPoll', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:12:12 04:52:53,Here is number 13...#13 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:12 00:30:02,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/BFTAHe0Dpd,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:12 00:30:02,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/5EzrFkk060,SportsMapRadio,0,USA,['DailyPoll']
17:12:12 00:30:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/mhwwldtKom,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:11 23:13:17,#dailypoll who is your #Riverdale #girlcrush ? #BettyCooper #VeronicaLodge #cherylblossom,pops_dinercast,0,Riverdale USA,"['dailypoll', 'Riverdale', 'girlcrush', 'BettyCooper', 'VeronicaLodge', 'cherylblossom']"
17:12:11 16:59:22,#DailyPoll Did you like the format for the PSX Friday stream? (Ie the developer focused chats and interview-ish style),PSNation,3,The Longest Running PlayStatio,['DailyPoll']
17:12:11 16:01:03,"#DailyPoll: Should CNN apologize for its huge mistake on a Donald Trump Jr. story last week?

#Vote here: https://t.co/Zgd06TJk3k https://t.co/4jPWpgLXaU",AA_politics,0,,"['DailyPoll', 'Vote']"
17:12:11 12:27:42,True/False: Messaging on apps like Facebook or Snapchat are just as real as text messages?🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:11 11:19:42,"#கேள்விநேரம்  | #மக்கள்பார்வை | #DailyPoll

மீனவர் மீட்பு பின்னுக்குத் தள்ளப்படுகிறது என்ற குற்றச்சாட்டு?",news7tamil,10,"Chennai, India","['கேள்விநேரம்', 'மக்கள்பார்வை', 'DailyPoll']"
17:12:11 08:46:52,"#Employees are becoming matured slowly with such a remarkable change in their mindsets. Check our #DailyPoll.
#Vote now on https://t.co/nZjrvda8wi
Get latest #updates of #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/DuS1Vc9FSZ",CADnaukri,2,India,"['Employees', 'DailyPoll', 'Vote', 'updates', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:12:10 22:18:09,Whats your favorite animal. #memes #dank #nba #NBA2K18 #lol #poll #polls #dailypolls #dailypoll #sports #sportsquiz #nfl #BaseBall #yankees #dankmemes #funny #funnyvideo #ifunny #cool #gang #football #mlb #yo #hi #animal #quiz #coolpoll,Spurious924,3,"New York, USA","['memes', 'dank', 'nba', 'NBA2K18', 'lol', 'poll', 'polls', 'dailypolls', 'dailypoll', 'sports', 'sportsquiz', 'nfl', 'BaseBall', 'yankees', 'dankmemes', 'funny', 'funnyvideo', 'ifunny', 'cool', 'gang', 'football', 'mlb', 'yo', 'hi', 'animal', 'quiz', 'coolpoll']"
17:12:10 21:44:22,Who’s gonna win #ImACeleb? #poll #celebpoll #dailypoll,Lauren_Minogue,1,UK/AUSTRALIA,"['ImACeleb', 'poll', 'celebpoll', 'dailypoll']"
17:12:10 20:07:29,Here is number 12...#12 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:10 17:52:04,Sundays are for? 🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:10 03:41:46,Favorite Brand #dank #memes #dankmemes #polls #dailypolls #poll #dailypoll #trump #funny #ifunny #twitter #goodnight #kkk #text #Instagram #oof #lol #cool #nice #sports #sportsquiz #sportspoll #soccer #basketball #NBA #NBA2K18,Spurious924,3,"New York, USA","['dank', 'memes', 'dankmemes', 'polls', 'dailypolls', 'poll', 'dailypoll', 'trump', 'funny', 'ifunny', 'twitter', 'goodnight', 'kkk', 'text', 'Instagram', 'oof', 'lol', 'cool', 'nice', 'sports', 'sportsquiz', 'sportspoll', 'soccer', 'basketball', 'NBA', 'NBA2K18']"
17:12:09 19:40:10,Here is number 11 again...#11 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:09 11:19:25,"#IndianCarMakers must focus on car build quality &amp; be more customer oriented to beat their foreign counterparts as per our #DailyPoll.
#Vote now on https://t.co/nZjrvda8wi
Get daily updates on #CAD_CAM_CAE_CFD_PLM_BIM #Job alerts in #India https://t.co/3cymxF7xyt",CADnaukri,7,India,"['IndianCarMakers', 'DailyPoll', 'Vote', 'CAD_CAM_CAE_CFD_PLM_BIM', 'Job', 'India']"
17:12:09 08:52:49,"do you like to #Marketing your #Product &amp; get more clients 
#dailypoll 
#شكرا_تركي_ال_الشيخ
#امنيه_ل_2018
#القدس_عاصمه_فلسطين_الابديه 
#كلمه_بقولها_للحب 
#مربعانيه_السنه_غير
#تسويق #اعلان #الكويت #ترويج",outbox_q8,2,"The Capital, Kuwait","['Marketing', 'Product', 'dailypoll', 'شكرا_تركي_ال_الشيخ', 'امنيه_ل_2018', 'القدس_عاصمه_فلسطين_الابديه', 'كلمه_بقولها_للحب', 'مربعانيه_السنه_غير', 'تسويق', 'اعلان', 'الكويت', 'ترويج']"
17:12:09 06:24:11,"Fave #female #ADA❓
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #court #survey #retweet #Law #question #tv #Ion",TerryKaye714,0,United States,"['female', 'ADA', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'court', 'survey', 'retweet', 'Law', 'question', 'tv', 'Ion']"
17:12:09 06:04:10,"#Weather #preference❓
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #rain #survey #retweet #NOAA #gloom #question",TerryKaye714,0,United States,"['Weather', 'preference', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'rain', 'survey', 'retweet', 'NOAA', 'gloom', 'question']"
17:12:09 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/UZsGMNaqFb,SportsMapRadio,0,USA,['DailyPoll']
17:12:09 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/n2hthrZyCt,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:09 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/npI8wao2g6,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:08 19:34:19,Here is number 11 again...#11 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:08 19:29:50,"#DailyPoll: Which of the following has done the best job as their party leader in Congress?

https://t.co/PzdncuGRCY https://t.co/WXf7c1DbpQ",AA_politics,0,,['DailyPoll']
17:12:08 17:41:13,Who's going to be the best team playing @vivintarena in the Beehive Classic tomorrow? #DailyPoll #VoteNow https://t.co/3puQvUTwC7,JakeScottZone,0,Salt Lake City,"['DailyPoll', 'VoteNow']"
17:12:08 16:39:59,#DailyPoll Soul Calibur 6 was announced yesterday. The series often has platform exclusive characters. Who would you want to join the fight for PlayStation?,PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:08 16:10:25,You go to the eye doctor and are told you will need glasses or contacts. Which do you choose? #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:08 07:00:29,"Following our recent article, [https://t.co/bfIkENrxky], how often do you have awareness training to ensure your users are part of your #Cyber Defense? #InfoSec #DailyPoll #CyberSecurity #Training",J2SoftwareSA,1,South Africa,"['Cyber', 'InfoSec', 'DailyPoll', 'CyberSecurity', 'Training']"
17:12:08 06:17:52,"#RGDailyPoll #DailyPoll 

Are you excited about the new #GTAV mission coming next week? 

Save #LosSantos! #TheDoomsdayHeist #waveformgaming #youtubeza #SupportSmallStreamers",xLemon_x,4,South Africa,"['RGDailyPoll', 'DailyPoll', 'GTAV', 'LosSantos', 'TheDoomsdayHeist', 'waveformgaming', 'youtubeza', 'SupportSmallStreamers']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/jAAqgVlRMS",Michellemtz1991,0,,"['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/1aSbsCI2cb",NonahJones111,0,"Berlin, Germany","['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/GjbevmFw4S",AnaikaMalhotra,0,,"['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/OM0kh8WjsH",clyfartech,0,,"['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:58:34,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing  #socialmediamarketing #socialmedia https://t.co/Q1F6xcVzhv",diggmeup,0,"Pune, India","['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:07 23:48:03,Where do you go for decoration inspiration? #poll #dailypoll #buyermaxasks #holidays #decorations #decor #inspiration #inspo #google #pinterest #friend #internet #help #advice #bellingham #whatcomcounty #home #house #holidayspirit #spirit #winter,BuyerMax,0,"Bellingham, Washington","['poll', 'dailypoll', 'buyermaxasks', 'holidays', 'decorations', 'decor', 'inspiration', 'inspo', 'google', 'pinterest', 'friend', 'internet', 'help', 'advice', 'bellingham', 'whatcomcounty', 'home', 'house', 'holidayspirit', 'spirit', 'winter']"
17:12:07 19:33:04,Fave thing about #Christmas? #poll #xmaspoll #twitterpoll #dailypoll ➡️RT WHEN VOTED⬅️,Lauren_Minogue,0,UK/AUSTRALIA,"['Christmas', 'poll', 'xmaspoll', 'twitterpoll', 'dailypoll']"
17:12:07 18:28:46,"If you could be one age for the rest of your life, what would you choose? 🤔#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,5,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:07 18:01:22,"#DailyPoll: Consumer sentiment at 20-year high. Why?

https://t.co/TS8kZBTeuX https://t.co/GbnVJqNt1J",AA_politics,0,,['DailyPoll']
17:12:07 17:47:34,Here is number 11...#11 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:07 17:40:56,"#DailyPoll What do you think will win GOTY at The Game Awards tonight?

(Sadly only get 4 answers on Twitter. ""Like"" to vote for Mario Odyssey if you pick the ""Mario/Zelda"" answer)",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:07 17:06:18,Which was the better battle? #GoT #gameofthrones #QOTD #QuestionOfTheDay #Dailypoll #Polls,dneville79,1,"North Carolina, USA","['GoT', 'gameofthrones', 'QOTD', 'QuestionOfTheDay', 'Dailypoll', 'Polls']"
17:12:07 15:36:45,"How do YOU like your eggs? 🍳
#poll #Polls #dailypoll #polloftheday #Polling #polling #eggs #questiontime #QuestionOfTheDay",michele__spears,2,"Texas, USA","['poll', 'Polls', 'dailypoll', 'polloftheday', 'Polling', 'polling', 'eggs', 'questiontime', 'QuestionOfTheDay']"
17:12:07 15:09:09,It's #DriveTime time! And time to kick on with the #DailyPoll! #BattleOfTheDecs #ChristmasLights vs #ArtificialSnow #YouDeicde! what is #Bolton's favourite #Christmas decoration?,BoltonFM,0,Bolton,"['DriveTime', 'DailyPoll', 'BattleOfTheDecs', 'ChristmasLights', 'ArtificialSnow', 'YouDeicde', 'Bolton', 'Christmas']"
17:12:07 14:57:13,Was Trump's decision on moving the embassy to Jerusalem while claiming it as the capital of Israel a smart move? #DailyPoll #Resist #Maga #Israel #JerusalemEmbassy #25thAmendmentNow,criticalthinkrs,2,At my desk,"['DailyPoll', 'Resist', 'Maga', 'Israel', 'JerusalemEmbassy', '25thAmendmentNow']"
17:12:07 14:33:58,"Do you think the T&amp;T Police Service are capable of solving the 5 million dollar robbery that took place yesterday at the Piarco Airport?

#poll #polls #dailypoll #twitterpoll #haveyoursay #vote #votenow #crime #tobago #trinidad #TrinidadandTobago",Pulse895fm,2,65-67 Lambeau Signal Hill Road,"['poll', 'polls', 'dailypoll', 'twitterpoll', 'haveyoursay', 'vote', 'votenow', 'crime', 'tobago', 'trinidad', 'TrinidadandTobago']"
17:12:07 00:30:01,Check out the #DailyPoll on the @SSalisburyShow now! https://t.co/eBCnYAro84,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:07 00:30:00,Check out the #DailyPoll on the @SSalisburyShow now! https://t.co/no7qyPvE1G,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:07 00:30:00,Check out the #DailyPoll on the @SSalisburyShow now! https://t.co/a7jdzc1oEQ,SportsMapRadio,0,USA,['DailyPoll']
17:12:06 21:39:16,"#DailyPoll Are you planning to watch The Game Awards? If so, for what: the awards themselves or the potential game reveals?",PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:12:06 17:52:06,Would you rob a bank and grab a payout of 200K if you knew you weren’t going to get caught?🔫🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,3,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:06 17:43:05,Is football in trouble? #DailyPoll #VoteNow https://t.co/mKwuZSZAsv,JakeScottZone,0,Salt Lake City,"['DailyPoll', 'VoteNow']"
17:12:06 17:09:31,Here is number 10...#10 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:06 10:44:40,Who has been the most successful #US president of recent times? #DailyPoll #Politics,UKTalkPolitics,7,United Kingdom,"['US', 'DailyPoll', 'Politics']"
17:12:06 08:52:08,"#Faridabad in #Haryana fairs better with good opportunities for #engineers. Reputed companies like #Escorts #Avery #JCB #Elofic are present. Design folks can look for a job change here
Cast your vote on our #DailyPoll in https://t.co/nZjrvda8wi
#CAD_CAM_CAE_CFD_PLM_Jobs in #India https://t.co/8uRMIONlBX",CADnaukri,0,India,"['Faridabad', 'Haryana', 'engineers', 'Escorts', 'Avery', 'JCB', 'Elofic', 'DailyPoll', 'CAD_CAM_CAE_CFD_PLM_Jobs', 'India']"
17:12:06 00:30:02,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/N3niWznmEs,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:06 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/mOnagxbSsz,SportsMapRadio,0,USA,['DailyPoll']
17:12:06 00:30:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/WmB3i3Db5u,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:05 20:46:04,Do you put lights on your house for the holidays? #poll #dailypoll #buyermaxasks #holidays #lights #holidaylights #house #houselights #decorations #spirit #holidayspirit #pretty #bellingham #whatcomcounty #home,BuyerMax,0,"Bellingham, Washington","['poll', 'dailypoll', 'buyermaxasks', 'holidays', 'lights', 'holidaylights', 'house', 'houselights', 'decorations', 'spirit', 'holidayspirit', 'pretty', 'bellingham', 'whatcomcounty', 'home']"
17:12:05 18:50:48,"#DailyPoll: Should Republican leaders speak up to stop the so-called 'fake news' and complaining' about the President?

https://t.co/UHG8FixcvS https://t.co/lM5Sooeme5",AA_politics,0,,['DailyPoll']
17:12:05 17:34:51,"#DailyPoll For on screen UI, do you prefer numbers, a bar, or both? (For something like a health bar, stamina meter, magic points, etc)",PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:12:05 16:41:33,Here is number 9...#9 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:05 15:42:18,"Yesterday's (very unofficial) #dailypoll showed 75% against modular housing in #Marpole. But I should point out I did not block repeat votes by IP address, only cookies and we had way more page views (purple) than unique visitors (green) on the poll. So, grain of salt. https://t.co/XMlG4GhMsY",stephanie_ip,0,"Vancouver, B.C.","['dailypoll', 'Marpole']"
17:12:05 12:45:20,Which Jonas Brother are you going with? 🤔🔥#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:05 00:30:02,Go check out the @SSalisburyShow #DailyPoll RIGHT NOW! https://t.co/DMGlIKHas6,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:05 00:30:02,Go check out the @SSalisburyShow #DailyPoll RIGHT NOW! https://t.co/JyedBZ0NKW,SportsMapRadio,0,USA,['DailyPoll']
17:12:05 00:30:02,Go check out the @SSalisburyShow #DailyPoll RIGHT NOW! https://t.co/9ksLBiRKYP,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:04 19:28:57,"Do you brush your teeth front to back, or small circles? #dailypoll",_IAMSXN_,1,"Carson, CA",['dailypoll']
17:12:04 17:23:02,#DailyPoll How much UI do you like in your game?,PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:04 16:34:46,Here is number 8...#8 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:04 15:12:23,What do you think Trump will be indicted for? #DailyPoll #Resist #Maga #Flynn #Manafort #MuellerMonday,criticalthinkrs,0,At my desk,"['DailyPoll', 'Resist', 'Maga', 'Flynn', 'Manafort', 'MuellerMonday']"
17:12:04 13:55:40,What non-edible smell do you enjoy the most? 🤔👌🏼#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:04 08:46:14,"#Congratulations #TataMotors for being voted as the best pay-master in India as per our #DailyPoll #results while there is tie between #EicherMotors &amp; #AshokLeyland. Unlucky #BajajAuto no #votes to them.
Vote now on https://t.co/nZjrvda8wi
#CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/aMXLDEGDDE",CADnaukri,0,India,"['Congratulations', 'TataMotors', 'DailyPoll', 'results', 'EicherMotors', 'AshokLeyland', 'BajajAuto', 'votes', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:12:04 06:08:26,Do you require your partner to shower/wash up before sex if they recently had a bowel movement? #Poll #QOTD #dailypoll #QuestionOfTheDay #polloftheday,dneville79,0,"North Carolina, USA","['Poll', 'QOTD', 'dailypoll', 'QuestionOfTheDay', 'polloftheday']"
17:12:03 18:43:02,"Doing my first event in over a year in March 2018. Which date do you prefer?

#poll #dailypoll #vote #haveyoursay #votenow #twitterpoll #easter2018 #easterweekend #holythursday #goodfriday #tobago #trinidad #TrinidadandTobago",teamdjam,1,Trinidad and Tobago,"['poll', 'dailypoll', 'vote', 'haveyoursay', 'votenow', 'twitterpoll', 'easter2018', 'easterweekend', 'holythursday', 'goodfriday', 'tobago', 'trinidad', 'TrinidadandTobago']"
17:12:03 18:11:24,"If your life were a movie, what rating would it be? 🎥🎞🍿#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:03 15:54:27,"Here is number 7 yet again,was a tie yesterday so only including the 2 who had the most votes...#7 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊",TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:02 22:53:51,"If you could be any of these people for 24 hours, who would you choose? 🤔#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:02 14:52:44,"Here is number 7 again,no votes yesterday...#7 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊",TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
