Text,Datetime,Location,Hashtags,polarity,subjectivity,Unnamed: 0
greed exhibited anc trough corruption oppressed people supposed serve elections behind us let us call clean transparent governance let us demand accountability justice work us pay never forget,19:05:10 05:26:48,South Africa,['ANC'],-0.0166666666666666,0.7,1168.0
proudly brought 2 u corrupt anc lets keep voting lets keep voting lets keep voting u voted anc blame shit country jobs healthcare education electricity water road infastructures collapsing corruption killed,19:08:21 06:57:34,South Africa,"['PROUDLY', 'CORRUPT', 'ANC', 'ANC', 'CORRUPTION', 'SA']",-0.0249999999999999,0.7,390.0
election time tune jazz classic summertime election time politicians busy campaigns running promises high fk poor fatcats eating hush little voter cry elections2019 anc da eff corruption promises,19:03:17 08:13:51,South Africa,"['Elections2019', 'ANC', 'DA', 'EFF', 'CORRUPTION', 'Promises']",-0.0321666666666666,0.4213333333333333,2522.0
kwaza personally think many stupid educated people mean anc stolen money run country mess corruption sixth time promising things right lying every time vote,19:05:12 17:40:52,"Cape Town, South Africa","['ANC', 'corruption']",-0.0431122448979591,0.5283163265306122,868.0
da leader mmusi maimane go change colour white chineseikaka hes ads anc corruption still say one world stand 27 years jail even u pay tata died im 27 years vote anc x zuma anc eff da,19:04:20 16:56:20,Cape town,"['ANC', 'EFF', 'DA']",-0.05,0.0,1990.0
work limited resources campaign manager deserve seat cabinet please corruption voted eff looks like making union buildings leader smalema lead country one,19:05:09 13:21:45,"Polokwane, South Africa",['EFF'],-0.0714285714285714,0.1428571428571428,837.0
soon one want paramedic becoming dangerous doctors leaving specialists leaving teachers leaving educated leaving goes blame control crime well corruption keepvoting 4 anc,19:06:19 09:35:26,South Africa,"['SA', 'Doctors', 'Specialists', 'Teachers', 'Educated', 'Crime', 'CORRUPTION', 'KeepVoting', 'ANC']",-0.0749999999999999,0.875,594.0
gospel spread enca newzroom405 sabcnews advising ramaphosa cyrilramaphosa thumamina heads roll corruptionfunny exclude groupcan explain first implicated bosasa bribes saelections2019 eff anc,19:05:11 17:08:36,South Africa,"['enca', 'Newzroom405', 'SABCNews', 'Ramaphosa', 'CyrilRamaphosa', 'Thumamina', 'Bosasa', 'SAElections2019', 'EFF', 'anc']",-0.075,0.4166666666666666,539.0
gospel spread enca newzroom405 sabcnews advising ramaphosa cyrilramaphosa thumamina heads roll corruptionfunny exclude groupcan explain first implicated bosasa bribes saelections2019 eff anc,19:05:11 17:08:36,South Africa,"['enca', 'Newzroom405', 'SABCNews', 'Ramaphosa', 'CyrilRamaphosa', 'Thumamina', 'Bosasa', 'SAElections2019', 'EFF', 'anc']",-0.075,0.4166666666666666,933.0
double voting corruption anc government smalema security flaw may previous elections elections2019,19:05:09 10:44:03,"Soweto, South Africa","['corruption', 'ANC', 'Elections2019']",-0.0833333333333333,0.0833333333333333,1293.0
ct da become party dominated black people minorities carry voting consumed corruption move political home,19:05:11 07:06:08,South Africa,['DA'],-0.0833333333333333,0.2666666666666666,526.0
still think elections2019 wrong voting anc eff secure less corruption please go vote wed 8 may choose onesaforall voteda change need saelections2019,19:05:06 18:57:26,"Cape Town, South Africa","['Elections2019', 'ANC', 'EFF', 'OneSAforAll', 'VoteDA', 'SAelections2019', 'SouthAfrica']",-0.0888888888888888,0.5222222222222223,1475.0
still think elections2019 wrong voting anc eff secure less corruption please go vote wed 8 may choose onesaforall voteda change need saelections2019,19:05:06 18:57:26,"Cape Town, South Africa","['Elections2019', 'ANC', 'EFF', 'OneSAforAll', 'VoteDA', 'SAelections2019', 'SouthAfrica']",-0.0888888888888888,0.5222222222222223,1824.0
needs straight thinkers round sad 57 voters got corruption moneylaundering anc mess still seem much say,19:07:20 07:51:30,"Cape Town, South Africa","['SouthAfrica', 'SouthAfrica', 'Corruption', 'MoneyLaundering', 'ANC']",-0.095,0.435,508.0
skeleton coming zondocommission much anc members unfortunate reality dont want accountable corruptions mr ten percent makes eager go vote eff,19:03:31 09:08:44,"Durban, South Africa","['ZondoCommission', 'ANC', 'EFF']",-0.0999999999999999,0.3999999999999999,2303.0
mboweni never vote kleptocracy aninamahloni tito rather vote vote eff guys disappoint corruption cluelessness grow economy,19:03:04 04:54:39,"Mhlontlo, South Africa",['EFF'],-0.1,0.2,2722.0
one curious things voters anc supporters vote despite convictions allegations leaders murder assault fraud looting lying corruption da supporters ditch party even one thing dont like,19:05:08 09:01:31,"Cape Town, South Africa","['ANC', 'DA']",-0.1,1.0,788.0
one curious things voters anc supporters vote despite convictions allegations leaders murder assault fraud looting lying corruption da supporters ditch party even one thing dont like,19:05:08 09:01:31,"Cape Town, South Africa","['ANC', 'DA']",-0.1,1.0,1577.0
electionresults anc eff da gonna empire feel like every woman man greed crime corruption extortion power south africa money driven dirty clean bank 2034 want president god bless,19:05:10 04:58:34,"Pretoria, South Africa","['ElectionResults', 'ANC', 'EFF', 'DA']",-0.1166666666666666,0.75,712.0
electionresults anc eff da gonna empire feel like every woman man greed crime corruption extortion power south africa money driven dirty clean bank 2034 want president god bless,19:05:10 04:58:34,"Pretoria, South Africa","['ElectionResults', 'ANC', 'EFF', 'DA']",-0.1166666666666666,0.75,1175.0
electionresults anc eff da gonna empire feel like every woman man greed crime corruption extortion power south africa money driven dirty clean bank 2034 want president god bless,19:05:10 04:58:34,"Pretoria, South Africa","['ElectionResults', 'ANC', 'EFF', 'DA']",-0.1166666666666666,0.75,624.0
da could unseat anc gauteng sophisticated urban voter base freestate northwest limpopo sites worst forms corruption looting crookedcomrades hope able future,19:05:11 08:56:11,"Cape Town, South Africa","['DA', 'ANC', 'Gauteng', 'FreeState', 'NorthWest', 'Limpopo', 'corruption', 'CrookedComrades']",-0.1333333333333333,0.625,984.0
consequence limpopos deeplyembedded cultureofcorruption anc political hold ancdeployees account instead leaving poor bear burden left incompetence callousness officials yet voters continue vote anc,19:07:10 07:34:51,"Cape Town, South Africa","['Limpopo', 'CultureOfCorruption', 'ANC', 'ANCDeployees']",-0.1333333333333333,0.2333333333333333,532.0
da could unseat anc gauteng sophisticated urban voter base freestate northwest limpopo sites worst forms corruption looting crookedcomrades hope able future,19:05:11 08:56:11,"Cape Town, South Africa","['DA', 'ANC', 'Gauteng', 'FreeState', 'NorthWest', 'Limpopo', 'corruption', 'CrookedComrades']",-0.1333333333333333,0.625,521.0
wmc racists paid 1billionrands current anc owners please long keep voting stellenboschmafia controlled anc nothing ever ok country evil greed corruption satanism order,19:12:28 18:05:20,"Cape Town, South Africa","['WMC', 'Racists', '1BillionRands', 'ANC', 'StellenboschMafia', 'ANC']",-0.1375,0.575,6.0
highly unlikely anc remove mkhwebane post one simple reason anc consistently refused take advice da comes incompetance corruption unfortunately practice seems paid voting public,19:05:29 04:09:29,"Cape Town, South Africa","['ANC', 'Mkhwebane', 'ANC', 'DA']",-0.15,0.4347619047619048,708.0
highly unlikely anc remove mkhwebane post one simple reason anc consistently refused take advice da comes incompetance corruption unfortunately practice seems paid voting public,19:05:29 04:09:29,"Cape Town, South Africa","['ANC', 'Mkhwebane', 'ANC', 'DA']",-0.15,0.4347619047619048,389.0
makhura za maybe power donations bribes corruption stolen money maybe anc removed power forced election political funding must declared,19:07:09 12:47:15,"Cape Town, South Africa",['ANC'],-0.15,0.15,533.0
voted anc 2019elections yes crime corruption power cuts failing schooling service delivery vivaanc less,19:05:10 05:54:12,"Johannesburg, ZA","['SouthAfrica', 'anc', '2019elections', 'yes', 'vivaanc']",-0.1666666666666666,0.0666666666666666,1160.0
black voted da skin colour apartheid era wanting see country grow without corruption seeing change elections2019results,19:05:09 16:58:31,"south africa,pretoria","['DA', 'Elections2019results']",-0.1666666666666666,0.4333333333333333,651.0
remember voted things working want vent remember dont go murdering black foreigner jobs lost corruption racism officials put office xenophobia elections2019 eff da anc,19:05:12 13:44:41,"Cape Town, South Africa","['xenophobia', 'Elections2019', 'EFF', 'DA', 'ANC']",-0.1666666666666666,0.4333333333333333,492.0
remember voted things working want vent remember dont go murdering black foreigner jobs lost corruption racism officials put office xenophobia elections2019 eff da anc,19:05:12 13:44:41,"Cape Town, South Africa","['xenophobia', 'Elections2019', 'EFF', 'DA', 'ANC']",-0.1666666666666666,0.4333333333333333,878.0
electionresults lets grow south africa together togetherness include black people struggling 25 years continue stuggle lord people choose governed corruption eff,19:05:09 13:32:53,South Africa,"['ElectionResults', 'eff']",-0.1666666666666666,0.4333333333333333,834.0
anc must demostrate political get rid corrupt individualscome 8 may people still vote anc expecting different results anc receive mandate continue started looting corruption etc accountability non existent anc,19:05:05 04:05:45,South Africa,['ANC'],-0.1666666666666666,0.5666666666666668,1980.0
remember voted things working want vent remember dont go murdering black foreigner jobs lost corruption racism officials put office xenophobia elections2019 eff da anc,19:05:12 13:44:41,"Cape Town, South Africa","['xenophobia', 'Elections2019', 'EFF', 'DA', 'ANC']",-0.1666666666666666,0.4333333333333333,510.0
anc may reached low point terms loss voter support fear merely temporary party learnt deliver enough keep corruption manageable levels order rebuild strong support base,19:05:10 20:30:08,"Cape Town, South Africa","['ANC', 'corruption']",-0.1733333333333333,0.6066666666666667,1020.0
corruption patients continue wait long queues treatment cannot afford comes late says mangosuthubuthelezi ifp elections2019,19:04:14 12:12:04,South Africa,"['MangosuthuButhelezi', 'IFP', 'Elections2019']",-0.175,0.5,112.0
another clear case corruption undoubtedly politically wellconnected crooks limpopo vulnerable poor youth suffer anc whose watch happening voted power,19:05:25 09:08:05,"Cape Town, South Africa","['corruption', 'Limpopo', 'ANC']",-0.2,0.3958333333333333,715.0
comrade gwala hani etc must turning graves cr17bankstatements corruption selling anc wmc highest bidders destroying within buying votes opposition word 101 dalmatians veterans anc integrity committee,19:08:21 07:29:27,"Durban, South Africa","['CR17BankStatements', 'ANC', 'WMC', 'ANC']",-0.2,0.0,389.0
opposite truth lie illusion truth conceals deception da good governance damaging blatant lie destructive capture corruption harmful even bad governance exposable turnaround saelections2019,19:05:08 03:58:01,Cape Town,"['DA', 'SAElections2019']",-0.2199999999999999,0.4733333333333333,828.0
let vote da gauteng give solly chance leave behind corruption anc without backward glance let rule law prevail half anc jail let move forward embrace stance,19:05:02 15:12:55,Johannesburg,"['DA', 'Gauteng', 'ANC', 'ANC']",-0.2222222222222222,0.2888888888888888,996.0
fail country yet ancleads aftervotingiexpect loadshedding corruption politics usual little fractures blind faith voting apathy highlights stars looks like ff policy eff clever campaigns distract politics infrastructure needs,19:05:10 05:29:59,South Africa,"['ANCLeads', 'AfterVotingIExpect', 'loadshedding', 'corruption', 'FF', 'EFF']",-0.2541666666666666,0.51,705.0
corrupt eff reveiling true colours always anc sidekicks voted racist liars corrupt vbslooters eff might well voted corrupt greedy anc corruptionmustfall poverty joblosses collapsingeconomy,19:12:06 07:05:14,South Africa,"['Corrupt', 'EFF', 'ANC', 'Sidekicks', 'Racist', 'Liars', 'Corrupt', 'VBSLooters', 'EFF', 'CORRUPT', 'GREEDY', 'ANC', 'CorruptionMustFall', 'Poverty', 'Joblosses', 'CollapsingEconomy']",-0.2875,0.9125,87.0
corrupt eff reveiling true colours always anc sidekicks voted racist liars corrupt vbslooters eff might well voted corrupt greedy anc corruptionmustfall poverty joblosses collapsingeconomy,19:12:06 07:05:14,South Africa,"['Corrupt', 'EFF', 'ANC', 'Sidekicks', 'Racist', 'Liars', 'Corrupt', 'VBSLooters', 'EFF', 'CORRUPT', 'GREEDY', 'ANC', 'CorruptionMustFall', 'Poverty', 'Joblosses', 'CollapsingEconomy']",-0.2875,0.9125,30.0
corruption literally everywhere anc truly country keep voting corrupt anc eff racist liars soon nothing left running zimbabwe b worse,19:06:26 12:36:27,South Africa,"['CORRUPTION', 'ANC', 'Keep', 'CORRUPT', 'ANC', 'EFF', 'Racist', 'Liars', 'SA', 'Zimbabwe']",-0.3,0.5333333333333333,386.0
corruption literally everywhere anc truly country keep voting corrupt anc eff racist liars soon nothing left running zimbabwe b worse,19:06:26 12:36:27,South Africa,"['CORRUPTION', 'ANC', 'Keep', 'CORRUPT', 'ANC', 'EFF', 'Racist', 'Liars', 'SA', 'Zimbabwe']",-0.3,0.5333333333333333,565.0
public protector finds gordhan guilty maladministration pillay pension payout gordhan anc corruption ramaphosa electionpromises publicprotector guilty maladministration cleanupanc,19:05:25 07:29:32,South Africa,"['Gordhan', 'ANC', 'Corruption', 'Ramaphosa', 'ElectionPromises', 'PublicProtector', 'Guilty', 'Maladministration', 'CleanupANC']",-0.3333333333333333,0.6888888888888888,716.0
anyone voted eff thinking different anc corruption must either stupid desperate however sure people defending vbsheist article paulivanwyk certainly stupid,19:09:10 07:10:12,Cape Town,"['EFF', 'ANC', 'corruption', 'VBSHeist', 'PauliVanWyk']",-0.3399999999999999,0.8977777777777778,332.0
anyone voted eff thinking different anc corruption must either stupid desperate however sure people defending vbsheist article paulivanwyk certainly stupid,19:09:10 07:10:12,Cape Town,"['EFF', 'ANC', 'corruption', 'VBSHeist', 'PauliVanWyk']",-0.3399999999999999,0.8977777777777778,233.0
desperate times da alliance eff metros backfiring big time corruption dirty surburbs lack service deliver attack man message elections,19:03:26 14:59:55,"Johannesburg, South Africa","['DA', 'EFF']",-0.3999999999999999,0.6333333333333334,2379.0
1994 2019 election results rise fall anc da 2014 elections anc support decreased 622 2019 elections party showed drastic decline 572 anc corruption statecapture zuma guptas,19:05:12 06:57:40,"Pretoria, South Africa","['ANC', 'Corruption', 'StateCapture', 'Zuma', 'Guptas']",-0.4,0.7,895.0
shaikh people supported anc elections although implicated corruption statecapture dont give damn stealing,19:05:14 10:15:43,"Cape Town, South Africa","['ANC', 'corruption', 'StateCapture']",-0.4,0.5,826.0
shack dwellers still vote government keep shacks poor anc corruption,19:05:19 11:01:21,South Africa,"['ANC', 'corruption']",-0.4,0.6,756.0
anc rapetrial mzansi continued today statecaptureinquiry brian molefe coviolater singh signing away future mzansi numbers would laughable werent tragic election waiting npa act transnet anccorruption,19:05:15 17:16:41,South Africa,"['ANC', 'rapetrial', 'StateCaptureInquiry', 'Molefe', 'Singh', 'NPA', 'Transnet', 'ANCcorruption']",-0.4166666666666667,0.625,799.0
steinhoff donates use take note vehicle use thereof da 2016 municipal elections hell breaks loose mzanzi meanwhile billions lost corruption violent protests rape murder,19:09:30 17:05:53,"Cape Town, South Africa","['Steinhoff', 'DA', 'Mzanzi', 'corruption', 'protests', 'rape', 'murder']",-0.4384615384615384,0.6346153846153846,252.0
cant make criminal network anc expecting folk suck corruption theft lies anc sadly get government vote districts r12m paid wrong account,19:12:20 08:17:00,South Africa,"['ANC', 'ANC']",-0.4666666666666666,0.8166666666666668,23.0
believe anc ride storm commissions corruption revelations help forgiving supporters pro ramaphosa voters emerge stronger arrogant ever fascist eff rise sas future looks bleak,19:05:10 20:18:04,"Cape Town, South Africa","['ANC', 'commissions', 'corruption', 'Ramaphosa', 'fascist', 'EFF']",-0.5,0.5625,587.0
57 murders close 40 people die roads sums war thank u 2 voted 4 corrupt anc allowed everything collapse spiral control sans suffering kids suffer corruptionkillingus,19:05:28 10:39:56,South Africa,"['SA', 'SA', 'WAR', 'CORRUPT', 'ANC', 'SAns', 'CorruptionKILLINGus']",-0.5,1.0,711.0
believe anc ride storm commissions corruption revelations help forgiving supporters pro ramaphosa voters emerge stronger arrogant ever fascist eff rise sas future looks bleak,19:05:10 20:18:04,"Cape Town, South Africa","['ANC', 'commissions', 'corruption', 'Ramaphosa', 'fascist', 'EFF']",-0.5,0.5625,1023.0
anc never end corruption cyril ramaphosa voted keep corrupt jacob zuma power anc killingsouthafrica vote anc voteda voteda vote da,19:05:05 17:29:34,"Cape Town, South Africa","['ANC', 'KillingSouthAfrica', 'VoteDA', 'VoteDA']",-0.5,1.0,1910.0
anc agenda women president carrying election campaign promise deal corruption woman stand stop sowing seeds division please madam corrupt women must go,19:08:14 07:56:30,South Africa ,['ANC'],-0.5,1.0,415.0
sad breaking news soes paying salaries month southafricans voted stupidity supreme corruption feedingatthetrough looting anc,19:06:25 15:50:45,South Africa,"['SouthAfrica', 'SouthAfricans', 'Corruption', 'feedingatthetrough', 'looting', 'ANC']",-0.55,1.0,570.0
happens sg reports thr wrongdoing nothing happens stupid us keep voting nowhere else world anc corruption,19:11:21 17:28:35,South Africa,"['ANC', 'CORRUPTION']",-0.7999999999999999,1.0,148.0
anc rigging elections corruption evil dictatorship zimbabwe2,19:05:10 10:28:30,Pretoria,"['anc', 'corruption', 'evil', 'dictatorship', 'zimbabwe2']",-1.0,1.0,1108.0
