Text,Datetime,Location,Hashtags
todays cartoon iec2021 iec iec glenmashinini mashinini anc ifp eff cope da udm opposition freeandfair elections election2021 politicians politics lifeline,21:09:08 10:31:54,South Africa,"['IEC2021', 'IEC', 'IEC', 'glenmashinini', 'mashinini', 'ANC', 'IFP', 'EFF', 'COPE', 'DA', 'UDM', 'Opposition', 'freeandfair', 'elections', 'Election2021', 'politicians', 'politics', 'lifeline', 'SouthAfrica']"
voters oppose opposition anc da eff ifp udm mangenatoons anapictures iolpolitics,21:09:03 07:14:03,"Johannesburg, South Africa","['ANC', 'DA', 'EFF', 'IFP', 'UDM', 'Mangenatoons', 'ANAPictures', 'IOLPolitics']"
todays cartoon anc cyrilramaphosa ramaphosa ifp da udm iec election2021 candidates salaries staff servicedelivery internaldivisions assassinations corruption luthulihouse eff politics politicians,21:09:02 07:12:05,South Africa,"['ANC', 'cyrilramaphosa', 'ramaphosa', 'IFP', 'DA', 'UDM', 'IEC', 'Election2021', 'candidates', 'salaries', 'Staff', 'servicedelivery', 'internaldivisions', 'assassinations', 'Corruption', 'luthulihouse', 'eff', 'politics', 'politicians', 'SouthAfrica']"
lets vote ifp stop unnecessary bickering ifp inkathafreedomparty ifpyb,21:08:31 11:11:23,South Africa,"['Ifp', 'Inkathafreedomparty', 'IFPYB']"
lsabifa chris doesnt make strong hold ifp dominated 1994 elections zumas era tell ifp people,21:08:22 16:54:04,Pretoria,['IFP']
freindly reminder 2024 iec electionssouthafrica silwa nama dimoni vote ifp provincial kzn eff nationally enoughisenough wena onendlebe uzozwasikhathele democracy,21:07:29 12:52:22,"Durbanville, South Africa","['IEC', 'electionssouthafrica', 'IFP', 'EFF', 'EnoughIsEnough', 'sikhathele', 'Democracy']"
zulu nation better still voted ifp sold anc zuma elected polokwane lost voice anc kznviolence sad see proud nation destroying,21:07:14 16:35:50,Pretoria,"['IFP', 'KZNViolence']"
hometown region snd always ifpso whether vote nothe anc supporters shall conquared inkatha kazulu called ifp,21:07:10 17:03:04,"Libode, South Africa","['IFP', 'IFP']"
kzn never sz 2amaze medc province outta8 went voting 4 ifp 1st ever democratic elections 1994rulled ifp zululand fo 2 decades till 2004 anc zuma came kznpoliticalkillings began freejacobzuma kznshutdown,21:07:09 15:58:56,"Libode, South Africa","['IFP', 'IFP', 'KZNpoliticalKillings', 'FreeJacobZuma', 'KZNshutdown']"
vote party trust ifp well leading community nkandla service delivery 100 come lge amandla zuma 2021lge,21:07:02 09:23:36,South Africa,"['trust', 'IFP', 'Nkandla', 'Zuma', '2021LGE']"
5 key issues raised 2021 local government elections read lge2021 ifp ifpnamanje trustus,21:06:23 14:25:05,South Africa,"['LGE2021', 'IFP', 'IFPNamanje', 'TrustUs']"
nah fine theres one honest vote either eff anc da ifp one snake sabcnews,21:06:09 12:42:03,"Midrand, South Africa","['EFF', 'ANC', 'DA', 'IFP', 'sabcnews']"
must watch ifp president hon velenkosini hlabisa mpl addressing media ifp readiness upcoming local government elections state country tuesday ifp lge2021 stateofsouthafrica iec elections2021,21:06:08 11:27:08,South Africa,"['IFP', 'LGE2021', 'StateofSouthAfrica', 'IEC', 'Elections2021']"
ifp calling postponement 2021 local government elections amid looming covid19 3rd wave,21:06:08 09:07:01,"Durban, South Africa",['IFP']
tune ifp president hon velenkosini hlabisa mpl channel 404 discussing covid19 ifps local government election campaign watch fullview tonight 19h20 sabcnews lge2021 ifp ifpnamanje,21:06:02 16:15:07,South Africa,"['Covid19', 'FullView', 'SABCNews', 'LGE2021', 'IFP', 'IFPNamanje']"
22 theanc strengthened position lost one ward three retained 27 ifp one ward retained another prediction elections2021 massive win eff da votes da wards,21:05:20 21:42:53,"Grahamstown, South Africa","['TheANC', 'IFP', 'Elections2021']"
official announced 1718 july date onceoff registration weekend local gov elections make sure registered vote save date registertovoteifp lge2021 voteifp ifp voterregistration,21:05:13 10:06:46,South Africa,"['RegisterToVoteIFP', 'LGE2021', 'VoteIFP', 'IFP', 'VoterRegistration']"
guptas bought brand cars delegates stashed others accounts mbeki knew decided accept results done ifp stealing kzn time introduced buying votes ended facts,21:05:13 03:33:16,"Pretoria, South Africa",['IFP']
3 easy steps check registered vote upcoming local government elections held 27 oct 2021 information visit pages go trustus registertovoteifp lge2021 ifp localgov,21:05:06 07:57:19,South Africa,"['TrustUs', 'RegisterToVoteIFP', 'LGE2021', 'IFP', 'LocalGov']"
3 easy steps check registered vote upcoming local government elections held 27 oct 2021 information visit pages go trustus registertovoteifp lge2021 ifp localgov,21:04:29 13:33:23,South Africa,"['TrustUs', 'RegisterToVoteIFP', 'LGE2021', 'IFP', 'LocalGov']"
residents placed confidence ward candidates voting ifp yesterdays byelections across country thankyouforvotingifp trustus weworkforyou wemakelocalgovwork ifpnamanje iamforpeople iamforprogress inkathafreedomparty,21:04:22 08:07:21,South Africa,"['IFP', 'ThankYouForVotingIFP', 'TrustUs', 'WeWorkForYou', 'WeMakeLocalGovWork', 'IFPNamanje', 'IamForPeople', 'IamForProgress', 'InkathaFreedomParty']"
early results byelections held yesterday proof eff ifp good reason fear upcoming lge clear anc win lge held tomorrow two would exterminated accordingly,21:04:22 06:40:21,"Centurion, South Africa","['EFF', 'IFP']"
sabcnews inkatha freedom party ifp calling postponement year local government election may next year lge2021,21:04:09 07:15:07,"Johannesburg, South Africa","['IFP', 'LGE2021']"
inkatha freedom party ifp calling postponement year local government election may next year lge2021,21:04:09 05:21:23,South Africa,"['IFP', 'LGE2021']"
need leader lead steal 2021 elections anc eff da cope acdp ff ifp,21:01:02 07:49:22,South Africa ,"['ANC', 'EFF', 'DA', 'COPE', 'ACDP', 'FF', 'IFP']"
kznin60minutes n 19h0020h00 tonights menu enze kanjani amaqembu ezepolitiki kuma byelection ayizolo superelectionwednesday da anc ifp prm look kasitokasi projects vuma103 vns 0659337172,20:11:12 17:02:52,"KwaZulu, South Africa","['KznIn60Minutes', 'SuperElectionWednesday', 'DA', 'ANC', 'IFP', 'PRM', 'KasiToKasi', 'Vuma103']"
kwa zulu natal 12 wards contested anc retained 3 seats 1 seat nfp da retained 3 seats ifp retained 4 seats 1 seat anc voter turnout average 3887,20:11:12 11:35:33, South Africa,"['ANC', 'NFP', 'DA', 'IFP', 'ANC']"
national iec byelection results anc retained 64 wards lost 2 wards 6 wards da retained 14 wards lost 9 wards 2 wards ifp retained 4 wards 1 ward,20:11:12 10:35:03, South Africa,"['IEC', 'ByElection', 'ANC', 'DA', 'IFP']"
still need shoulder cry says byelection voter read via byelections iec anc ifp eff da local,20:11:11 19:42:05,Johannesburg,"['ByElections', 'IEC', 'ANC', 'IFP', 'EFF', 'DA', 'Local']"
hlabisa says ifp totally synchronized elections important local government elections 2021 general elections held 2024 hows iec going conduct merged elections ballot paper long,20:10:16 15:40:13,"Johannesburg, South Africa",['IFP']
ifp president velenkosini hlabisa arrived irene says important party craft local government elections strategy 2021he says ifp kingmaker even city joburg clear message deliver services,20:10:16 15:06:49,"Johannesburg, South Africa",['IFP']
irene ifp electoral workshop ahead 2021 local government elections party remains 4th largest political party south africa speak ifp leader velenkosini hlabisa ifp,20:10:16 13:24:31,"Johannesburg, South Africa",['IFP']
99 make parliament wmc knows safe also da ifp votes secure interests,20:09:26 19:38:38,Pretoria,['IFP']
1960 racists fire use anyone thing manage score votes order protect privileges phela da ifp parties protect wmc interests,20:09:26 19:21:46,Pretoria,['IFP']
inkatha freedom partys 2019 provincial national election manifesto design ruekostudio capetown graphicdesign manifesto election ifp inkathafreedomparty elections,20:09:26 06:26:33,"Cape Town, South Africa","['ruekostudio', 'capetown', 'graphicdesign', 'manifesto', 'election', 'ifp', 'southafrica', 'inkathafreedomparty', 'elections']"
vote anything besides sesihlukumezwe kakhulu ifp da eff something change,20:08:15 19:25:51,South Africa,"['Ifp', 'Da', 'Eff']"
basically south africa option political party vote anccorruption da fear racism eff put africa first south african ifp mr president cyrilramaphosa,20:08:03 10:56:35,"Johannesburg, South Africa","['ANC', 'DA', 'EFF', 'IFP', 'cyrilramaphosa']"
voetsekanc voetsekeff time voting ifp baso,20:07:31 19:32:11,South Africa,"['VoetsekANC', 'VoetsekEFF', 'IFP']"
dont send kids school simple better loose yearthan loose child angiemotshekga nextelectionsvoteancout vivaifp ifp inkata freedom party,20:07:05 15:55:27,"Pretoria, South Africa","['angiemotshekga', 'Next_Elections_Vote_ANC_OUT', 'VivaIFP', 'IFP']"
tetelo south africa parent kids doesnt give damn providing strangers get praisedmx south african come elections time need change ancmustfall rather led ifp,20:06:21 12:54:17,"Pretoria, South Africa","['ANCMustFall', 'IFP']"
emam123 stupid little man actually anc sycophant belonging nfp party came light steal ifp voters ruling party dont trust anc joke,20:05:02 00:33:08,South AFRICA,"['ANC', 'nfp', 'IFP']"
time ifp burned also part democratic parliament dont need killers always protect whites inside parliament dont engage oh debate inside parliament ifp additional next elections wont back funders,20:02:18 00:43:05,"Gauteng, South Africa","['IFP', 'IFP']"
respect umntwana wakwaphindangene calling eff disruptionbut think forget much ifp disrupted elections 94 threatening paused many people died disruption sona2020,20:02:13 19:01:21,"Pretoria, South Africa","['EFF', 'IFP', 'SONA2020']"
even u voted ifp udm load shedding nt gonna avoided,20:02:03 15:04:25,"Pretoria, GaMatlala, SA ","['IFP', 'UDM']"
remove trace even whole kzn install ifp government next election cr keep putting assets markets black people cant participate,19:12:21 07:10:43,South Africa,['IFP']
voted anc cz ifp alone cant help much eff,19:12:04 14:56:03,"Pretoria, GaMatlala, SA ","['ANC', 'IFP']"
da anc eff ifp cope alltheotherparties stop pettiness cities twsane johannesburg time take voters consideration,19:11:27 17:23:35,"Cape Town, South Africa","['DA', 'ANC', 'EFF', 'IFP', 'COPE', 'alltheotherparties']"
terrified govern responsibly golden opportunity try limited period either tshwane joburg since period next elections 2 years anc da ifp,19:11:27 12:55:00,"Polokwane, South Africa","['ANC', 'DA', 'IFP']"
govt delivers maybe stop voting govt control everything everything ok actually voting anc eff required alternatives would suffice upward trajectory endthemadness safra da ifp liberty,19:10:29 16:19:17,South Africa,"['SouthAfrica', 'ANC', 'EFF', 'EndTheMadness', 'Safra', 'SA', 'DA', 'IFP', 'Liberty']"
seriously considered voting ifp last elections stopped saw policy abortion,19:10:23 13:15:56,"Pretoria, South Africa",['IFP']
people r waitingwhy noconfidence vote impeachment remove da da eff ifp r controlled puppeteer bosasa gavinwatson cr17 cr17campaign cr17bankstatements,19:09:06 05:51:11,"Cape Town, South Africa","['NoConfidence', 'Impeachment', 'DA', 'EFF', 'IFP', 'Bosasa', 'GavinWatson', 'CR17', 'CR17Campaign', 'CR17BankStatements']"
politics ifp sights firmly set 2021 local government elections plans build growth last national elections,19:08:27 07:45:23,"Durban, South Africa",['IFP']
ifp sights firmly set 2021 local government elections plans build growth last national elections,19:08:27 04:53:07,South Africa,['IFP']
think 5 years 35 yes vf wont even take two terms term wont finish ifp might split next coming general election,19:08:25 03:33:22,"Durban, South Africa",['IFP']
buthelezi rebutted allegations ifp instigated violence prior 1994 elections thats true anc find necessary bribe ifp kingzwelithini participate elections setting ingonyamatrust,19:08:24 16:49:17,"Cape Town, South Africa","['Buthelezi', 'IFP', 'ANC', 'KingZwelithini', 'IngonyamaTrust']"
seam like becoming another speed light going vote da corrupt discredited character black voters ifp mr buthelezi lost since 1994 till forever thenwhowillleadsa,19:08:20 20:51:53,"Kempton Park, South Africa","['IFP', 'ThenwhowillleadSA']"
cr17campaign cr17leaks eff mps receiving money anc president proof voters whether vote eff da anc ifp politicians eat together,19:08:20 11:11:31,"Butterworth, South Africa","['CR17Campaign', 'CR17leaks', 'ANC', 'EFF', 'DA', 'ANC', 'IFP']"
ifp accepts parliaments budget vote says money used ensure better security speaking reference gordhans budget vote speech incident last week nabudgetvote,19:07:16 12:51:34, South Africa,"['IFP', 'NABudgetVote']"
example petty chief buthelezi ifp 94 elections mind youifp got elections outside registration cut,19:06:27 16:21:33,"MIDRAND,SOUTH AFRICA","['Buthelezi', 'IFP']"
ifp gained upper hand mtubatuba municipality clawing back ward old political rival anc giving almost clear majority run 40 seat council news agency weareworkingforyou thankyou voting ifp mtubatuba,19:06:13 11:57:58,South Africa,"['WeAreWorkingForYou', 'ThankYou', 'IFP', 'Mtubatuba']"
win give us comfortable majority able pursue service delivery agenda development mtubatuba hlabisa said ifp anc natalmtubatubabyelectionvictorygivesifpupperhand26131929,19:06:13 09:11:10,South Africa ,"['IFP', 'ANC']"
ifp vote leader parties alco ngobese studio unpack newsfeed405,19:06:12 09:29:16,"Johannesburg, South Africa","['IFP', 'Newsfeed405']"
dlamini actually anc lose votes kzn next elections thats fact zuma pulled zulus ifp anc realise longer pres exodus started,19:05:17 07:42:51,South Africa,"['ANC', 'zuma', 'IFP']"
mangosuthubuthelezi stand reelection ifp leader,19:05:13 12:06:12,South Africa,"['MangosuthuButhelezi', 'IFP']"
leadership celebrates party growth elections2019results ifp,19:05:13 11:18:44,"Durban, South Africa","['Elections2019results', 'IFP']"
ifp leader mangosuthu buthelezi says going back cpt next week sworn mp still president party however say wont stand reelection ifps next elective conference,19:05:13 10:17:55,"KwaZulu, South Africa",['IFP']
ifp buthelezi says concurs sentiments smaller newer parties raised issues iec process voting election says hes always maintained never really free fair election,19:05:13 09:36:59,"KwaZulu, South Africa",['IFP']
ifp buthelezi gives special thanks media passing message electorate adding werent majority media voters wouldnt known offer party buthelezi says deeply humbled,19:05:13 09:31:19,"KwaZulu, South Africa",['IFP']
travel around town today know political parties going keep promises exactly diligence going remove posters saelectionresults anc da eff ifp ff,19:05:13 07:09:26,Johannesburg,"['SAelectionresults', 'ANC', 'DA', 'EFF', 'IFP', 'FF']"
dallas da rt ppl vote interest called democracy anc voters sassa grants eff voters want free everything da voters good governance ifp voters tribal autonomy ffplus voters arent allowed 2vote interest theyre white allegedly,19:05:11 11:15:31,South AFRICA,"['ANC', 'SASSA', 'EFF', 'DA', 'IFP', 'FFplus']"
white da rt ppl vote interest democracy anc voters rely sassa grants eff voters want free everything da voters good governance ifp voters tribal autonomy ffplus voters arent allowed 2vote interest theyrewhite,19:05:11 08:59:22,South AFRICA,"['ANC', 'SASSA', 'EFF', 'DA', 'IFP', 'FFplus']"
friend vote ifp still friend elections saelections2019,19:05:11 08:13:20,"Durban, South Africa","['IFP', 'SAElections2019']"
lubnanadvi says showing rural vote urban vote kzn means anc ifp would need work closer together future sabcnews saelections2019 sadecides2019,19:05:11 07:07:27,South Africa,"['KZN', 'ANC', 'IFP', 'SABCNews', 'SAElections2019', 'SADecides2019']"
im happy ifp ultimately surpassed vfplus election2019results,19:05:10 13:34:49,"Springs, South Africa","['IFP', 'VFplus', 'Election2019Results']"
says showing rural vote urban vote kzn means anc ifp would need work closer together future sabcnews saelections2019 sadecides2019,19:05:10 11:41:45,"Durban, South Africa","['KZN', 'ANC', 'IFP', 'SABCNews', 'SAElections2019', 'SADecides2019']"
revolucion11 irganised rigging anc eff da vf sure ifp work rupert captured clear evidence small parties wont win coz corrupt core civil society orgs run show electionresults elections2019,19:05:10 09:16:08,South Africa,"['ANC', 'EFF', 'DA', 'VF', 'IFP', 'ElectionResults', 'Elections2019']"
small political parties must swallow pride form one large opposition give anc eff da ifp vf headache parliament combined 20 seats means lot electionresults saelections19 greed make fail,19:05:10 09:05:24,South Africa,"['ANC', 'EFF', 'DA', 'IFP', 'VF', 'ElectionResults', 'SAElections19']"
minutes pushed position three kzn ifp back number two da number three looking map left shows traditional stronghold ifp zululand declared results electionsresults,19:05:10 04:48:18,South Africa ,"['KZN', 'IFP', 'DA', 'ElectionsResults']"
latest kzn results shows ifp still hanging second spot even though expectation dislodged da urban centres starts declaring votes electionsresults electionresults2019,19:05:10 04:24:08,South Africa ,"['KZN', 'IFP', 'DA', 'ElectionsResults', 'ElectionResults2019']"
kzn elections results 0032 anc dropped drastically ifp stagnating da rapidly closing gap electionsresults,19:05:10 04:23:14,South Africa ,"['ANC', 'IFP', 'DA', 'ElectionsResults']"
concerned voter turnout black brothers sisters handing power back easily oppressors needs done educate voters iecresults election2019 anc eff udm ifp,19:05:09 20:32:57,Johannesburg,"['IECResults', 'Election2019', 'ANC', 'EFF', 'UDM', 'IFP']"
ifp trending position 10 4 thats much improvement inkatha electionresults electionsresults eff anc malema iecresults,19:05:09 18:26:25,Cape Town ,"['IFP', 'inkatha', 'ElectionResults', 'ElectionsResults', 'EFF', 'ANC', 'Malema', 'IECResults']"
saelections2019 ifp likely regain official opposition status kzn ifp lost official opposition status da 2014 elections,19:05:09 18:24:27,South Africa,"['SAelections2019', 'IFP', 'DA']"
48 parties choose joke set bitter disappointment humiliation blame game whats solution saelections2019 iec atm blf acm anc da blf ffplus ifp,19:05:09 18:02:26,"Durban, South Africa","['SAelections2019', 'IEC', 'ATM', 'BLF', 'ACM', 'ANC', 'DA', 'BLF', 'FFplus', 'IFP']"
ifp branch member killed outside voting station election party said,19:05:09 17:50:08,South Africa,['IFP']
ifp diragatsa bokowa thata e gaisiwa ke bo magorogo masha free state vfplus electionresults,19:05:09 14:25:00,"Hammanskraal, South Africa","['IFP', 'VFPlus', 'ElectionResults']"
early results saelections2019 anc lead nationally da maintaining 2nd place nationally lead provincially western cape eff maintaining 3rd place nationally vfplus 4th place increasing support ifp 5th place nationally,19:05:09 12:54:35,South Africa,"['SAElections2019', 'ANC', 'DA', 'EFF', 'VFplus', 'IFP']"
inkhata freedom party mp narend singh says confident taking year party 10 seats 2014 national assembly sabcnews sadecides2019 elections2019 ifp,19:05:09 11:45:58,"Durban, South Africa","['sabcnews', 'SADecides2019', 'elections2019', 'IFP']"
sabc reporter says still early stages status quo 3 top parties look unlikely shift anc top followed da ifp sabcnews sadecideds2019 elections2019,19:05:09 11:39:43,"Durban, South Africa","['SABC', 'ANC', 'DA', 'IFP', 'sabcnews', 'SADecideds2019', 'Elections2019']"
ifp regained ground 2019 general election far second leading party kzn vote counting continues ifps mkhuleko hlengwa says although early days party satisfied results thus far sabcnews elections2019 sadecides2019,19:05:09 11:09:03,"Durban, South Africa","['IFP', 'KZN', 'sabcnews', 'Elections2019', 'SADecides2019']"
ifp leader mangosuthu buthelezi wants iec investigate unconfirmed reports anc bused foreign nationals cast votes ruling party electionresults,19:05:09 10:31:51,South Africa,"['IFP', 'ANC', 'ElectionResults']"
kznelectionsresults update 1220pm anc maintains strong lead 262 042 votes followed ifp 86 261 votes da amassed 51 949 votes followed eff 38 841 votes electionsresults,19:05:09 10:28:32,South Africa ,"['KZNElectionsResults', 'ANC', 'IFP', 'DA', 'EFF', 'ElectionsResults']"
quick look smaller parties w 20 vds counted nationally forecast vfplus get three seats parliament ifp least two good party least one saelections2019,19:05:09 05:27:21,"Makhanda, South Africa","['VFPlus', 'IFP', 'Good', 'SAElections2019']"
ifp leader mangosuthu buthelezi says lodged complaint iec allegations vote manipulation ulundi kzn sabcnews elections2019 ifp iec kzn,19:05:09 04:33:51,South Africa,"['sabcnews', 'elections2019', 'IFP', 'IEC', 'KZN']"
alrighy interesting cant sleep saelections19 saelections2019 ivotedeff ivoteanc good da vfplus atm acdp udm pac ifp votes national,19:05:08 23:28:03,South Africa,"['SAElections19', 'SAElections2019', 'IVotedEFF', 'IVoteANC', 'good', 'DA', 'Vfplus', 'ATM', 'ACDP', 'UDM', 'PAC', 'IFP', 'votes', 'national']"
ifp leader mangosuthu buthelezi voted 8 may first time since wife princess irene audrey thandekile buthelezi passed away earlier year feel absence wife said ifp saelections2019 sadecides2019,19:05:08 17:41:44,South Africa,"['IFP', 'SAElections2019', 'SADecides2019']"
ifp leader prince mangosuthubuthelezi prepare written speech post voting ivotedanc growsouthafrica saelections2019 elections2019 xs vote19,19:05:08 17:10:21,"Cape Town, Western Cape","['IFP', 'MangosuthuButhelezi', 'IVotedANC', 'GrowSouthAfrica', 'SAelections2019', 'Elections2019', 'XsêDay', 'VOTE19']"
according reports second elderly voter passed away earlier confirmed elderly voter died tshwane saelections2019 sadecides2019 ifp votingday,19:05:08 14:14:58,South Africa,"['SAelections2019', 'SADecides2019', 'IFP', 'VotingDay']"
mangosuthu buthelezi uturn retirement vows leave ifp saelections2019 mzansivotes via,19:05:08 13:35:25,South Africa ,"['IFP', 'SAElections2019', 'MzansiVotes']"
voting done ifp vdmerwe elections2019,19:05:08 13:25:27,South Africa,"['IFP', 'Elections2019']"
goodluck election ifp great election campaign theme trustus,19:05:08 12:30:39,"Johannesburg, South Africa","['IFP', 'TrustUs']"
im ulundi voted ifp deliver locally want change voted eff national myvotemychoice myvotemyright saelections2019 votingday2019 sadecides2019,19:05:08 11:56:50,Mpumalanga,"['IFP', 'EFF', 'myvotemychoice', 'myvotemyright', 'SAElections2019', 'VotingDay2019', 'SADecides2019']"
prince mangosuthu buthelezi cast vote ifp photo vote posted social media ifp votingday saelections2019 sadecides2019,19:05:08 11:11:11,South Africa,"['IFP', 'VotingDay', 'SAElections2019', 'SADecides2019']"
vote change model royalzinzi love royalty elections southafricanelections vote votingstation anc da ifp eff voting election electionmodel model models picoftheday professionalmodel,19:05:08 09:21:22,"Johannesburg, South Africa","['elections', 'southafricanelections', 'vote', 'votingstation', 'anc', 'da', 'ifp', 'eff', 'voting', 'election', 'electionmodel', 'model', 'models', 'picoftheday', 'professionalmodel']"
vote change model royalzinzi love royalty elections southafricanelections vote votingstation anc da ifp eff voting election electionmodel model models modelo woman,19:05:08 09:19:41,"Johannesburg, South Africa","['elections', 'southafricanelections', 'southafrica', 'vote', 'votingstation', 'anc', 'da', 'ifp', 'eff', 'voting', 'election', 'electionmodel', 'model', 'models', 'modelo', 'woman']"
vote change model royalzinzi love royalty elections southafricanelections vote votingstation anc da ifp eff voting model models modelo woman modeling picoftheday modelo,19:05:08 09:17:56,"Johannesburg, South Africa","['elections', 'southafricanelections', 'vote', 'votingstation', 'anc', 'da', 'ifp', 'eff', 'voting', 'model', 'models', 'modelo', 'woman', 'modeling', 'picoftheday', 'modelo']"
vote change model royalzinzi love royalty elections southafricanelections vote votingstation anc da ifp eff voting model models modelo woman modeling picoftheday modelo,19:05:08 09:17:08,"Johannesburg, South Africa","['elections', 'southafricanelections', 'vote', 'votingstation', 'anc', 'da', 'ifp', 'eff', 'voting', 'model', 'models', 'modelo', 'woman', 'modeling', 'picoftheday', 'modelo']"
lets go vote ifp,19:05:08 08:28:29,"Silverton, Pretoria",['IFP']
iamvotingeff almost equal iamvotinganc means heading coalition government remember da ifp kunyiwa nyi kusasa,19:05:07 20:09:50,"Pongola, South Africa","['IAmVotingEFF', 'IAmVotingANC', 'DA', 'IFP']"
time electionsa anc eff ifp da fu2,19:05:07 19:37:38,South Africa,"['ElectionSA', 'ANC', 'EFF', 'IFP', 'DA', 'FU2']"
sadecides2019 hours country votes ifp alleging likelihood electoral fraud saying takes seriously rumours anc hiring taxis transport foreign nationals zululand vote elections2019 saelections2019,19:05:07 19:13:00,South Africa ,"['SADecides2019', 'IFP', 'ANC', 'Elections2019', 'SAElections2019']"
prepare tomorrow may wise enough separate emotions vote accordingly acdp ifp anc eff pac womanforward nfp others,19:05:07 16:05:43,Johannesburg,"['ACDP', 'IFP', 'ANC', 'EFF', 'PAC', 'womanforward', 'NFP']"
know parties contesting election starting ifp old dog newish tricks saelections2019 sadecides2019 read,19:05:07 13:27:56,"Cape Town, South Africa","['IFP', 'SAElections2019', 'SADecides2019']"
ifp hopes make change ifp host closingrally ulundi president inkatha freedom party prince mangosuthu buthelezi told thousands attended ifp rally ulundi sunday party done enough campaigning saelections2019 campaign,19:05:07 13:01:11,South Africa,"['IFP', 'ClosingRally', 'Ulundi', 'SAElections2019', 'Campaign']"
saelections2019 south africas top 5 political party leaders eleccions19 vote2019 sa2019 eff anc da ifp,19:05:07 08:52:40,"Johannesburg, South Africa","['SAElections2019', 'Eleccions19', 'vote2019', 'SA2019', 'EFF', 'ANC', 'DA', 'IFP']"
ifp make difference trust us vote ifp,19:05:07 07:02:48,"East London, South Africa",['IFP']
todays cartoon saelections2019 saelection2019 elections2019 election2019 anc cyrilramaphosa da maimane eff juliusmalema ifp mangosuthubuthelezi udm bantuholomisa blf andilemngxitama iec voting may8 polls,19:05:07 04:30:48,South Africa,"['SAElections2019', 'SAElection2019', 'Elections2019', 'Election2019', 'ANC', 'CyrilRamaphosa', 'DA', 'maimane', 'EFF', 'JuliusMalema', 'IFP', 'MangosuthuButhelezi', 'UDM', 'BantuHolomisa', 'BLF', 'AndileMngxitama', 'IEC', 'Voting', 'May8', 'polls']"
election erection anc da ifp azapo pac atm,19:05:06 21:17:18,"Port Elizabeth, South Africa","['Election', 'Erection', 'ANC', 'DA', 'IFP', 'AZAPO', 'PAC', 'ATM', 'SouthAfrica']"
yesterday parties rallying last time prep electionthe country 22 924 voting stations set open next three days special voting 9am5pm election 7am9am saelections2019 iwantovotebut anc eff da ifp,19:05:06 12:41:35,South Africa,"['SAElections2019', 'IWanToVoteBut', 'ANC', 'EFF', 'DA', 'IFP']"
unashamedly voting corrupt anc power 8may ancmustfall elections2019down anc viva cope viva da viva ifp viva vfplus viva zacp deserve better,19:05:05 20:00:55,"Delft, South Africa","['ANC', '8May', 'ANCmustFALL', 'Elections2019', 'ANC', 'COPE', 'DA', 'IFP', 'VFplus', 'ZACP']"
ifp members welcomed party today tired recognized womenwe want join vote party woman helm know daily struggles womanwe tired patriarchy former ifp member,19:05:05 16:21:47,South Africa,['IFP']
excitement party accepting ifp members finalpush mini rally todayisondo liyajikajika votenfp votenfp tired patriarchy want vote woman knows daily struggles votenfp,19:05:05 16:03:49,South Africa,"['IFP', 'FinalPush', 'VoteNFP', 'VoteNFP', 'Vote', 'VoteNFP']"
round table discussion recaps todays rallies studio live xolani dube sipha khema ancsiyanqoba efftshelathuparally ifp newzroom405 newzroomafrikaday vote19 saelections2019,19:05:05 14:04:14,South Africa,"['ANCSiyanqoba', 'EFFTshelaThupaRally', 'IFP', 'Newzroom405', 'NewzroomAfrikaDay', 'VOTE19', 'SAElections2019']"
watch ifp treasurer general narend singh urged voters kwazulunatal give another chance govern province ipfrally sabcnews,19:05:05 07:02:03,South Africa,"['IFP', 'IPFRally', 'sabcnews']"
views anc da eff ifp among southafricans saelections2019,19:05:03 21:05:15,South Africa,"['ANC', 'DA', 'EFF', 'IFP', 'SouthAfricans', 'SAElections2019']"
ifps narend singh speaks polity issues affecting south africans ifps plan south africa upcoming national election full interview ifp politics election2019,19:05:03 12:43:34,South Africa,"['IFP', 'Politics', 'Election2019', 'SouthAfrica']"
saelections2019 anc da eff ifp udm acdp forgood,19:05:01 03:31:54,Cape Town,"['SAElections2019', 'ANC', 'DA', 'EFF', 'IFP', 'UDM', 'ACDP', 'ForGood']"
likanye dont think theres anything fixed really people voting anc show theres problem never progress youre enslaved fear theres timid cope theres ifp theres radical eff theres racist da different gruesome anc,19:04:30 05:46:32,South Africa,"['Cope', 'IFP', 'EFF', 'DA']"
manganyi says ifp dismantle system patriarchy starting educate learners gender issues younger age yvote4u saelections2019,19:04:29 14:44:07,South Africa,"['IFP', 'Yvote4U', 'SAElections2019']"
dalsy ifp acknowledge womxn present achieve positive block want cover admin womxn different backgrounds yvote4u,19:04:29 13:18:59,South Africa,"['IFP', 'YVote4U']"
member ifp youth brigade gauteng daisy manganyi says rape survivors experience secondary victimisation trying report cases priority party yvote4u,19:04:29 13:18:40,South Africa,"['IFP', 'Yvote4U']"
attending yvote4u panel da ifp discuss parties tackling issues affecting girls women gender nonconforming people south africa,19:04:29 13:05:13,South Africa,"['Yvote4U', 'IFP']"
voters frustrated state nation says ifp buthelezi ifp mangosuthubuthelezi buthelezi 2019elections via 7,19:04:29 07:18:44,"Johannesburg, South Africa","['IFP', 'MangosuthuButhelezi', 'Buthelezi', '2019Elections']"
