Text,Datetime,Location,Hashtags,polarity,subjectivity
sasha duduzanizuma make better nomination ndz need younger fresh faces resonates majority younger voting population party wow attract younger voters win elections anc cyrilramaphosamustgo,22:09:19 09:02:28,South Africa,"['DuduzaniZuma', 'ANC', 'CyrilRamaphosamustgo']",0.24285714285714288,0.34285714285714286
still dont credible political leadership vote 2024 anc eff da actionsa maybe gaytonmakhenzi pa bit promising,22:09:18 19:52:00,"Atteridgeville, South Africa","['ANC', 'EFF', 'DA', 'ACTIONSA', 'GaytonMakhenzi', 'PA']",0.20000000000000004,0.4333333333333333
inasmuch argue sound smartto protect certain political factions interests jacob zuma better president ever post 1994if poor black people read happening contemporary still vote anc power anc loadshedding,22:09:18 16:56:41,"Johannesburg, South Africa","['ANC', 'Loadshedding']",0.10204081632653061,0.3959183673469387
opinion gone days given anc would win outright majority even made several mistakes buildup election writes bheki mngomezulu theafrican,22:09:18 16:56:39,Johannesburg ,"['ANC', 'TheAfrican']",0.4,0.2
2024 damn far vote anc honestly need hit polls tomorrow suffering need change next month next year next next year need change nooooow,22:09:18 16:45:14,South Africa,['ANC'],0.11666666666666665,0.31666666666666665
electricity 1000 1430 today gone 1800 2230 vote anc loadshedding,22:09:18 16:26:02,"Johannesburg, South Africa","['ANC', 'Loadshedding']",0.0,0.0
mag ijoooo 6am till 10am started 14pm till 6pm missed sundowns game ai people vote anc useless stru,22:09:18 15:20:05,"Matlosana, South Africa","['Sundowns', 'Anc']",-0.45,0.30000000000000004
business reason ill never vote anc,22:09:18 15:02:23,"Soweto, South Africa",['ANC'],-0.5,1.0
yet keep voting rubbish eskom anc ramaphosamustgo,22:09:18 14:54:10,"Centurion, South Africa","['Eskom', 'ANC', 'ramaphosamustgo']",0.0,0.0
everyone saying vote anc dont understand iec already pockets corruption stay power forever,22:09:18 14:18:06,"Cape Town, South Africa.","['ANC', 'IEC', 'corruption']",0.0,0.0
boogaloo starts food fridgesfreezers thaws rots due loadshedding folks realize afford replace eat riot nothing stop violence carnage anc voters still think eskom collapse big deal,22:09:18 13:44:10,"Umlazi, South Africa","['loadshedding', 'ANC', 'Eskom']",-0.0625,0.2375
8am 8pm electricity 6 hours stopped voting anc long time ago dont know else turn things around citizen eskom loadshedding,22:09:18 13:31:03,Johannesburg ,"['ANC', 'eskom', 'loadshedding']",-0.05,0.4
might president proven family stole pandemic anc give fuck vote steal,22:09:18 12:58:03,"Cape town,south africa","['SouthAfrica', 'ANC']",-0.4,0.6
well done anc voters,22:09:18 12:41:06,"Johannesburg, South Africa",['ANC'],0.0,0.0
agree fact people keep voting anc everything pulled backsides critical commentary cognitive faculties intelligence south africans,22:09:18 10:26:03,South Africa,['ANC'],0.0,0.8
truth hersov said thriving country unlimited possibilities anc rule walking hand hand likes zim cant acknowledge let alone use resources open voters eyes anc failures,22:09:18 10:22:51,Soweto,"['hersov', 'anc']",0.0,0.5
one question one question keep voting anc sitting dark cause eskom loadshedding,22:09:18 09:51:01,South Africa,"['ANC', 'Loadshedding']",-0.15,0.4
correct road map even wherewithal towards benching centenarian political outfit stand sidelines power patronage entrenched society majority dread eventuality voting anc power,22:09:18 09:38:07,"Horison View, South Africa",['AnC'],0.0,0.1
segodi cause majority loves theyd rather debate voting sometimes vote love people comes wanting voted people promise youre convinced people love politicians doanc pew,22:09:18 08:48:08,"Cape Town, South Africa",['ANC'],0.5,0.6
voting masses still vote anc party steals tax money,22:09:18 07:50:59,South Africa,['ANC'],0.0,0.0
definitely vote anc election long alive nje klaar dont care hold position know still genuine members anc like think system accept different party forget anc,22:09:18 07:34:23,"Johannesburg, South Africa",['ANC'],0.09,0.48
hanekom statesman one failed basic duties head state cant deal corruption crime eskom potholes job creation healthcare free fall incompetent man helm fact entire anc must voted 2024,22:09:18 07:24:23,"Johannesburg, South Africa","['Eskom', 'ANC']",-0.09,0.44333333333333336
1961 1991 eskom completed 14 power stations 1991 2021 eskom completed one power station yet guys play ignorant vote every election continue guys perish anc anc eskom loadshedding,22:09:18 07:20:07,Pretoria,"['ANC', 'Eskom', 'Loadshedding']",0.0,0.0
voted anc tsek,22:09:18 06:47:52,"Durban, South Africa","['Anc', 'Tsek']",0.0,0.0
anc show blatant disrespect people cyril sits america give damn yet people still vote fools,22:09:18 06:23:37,South Africa,['ANC'],-0.5,0.5
reason ill never vote anc eskom loadshedding stage 10,22:09:18 06:22:08,"Soweto, South Africa","['ANC', 'Eskom', 'Loadshedding']",-0.5,1.0
voting anc stage6 eskom,22:09:18 05:50:40,"Durban, South Africa","['ANC', 'Stage6', 'Eskom']",0.0,0.0
die provinsiale partyraad koalisies die toekoms ons kan gauteng red vanuit die anc se kloue 2024 ff plus provincial party council coalitions future save gauteng clutches anc 2024 stemvfplus voteffplus,22:09:17 17:33:10,"Centurion, South Africa","['ANC', 'ANC', 'StemVFplus', 'VoteFFplus']",0.0,0.0625
rolling blackouts continual grid electrical infrastructure collapse increasingly tense communities gripped murderkidnapping crimeeconomic stagnation rising living costs yet people still nerve tell vote anc voetsekanc,22:09:17 16:42:53,"Cape Town, South Africa","['ANC', 'VoetsekANC']",-0.3333333333333333,0.5
typical anc dont bribe gone keep voting,22:09:17 15:57:26,South Africa,"['anc', 'you']",-0.16666666666666666,0.5
loser mean looting project enrich black thieves better catch wakeup anc never ever majority vote run amok country anc,22:09:17 15:28:24,"Johannesburg, South Africa",['ANC'],0.006944444444444457,0.5402777777777777
suggest problems eskom due ongoing malfeasance perpertrated anc prove wrong eskom indeed never improve long anc power waiting 2024 elections oust late,22:09:17 14:30:45,South Africa,"['Eskom', 'ANC']",-0.24375000000000002,0.56875
effed matter happens anc wont lose 2024elections even form coalitiongovt sas relentless slide failedstate status simply continue remain subjected incompetentandcorruptleadership,22:09:17 14:22:42,"Cape Town, South Africa","['ANC', '2024Elections', 'CoalitionGovt', 'FailedState', 'IncompetentAndCorruptLeadership']",0.0,0.35714285714285715
questions also needed asked opposition parties continual make minimal impact traditional anc voters given current economic climate eff already main opposition parliament provinces,22:09:17 13:45:06,"Langebaan, South Africa","['ANC', 'EFF']",0.05333333333333333,0.45666666666666667
voted anc stop moaning got voted bright future,22:09:17 11:41:07,South Africa,['ANC'],0.35000000000000003,0.46249999999999997
reason ill never vote anc,22:09:17 08:28:09,"Soweto, South Africa",['ANC'],-0.5,1.0
reason ill never vote anc eskom stage 5 loadshedding,22:09:17 08:01:12,"Soweto, South Africa","['ANC', 'Eskom', 'Loadshedding', 'SouthAfrica']",-0.5,1.0
riot eskom loadshedding salarymustfall nobonuses anc get military riot salaries get rid bonuses due lack performance outsourcepower unnacceptable stage5 bullshit votehimout ancmustfall,22:09:17 07:59:54,"Pietermaritzburg, South Africa","['RIOT', 'ESKOM', 'LOADSHEDDING', 'SALARYMUSTFALL', 'NOBONUSES', 'ANC', 'SOUTHAFRICA', 'MILITARY', 'Bonuses', 'outsourcepower', 'UNNACCEPTABLE', 'Stage5', 'Bullshit', 'VoteHimOut', 'ANCMUSTFALL']",-0.1125,0.2375
results byelection held kzn umhlathuze ward 12 ifp 5437 2862 anc 4335 1553 eff 216 924 ccu 012 006 ifp win ward anc vincent dludla elected,22:09:16 20:35:27,"Pretoria, South Africa","['IFP', 'ANC', 'EFF', 'CCU']",0.8,0.4
whatajoke sacp berates anc even contesting recent byelections wcape first party needs answer hasnt done comfortable hanging onto skirts anc getting lucrative govt positions,22:09:16 16:13:23,"Cape Town, South Africa","['WhatAJoke', 'SACP', 'ANC', 'WCape', 'ANC']",0.21666666666666667,0.4611111111111111
reason ill never vote anc,22:09:16 12:38:48,"Soweto, South Africa",['ANC'],-0.5,1.0
sibanye ceo outlier among business leaders pref via politically correct getting us nowhere anc acdp da get gear running time country acdp vote,22:09:16 09:46:10,"Johannesburg, South Africa","['ANC', 'ACDP', 'DA']",0.0,0.1
oh dear snot en trane newly minted anckzn could sore loser harbinger things come 2024 crowd complete anc claims ifp used cash food parcels buy votes learn,22:09:16 09:12:32,South Africa,"['ANCKZN', 'ANC', 'IFP']",0.11818181818181818,0.42727272727272725
folk voting feet wallet young graduate south africans seeing future families making tough decisions shrinking skill sets tax base even anc failed state emigration,22:09:16 08:55:04,South Africa,"['ANC', 'Emigration']",-0.3177777777777778,0.5316666666666666
realnewsformobile anckzn eff anc elections2022 cyrilramaphosa,22:09:16 06:26:31,"Linden, Johannesburg","['RealNewsForMobile', 'ANCKZN', 'EFF', 'ANC', 'elections2022', 'cyrilramaphosa']",0.0,0.0
masses continue vote party steals anc,22:09:16 05:16:49,South Africa,['ANC'],0.0,0.0
stellies prof anc government voted please tell return billions stole thanks,22:09:15 19:26:49,"Cape Town, South Africa",['ANC'],0.2,0.2
hello almost 100 years old busy contesting elections selfish anc,22:09:15 15:50:49,"Johannesburg, South Africa",['ANC'],-0.09999999999999999,0.5
hai please nooooo zweli mkhize nightmares broad daylight enklek daylight robbery usually anc anc zwelimkhize elections2022,22:09:15 09:41:05,South Africa,"['ANC', 'ZweliMkhize', 'elections2022']",-0.09375,0.28125
bra vote go patrioticalliance ffplusnever effdaactionsa forget ancyes want land back need seal boarders first,22:09:15 07:56:11,Soweto,"['PatrioticAlliance', 'FFPlus', 'EFF', 'DA', 'ACTIONSA', 'ANC']",0.125,0.16666666666666666
love south africa watch video 20 months next election need people registering vote may 1st 2024 vote anc power finally long road recovery,22:09:14 19:01:41,"Johannesburg, South Africa",['ANC'],0.15,0.3333333333333333
whatever society must vote avoids coalitions helpful dont get anywhere particular except continuous bickering blocking endless motions confidence anc eff ifp anyotherindependent,22:09:14 14:58:23,"Durban, South Africa","['ANC', 'EFF', 'IFP', 'ANYOTHERINDEPENDENT']",0.02083333333333333,0.5416666666666666
say anc come december elective conference give ramaphosa 2nd term must kiss power say goodbye come national election 2024 u dont blv keep twitt ask 2024 elections,22:09:14 14:34:32,South Africa,['ANC'],0.0,0.0
press yet vote anc,22:09:14 05:44:06,Alberton,['ANC'],0.0,0.0
adriver24 election time coming maybe get free anc shirt well,22:09:13 19:52:58,"Cape Town, South Africa",['ANC'],0.4,0.8
cant believe anc would vote anyone inspectorgeneralofintelligence overtly quietly anccadre parliament vote unanimously imtiazfazel puzzle,22:09:13 16:54:30,"Cape Town, South Africa","['ANC', 'InspectorGeneralOfIntelligence', 'ANCcadre', 'Parliament', 'ImtiazFazel']",0.0,0.3333333333333333
za jcs election mode ahead anc elective conference hell contest deputy president position replace current incumbent,22:09:13 16:46:48,South Africa,['ANC'],0.0,0.4
jusses anc worried elections ne,22:09:13 11:54:03,"Cape Town, South Africa",['ANC'],0.0,0.0
remember 2024 elections assuming rigged eskom anc,22:09:13 08:31:21,"Knysna, South Africa","['Eskom', 'ANC']",0.0,0.0
remember 2024 elections assuming rigged eskom anc,22:09:13 08:30:59,"Knysna, South Africa","['Eskom', 'ANC']",0.0,0.0
candidates upcoming byelection 12th september kzn umhlathuze ward 12 anc james sibiya ifp vincent dludla eff sabelo sibiya ccu justino tembe 2021 party results 5888 2575 114 006,22:09:12 06:04:00,"Pretoria, South Africa","['ANC', 'IFP', 'EFF', 'CCU']",0.0,0.0
ndumiso suppose like many us voted anc fart faces,22:09:11 16:58:46,South Africa,['ANC'],0.5,0.5
dont understand smart people say presramaphosa must resign destroy country alone anc destroyed therefore anc must power next elections whole anc must leave get facts right,22:09:11 16:26:50,"Johannesburg, South Africa","['PresRamaphosa', 'ANC']",0.1,0.3157142857142857
women children kidnapped every 10 years south africa anc government see crises presramaphosa eff also talking lives south africans vote important,22:09:10 19:46:57,Johannesburg,"['ANC', 'PresRamaphosa', 'EFF']",0.4,1.0
anc stalwart former president kgalema motlanthe says anc still stands chance winning majority vote 2024 party changes ways better believe anc win majority vote 2024 anc elections2022 election,22:09:10 08:39:33,South Africa,"['ANC', 'SouthAfrica', 'Elections2022', 'Election']",0.45,0.4125
british stole south africa beloved anc continues steal vote voetsekanc,22:09:09 22:44:42,"Cape Town, South Africa","['anc', 'VoetsekANC']",0.35,0.5
course anc culprit matter people vote,22:09:09 11:52:28,"Pretoria, South Africa",['ANC'],0.0,0.0
dont vote anc eff coming elections please,22:09:08 14:43:36,"Zebediela, South Africa","['Anc', 'Eff']",0.0,0.0
watching years years dudulaoperation wana act smart sleepingits votes rip anc,22:09:08 14:38:48,"Sebokeng, South Africa","['dudulaoperation', 'ANC']",0.21428571428571427,0.6428571428571429
else expect ramaphosa mountain evidence anc utterly incapable running corruptionfree competent efficient municipality yet party continues plot coalitions order regain control lost elections,22:09:08 13:40:05,"Cape Town, South Africa","['Ramaphosa', 'ANC', 'CorruptionFree', 'coalitions']",0.25,0.8333333333333333
fellow jozi citizens votes smaller parties joined anc eff removing coj speaker vasco da gama want remove mayor drphalatse coj coalition closed looting taps smaller parties want thieves take,22:09:08 09:30:37,"Johannesburg, South Africa","['ANC', 'EFF']",-0.03333333333333333,0.3666666666666667
live anc delays nomination procedure election top officials dr levy ndou political analyst unpacks,22:09:08 07:48:25,"Johannesburg, South Africa",['ANC'],0.21212121212121213,0.3666666666666667
voters parties wanted anc parties better work together,22:09:06 18:56:23,South Africa,['anc'],0.5,0.5
focused much illegal immigrants forgot anc years later failed us still want vote anc voetsekanc anc ramaphosamustgo,22:09:06 10:36:09,"Welkom, South Africa ","['VoetsekANC', 'ANC', 'RamaphosaMustGo']",-0.3333333333333333,0.26666666666666666
votes morons oh yes entire country durban da sat posterior voted slice conniving anc small parties cest la tender lesson never bring knife gun fight end active citizenry turn around,22:09:06 00:39:58,"Durban, South Africa","['Durban', 'DA', 'ANC']",-0.29583333333333334,0.65625
odd remember us durban folk saying hell anc corrupt scum got 42 vote rather smaller socalled opposition parties propped crooked cadres coalition durban voters blame per se part,22:09:05 20:57:14,"Umlazi, South Africa","['Durban', 'ANC']",-0.1933333333333333,0.45
dear anc employees gauteng whore still begging anc pay salaries anc mps joburg trying buy votes 2millions havent payed ask make difference makhura pl ne,22:09:05 18:22:00,"Pretoria, South Africa","['ANC', 'ANC', 'PL']",0.0,0.0
jhbminorityparties dress like destruction daledcoalitions positions power money anc remain power beyond 2024elections much ensuring defeat shameless unprincipled party,22:09:05 14:41:47,"Cape Town, South Africa","['JhbMinorityParties', 'DALedCoalitions', 'ANC', '2024Elections']",0.2,0.2
anc eff hellbent destroying politicalcoalitions task made easier usefulidiots seats antianc platform lining ally doubt sweetener added deal savoters take note,22:09:05 14:38:37,"Cape Town, South Africa","['ANC', 'EFF', 'PoliticalCoalitions', 'UsefulIdiots', 'AntiANC', 'SAVoters']",-0.2,0.0
da arrogance one thing rightly warned voters ahead oflge2021 vote smaller parties vote anc caught lot flack saying even proven right politiciansaretrash,22:09:05 10:15:17,"Umlazi, South Africa","['ANC', 'PoliticiansAreTrash']",0.19047619047619047,0.5238095238095237
makhura wish anc better prepare 2024 elections anc newsasithappens,22:09:04 10:28:45,"Pretoria, South Africa","['ANC', 'NewsAsItHappens']",0.5,0.5
makhura elections 2024 iam keen smooth transition government anc newsasithappens,22:09:04 10:27:15,"Pretoria, South Africa","['ANC', 'NewsAsItHappens']",0.4,0.5
promised tech cities vote anc said wakeup southafricans vote better,22:09:04 07:54:26,"Cape Town, South Africa","['ANC', 'WakeUp', 'SouthAfricans']",0.5,0.5
seems vote anc vote eff vice versa tshwane joberg scratch others backs feed trough da lifestyleaudit,22:09:03 14:34:39,South Africa,"['ANC', 'EFF', 'Tshwane', 'Joberg', 'lifestyleaudit']",0.0,0.0
cwele jackie selebi cabanga kwi interpol yonke whole anc rotten core akekho ongcono kunomunye vote satans agents power kusukela komandela demons nje whole lot,22:09:03 08:06:43,"Durban, South Africa",['ANC'],0.2,0.4
electionsawordcup2024 soccer commentator theres ramaphosa passes ball aaronmotsoaledi wait turns back towards anc elections goalkeeper shoots ball another excellent zep owngoal facilitated phalaphalafarmgate,22:09:03 05:54:27,South Africa ,"['ElectionSAWordCup2024', 'Ramaphosa', 'AaronMotsoaledi', 'ANC', 'ZEP', 'OwnGoal', 'PhalaPhalaFarmGate']",0.5,0.5
anc hates sans eff hates sans da hates sans vote lets make sure show parties middle finger,22:09:03 05:52:05,South Africa,"['ANC', 'EFF', 'DA']",0.25,0.4444444444444444
electionsawordcup2024 soccer commentator theres ramaphosa passes ball aaronmotsoaledi wait turns back towards anc elections goalkeeper shoots ball another excellent zep owngoal facilitated phalaphalafarmgate,22:09:03 05:51:01,South Africa ,"['ElectionSAWordCup2024', 'Ramaphosa', 'AaronMotsoaledi', 'ANC', 'ZEP', 'OwnGoal', 'PhalaPhalaFarmGate']",0.5,0.5
electionsawordcup2024 soccer commentator theres ramaphosa passes ball aaronmotsoaledi wait turns back towards anc elections goalkeeper shoots ball another excellent zep owngoal facilitated phalaphalafarmgate,22:09:03 05:50:45,South Africa ,"['ElectionSAWordCup2024', 'Ramaphosa', 'AaronMotsoaledi', 'ANC', 'ZEP', 'OwnGoal', 'PhalaPhalaFarmGate']",0.5,0.5
electionsawordcup2024 soccer commentator theres ramaphosa passes ball aaronmotsoaledi wait turns back towards anc elections goalkeeper shoots ball another excellent zep owngoal facilitated phalaphalafarmgate,22:09:03 05:45:55,South Africa ,"['ElectionSAWordCup2024', 'Ramaphosa', 'AaronMotsoaledi', 'ANC', 'ZEP', 'OwnGoal', 'PhalaPhalaFarmGate']",0.5,0.5
theres coalition last 2024elections offers money lucrative positions anc make sure coalition collapses,22:09:02 19:51:10,"Cape Town, South Africa","['2024Elections', 'ANC']",0.19999999999999998,0.3185185185185185
thugerish eff openly physically provoking dudula see every opportunity get village educate people futility voting angry violent eff fact grant money anc money tax payers money,22:09:02 07:11:52,"Johannesburg, South Africa","['EFF', 'Dudula', 'ANC']",-0.43333333333333335,0.7142857142857143
results byelection held mp nkomazi ward 03 anc 6664 928 eff 1426 049 independent 191 na anc win ward wanda ngomane elected,22:09:01 10:32:34,"Pretoria, South Africa","['ANC', 'EFF']",0.4,0.2625
results byelection held nc sol plaatje ward 21 da 5887 658 anc 208 922 vfplus 146 048 eff 518 015 da win ward jamie greef elected,22:09:01 10:29:29,"Pretoria, South Africa","['DA', 'ANC', 'VFplus', 'EFF']",0.8,0.4
results byelection held mp nkomazi ward 10 anc 4487 2797 eff 2607 244 independent 2771 na al 135 na anc win ward irvin sibiya elected,22:09:01 10:24:47,"Pretoria, South Africa","['ANC', 'EFF', 'AL']",0.4,0.2625
results byelection held mp bushbuckridge ward 13 anc 4963 012 eff 4897 4218 aum 141 119 anc win ward gram sambo elected difference 21 votes remember vote counts change result close election,22:09:01 10:20:39,"Pretoria, South Africa","['ANC', 'EFF', 'AUM']",0.8,0.4
results byelection held kzn mthonjaneni ward 12 ifp 6306 422 anc 2938 746 nfp 599 656 eff 158 309 ifp win ward wellington nsele elected,22:09:01 10:16:02,"Pretoria, South Africa","['IFP', 'ANC', 'NFP', 'EFF']",0.8,0.4
matlolong primary school principal bribe control mark ballots vote box people vote shambie ward 13 byelection remember iec anc myanc,22:09:01 05:09:50,"Mpumalanga, South Africa Mkhuh","['by', 'ANC', 'myanc']",0.4,0.5
anc took control knysna wednesday daled coalition lost power councillors passed vote confidence mayor levael davis deputy mark willemse knysna anc da algoafmnews politics,22:08:31 15:53:23,"Gqeberha, South Africa","['Knysna', 'ANC', 'DA', 'AlgoaFMNews', 'politics']",0.0,0.0
anc clearly unfit govern country destroyed escom prasa telkom saa hospitals clinics roads saps sandf post office education riversdams immigration education ssa municipalities jobs etc still want votes never vote anc,22:08:31 14:16:38,Johannesburg,['ANC'],0.10000000000000002,0.3833333333333333
wish cdes ward 21 province could leave photo shooting actual work movement province loosing bielections alot side need take one anc,22:08:31 12:36:57,South Africa,['ANC'],0.0,0.1
welcome anc rule keep voting anc amandla,22:08:31 05:14:35,"Pretoria, South Africa",['ANC'],0.8,0.9
voting voting anc bother voting smalema anclite,22:08:31 04:35:11,"Cape Town, South Africa","['ANC', 'ANC_Lite']",0.0,0.0
2 years anc loose election make ungovernable growth rate 2 worlds 6 rdollar exchange rate r20dollar inflation skyrocket zim destroy pension funds savings,22:08:30 20:05:16,"Kleinfontein, Pretoria",['ANC'],-0.13846153846153847,0.1346153846153846
let cyril address answer questions fellow voting cows anc mxm,22:08:30 13:21:15,"Johannesburg, South Africa",['ANC'],0.0,0.0
story small sample get realistic indicators anc loosing support across municipal provincial national elections decade middecember elective conference probably define chances 2024,22:08:29 17:35:13,South Africa,['ANC'],-0.04166666666666667,0.3666666666666667
voters anc eff presuming,22:08:29 16:51:05,"Sandton, South Africa","['ANC', 'EFF']",0.0,0.0
members anc kwazulunatal high hopes believe ruling party secure enough votes 2024 elections keep power south africans plan dethrone anc,22:08:29 13:27:31,South Africa,['ANC'],0.18666666666666668,0.5466666666666666
breaking news recent poll conducted independent body revealed 2024 elections anc receive 43 total votes followed eff 35 da 13 ifp 2 others share remaining 7 based 98 accuracy,22:08:29 07:57:50,"Durban, South Africa","['ANC', 'EFF', 'DA', 'IFP']",0.0,0.375
road 2024 elections zuma right anc rule forever opposition parties get together form coalition government 2024,22:08:28 20:26:18,"Johannesburg, South Africa","['Zuma', 'ANC']",0.2857142857142857,0.5357142857142857
press cooperation anc offspring eff inevitable beginning forward future since anc remains power beyond 2024elections anc ever give power,22:08:28 13:13:36,"Cape Town, South Africa","['ANC', 'EFF', '2024Elections']",0.0,0.5625
imagine anc going 2024 steal elections,22:08:27 08:36:35,South Africa,['ANC'],0.0,0.0
tweet spot education system birthed us anc vote want see something different future,22:08:26 23:12:05,South Africa,['ANC'],0.0,0.3625
well go vote anc said change life said take,22:08:25 04:35:23,"Cape Town, South Africa",['ANC'],0.0,0.0
first anc ancgovt betray zimbabweans supporting autocratic leaders stole elections making impossible democracyinzimbabwe take root punish ordinary citizens fleeing repression economy ruins disgusting pathetic,22:08:24 14:07:09,"Cape Town, South Africa","['ANC', 'ANCGovt', 'Zimbabweans', 'DemocracyInZimbabwe']",-0.36666666666666664,0.6119047619047618
zola hlatse hope confidence zimbweans least anc wont allow use violence zanupf wont support zanupf cheats rigs elections,22:08:24 13:20:54,South Africa,['ANC'],-0.3,0.4
news months ago cosatu encouraging south africans vote anc must take blame collapse country,22:08:24 07:08:11,Pretoria,"['Cosatu', 'Anc']",0.0,0.0
exception voted anc,22:08:23 19:32:59,South Africa,['ANC'],0.0,0.0
noticed mainstream media certain going receive less 50 vote come 2024 agree cyrilramaphosa still leader anc get leader truly empower majority supporters seen since 2018 real economic change,22:08:23 11:13:08,"Cape Town,SouthAfrica","['CyrilRamaphosa', 'ANC']",0.11587301587301589,0.3126984126984127
yet people keep voting anc surely know truth,22:08:22 07:53:47,johannesburg,['anc'],0.5,0.8888888888888888
wasted 2 billion rands tax money state president telling us statecapture report zondo decisions binding cader deploymentwe fools keeps ur cader deployment keepredirect votes 2024 cant continue mess createdby anc,22:08:21 18:16:48,Nelspruit,"['StateCapture', 'ANC']",-0.1875,0.0875
vote anc said fun said,22:08:21 17:00:46,"Johannesburg, South Africa",['ANC'],0.3,0.2
mean sure lesufi would love premier least life shembecause things going gauteng therell likely scant chance anc premier post 2024 elections,22:08:21 15:41:32,"Umlazi, South Africa","['Lesufi', 'ANC']",0.0775,0.7152777777777778
opinion president cyrilramaphosa desires gain confidence delegates anc december conference voters 2024 needs live public expectations writes professor b dikela majuqwana anc theafrican,22:08:21 10:07:18,Johannesburg ,"['CyrilRamaphosa', 'confidence', 'expectations', 'ANC', 'TheAfrican']",0.06818181818181818,0.2833333333333333
candidates upcoming byelection 31th august nc sol plaatje ward 21 da jamielee greeff vfplus johan griesel anc ranolang tokgwi eff selebogo 2021 party results 5229 1412 1158 533,22:08:21 09:18:24,"Pretoria, South Africa","['DA', 'VFplus', 'ANC', 'EFF']",0.0,0.0
candidates upcoming byelection 31th august mp bushbuckridge ward 13 anc gram sambo eff rudolf mathonsi aum gilbert malele 2021 party results 4951 679 022,22:08:21 09:12:15,"Pretoria, South Africa","['ANC', 'EFF', 'AUM']",0.0,0.0
candidates upcoming byelection 31th august mp nkomazi ward 03 anc wanda ngomane eff zanele ngomane 2021 party results 7592 1475,22:08:21 09:08:30,"Pretoria, South Africa","['ANC', 'EFF']",0.0,0.0
candidates upcoming byelection 31th august kzn mthonjaneni ward 12 ifp wellington nsele anc vusumuzi mthabela nfp wilton vilakazi eff mxolisi ntuli 2021 party results 5884 2192 1255 467,22:08:21 09:05:42,"Pretoria, South Africa","['IFP', 'ANC', 'NFP', 'EFF']",0.0,0.0
really cant wait 2024 vote anc really love country historic movement without leadership,22:08:21 08:47:29,"Rustenburg, South Africa",['ANC'],0.2333333333333333,0.26666666666666666
black person vote anc racist hate black people hate infact colorist actually witch sassa anckzn anc sithole linda inkosiesibayeni,22:08:20 16:27:58,"Durban, South Africa","['SASSA', 'ANCKZN', 'anc', 'InkosiEsibayeni']",-0.38666666666666666,0.5533333333333335
heard many related promises went voting station vote high hopes shem cyrilramaphosa anc,22:08:19 10:41:00,"Linden, Johannesburg","['cyrilramaphosa', 'ANC']",0.22,0.48
already made mind wont vote anc eff theyve got nothing offer unless want lawless border less country vote parties,22:08:19 08:17:13,"Johannesburg, South Africa","['ANC', 'EFF']",-0.16666666666666666,0.06666666666666667
good read voted anc results australian guardianaud thetimes thesun bbcworld cnn world sees happened mandela dream,22:08:19 06:57:15,South Africa,"['anc', 'australian', 'guardianaud', 'thetimes', 'thesun', 'bbcworld', 'cnn', 'southafrica']",0.35,0.30000000000000004
say dont blame useless anc anymore blame people keep voting,22:08:19 06:14:39,South Africa,['ANC'],-0.5,0.2
done still vote beyond anc disgrace,22:08:19 03:02:14,"Johannesburg, South Africa",['ANC'],0.0,0.0
eskom anc 2024election coffee coffee shop morning overheard conversation one dude telling buddy south africa loadshedding europe wellthe difference europe result overload due heat,22:08:18 15:34:11,"Pretoria, South Africa","['eskom', 'ANC', '2024Election']",-0.125,0.375
motlanthe voting delegates allowed nominate candidates floor anc,22:08:18 09:04:02,"Pretoria, South Africa",['ANC'],0.0,0.0
anc motlantheno one distribute lists slates delegates must vote shall groupings factional slates contenders express support others attend others events sabcnews,22:08:18 09:01:00,South africa,"['ANC', 'sabcnews']",0.0,0.0
thats black people voted bcze thinking straight akere must change government late would bankrupt soon bcze anc corrupt practices,22:08:18 06:02:16,"Midrand, South Africa",['ANC'],-0.19166666666666665,0.6083333333333334
expect eff form voting bloc parent body anc actionsa antianc get votes sometimes think deserve selfserving political parties dont give toss us keep voting,22:08:17 16:10:18,"Cape Town, South Africa","['EFF', 'ANC', 'ActionSA', 'AntiANC']",0.0,0.1
great read anc voters visitsouthafrica southafricaanz satraveltrade southafricauk sowetan24 timeslive dailysunsa bbcworldservice australian guardianaud thetimes thesun,22:08:17 15:53:41,South Africa,"['anc', 'southafrica', 'visitsouthafrica', 'southafricaanz', 'satraveltrade', 'southafricauk', 'sowetan24', 'timeslive', 'dailysunsa', 'bbcworldservice', 'australian', 'guardianaud', 'thetimes', 'thesun']",0.4,0.375
additionally link online vote registration anc claim myanc president membership,22:08:17 12:06:33,"Cape Town, South Africa","['ANC', 'Claim', 'myanc', 'President', 'membership']",0.0,0.0
would huge win eastern cape former president thabo mbeki calling electoral reform decades oscar mabuyane reiterates call one member one vote every chance gets interviewed policy renewal anc,22:08:17 12:01:00,south africa,['ANC'],0.4000000000000001,0.43333333333333335
anc look 535 members voted looking us,22:08:17 10:45:38,South Africa,['ANC'],0.0,0.0
come may 1st 2024 need vote anc power purpose survival voting diet bad kills competitive spirit amongst political parties let kick party power let vote anything else,22:08:17 05:30:57,"Cape Town, South Africa",['ANC'],-0.3499999999999999,0.3833333333333333
dear south africans cant done age something im take advantage da time vote anc anc cyril za,22:08:16 22:01:25,"Cape town,south africa","['SouthAfrica', 'ANC', 'Cyril']",0.0,0.0
