Text,Datetime,Location,Hashtags,polarity,subjectivity,Unnamed: 0
saelections2019 highly contested electionswith eff inspired miracle livbar liverpool surely toodown naysayers analysts,19:05:08 17:02:44,South Africa,"['SAElections2019', 'EFF', 'LIVBAR']",0.33,0.7144444444444444,1052.0
mm comedian job poke fun situation tease president everyone without selective whats special smalema teased nature comedy pliz relax sans saelections2019 gauteng eff blf,19:05:11 11:42:51,South Africa,"['SAElections2019', 'Gauteng', 'EFF', 'Blf']",0.32857142857142857,0.3857142857142857,552.0
elections2019results government waiting son soilnow changing tuneso far good increased seats parly least lol eff,19:05:10 20:26:44,South Africa,"['Elections2019results', 'EFF']",0.325,0.675,585.0
elections2019results reflect lower expected voter tout eff ran good campaign hence support looks better really,19:05:09 20:48:42,"Johannesburg, South Africa","['Elections2019results', 'EFF']",0.325,0.425,740.0
number immigrants got idslegitimately otherwise many children vote eligible vote see malema friendly towards vote eff could master stroke young malema,19:04:18 18:04:46,"Durban, South Africa","['immigrants', 'Malema', 'EFF', 'Malema']",0.325,0.4666666666666666,2012.0
da stumbling along tone deaf hearing want hear voters given da many salutes recently everything paradise party blinded hubris good news underfire maimane da rejects call early congress,19:09:24 08:40:29,South Africa,"['DA', 'Maimane', 'DA']",0.325,0.41250000000000003,260.0
electionresults electionresults2019 ancleads eff elections2019 else also parties first time ever ballot paper yesterday saw something like free dem,19:05:09 16:10:03,"Pretoria, South Africa","['ElectionResults', 'ElectionResults2019', 'ANCLeads', 'EFF', 'Elections2019']",0.325,0.5666666666666667,801.0
give someone abode yr home crp yr diningroom table thats happened result ec immigrants voted anc wc 2019 thankless sobs good vf minor effect da,19:05:10 17:09:21,South Africa ,"['ANC', 'Good', 'VF']",0.32499999999999996,0.4,1044.0
rt fortunately ive run sympathy 4the broad masses keep voting anc in2 power feel much better must go stand sassa queue gov runs peoples ampmy money,19:11:08 07:27:30,South AFRICA,"['ANC', 'SASSA']",0.32083333333333336,0.5041666666666667,186.0
sadtu voted anc choice educators working class children anc needs understand much need strong need disciplined need,19:05:11 19:43:29,South Africa,"['sadtu', 'ANC']",0.31666666666666665,0.4666666666666667,918.0
rt go da westerncape said voters short attention span da apparently going 2lose lot votes good patriciadelille spat mostly like,19:05:10 07:40:53,South AFRICA,"['DA', 'WesternCape', 'DA', 'GOOD', 'PatriciaDeLille']",0.3125,0.4375,611.0
anc voters knowingly voted enemy black people state president rampage many years without presidential powers empowered comrades really amazing,19:11:11 14:47:16,South Africa,['ANC'],0.31111111111111117,0.6111111111111112,181.0
powerchanginghands vision tsgalaxy red shirts dethrone mighty amakhosi black gold shirts seeing vision 2029elections power shifted anc eff like amakhisi fans reaction mzansi priceless,19:05:19 07:58:52,"Polokwane, South Africa","['powerchanginghands', 'TSGalaxy', 'Amakhosi', '2029Elections', 'ANC', 'EFF', 'Mzansi']",0.30833333333333335,0.5833333333333334,464.0
kokosarahmalema please tell mama winny received signal vote mighty eff 8th may 2019 victory certain,19:05:04 20:29:03,"Tzaneen, South Africa","['KokoSarahMalema', 'Mama', 'Winny', 'EFF', 'Victory']",0.30714285714285716,0.7357142857142858,1629.0
made mark less 30 minutes morning proud exercised right vote eff ivoted registered sadecides2019 ichoosetovoteeff,19:05:08 13:17:13,South Africa,"['EFF', 'ivoted', 'SADecides2019', 'IChooseToVoteEFF']",0.30634920634920637,0.5341269841269841,1106.0
proud juliusmalema eff today confirming wont vote da power anymore lead little municipalities smalema,19:11:21 13:08:18,Johannesburg,"['JuliusMalema', 'EFF']",0.30625,0.75,91.0
electionsresults2019 76 complete still allow ask eff okay morning,19:05:10 06:19:52,"Johannesburg, South Africa","['Electionsresults2019', 'EFF']",0.3,0.45,698.0
start home affairs worth say governance country eff iamvotingeff voteeff ivotedeff,19:05:08 16:00:50,"Johannesburg, South Africa","['EFF', 'IAmVotingEFF', 'VoteEFF', 'IVotedEFF']",0.3,0.1,1060.0
could abolish borders eff wins may 8 election party leader juliusmalema said thursday,19:04:18 13:42:46,South Africa ,"['SouthAfrica', 'EFF', 'JuliusMalema']",0.3,0.2,2018.0
politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion,19:03:07 14:02:15,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion']",0.3,0.44999999999999996,2671.0
lose n lose furthermore look scoreboard many voters seats da lost n discharge da mmusi actually babyace done da ace free state anc,19:12:06 14:20:23,South Africa ,"['DA', 'BabyAce', 'DA', 'ANC']",0.3,0.4666666666666666,10.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa eish,19:03:24 10:28:06,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2412.0
da wins elections ndim usarafina kwi apartheid elandelayo masingaxabani guys please saelections2019 eff anc dafinalrally,19:05:08 14:35:29,SA,"['SAElections2019', 'EFF', 'ANC', 'DAfinalrally']",0.3,0.2,1481.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa ouch,19:03:30 12:36:56,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2314.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa junk status,19:03:30 04:56:41,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2318.0
powerful prayer guidance call whatsapp 27843769238 anc anchor ancentral eff da voteeff voteanc8may voteanc8may2019 voteda,19:03:28 17:18:49,"Sandton, South Africa","['ANC', 'Anchor', 'ANCentral', 'EFF', 'DA', 'VoteEFF', 'VoteANC8May', 'VoteANC8May2019', 'VoteDA']",0.3,1.0,2329.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa eish,19:03:28 11:21:48,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2337.0
eff chairman dalimpofu said party would use advantage every vote wins elections2019,19:05:09 15:25:13,South Africa,"['EFF', 'DaliMpofu', 'Elections2019']",0.3,0.2,810.0
2moro saelections2019 results absaprem finale anc people eff people side side kaizerchiefs pierats people sundowns people wearing da regalia game best everyone,19:05:10 16:47:36,"Port Elizabeth, South Africa","['SAElections2019', 'AbsaPrem', 'ANC', 'EFF', 'KaizerChiefs', 'Pierats', 'Sundowns', 'DA']",0.3,0.35,555.0
guy nothing lose either anc wins eff wins hes inbetween southafricavotes,19:05:08 14:07:23,"Pietermaritzburg, South Africa","['ANC', 'EFF', 'SouthAfricaVotes']",0.3,0.2,1489.0
work vote anc steal without fear consequences guilt still laugh taxpayers face,19:05:08 13:32:23,"Cape Town, South Africa","['ANC', 'taxpayers']",0.3,0.1,1499.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa eish,19:03:23 20:32:53,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2419.0
mpofu red herringswhere apology making number public need read comments eff trolls understand must going amazing thing eff rushed bring case mampintsha popular votespots kettles,19:03:07 08:03:24,"Johannesburg, South Africa","['eff', 'Mampintsha']",0.30000000000000004,0.4666666666666667,2677.0
nojust honest truth caller durban says voted eff remove zuma simply,19:03:07 08:26:40,"Kwa-Thema, South Africa",['eff'],0.3,0.6285714285714286,2676.0
continue serve yes movement far better voteanc siyanqobarally wechooseanc anc,19:05:05 09:43:52,South Africa,"['VoteANC', 'SiyanqobaRally', 'WeChooseANC', 'ANC']",0.3,0.75,1957.0
online ewc becomes law title deeds worth paper written knows eff proposal disenfranchise lot citizens playing feelings electineering elections2019,19:03:23 07:59:15,"Evander, South Africa","['EWC', 'EFF', 'Elections2019']",0.3,0.1,2429.0
wish someone could sit protestors put voted anc accept lot smile,19:06:24 09:59:08,South Africa,['ANC'],0.3,0.1,578.0
anc electionsresults2019 wanna anc wins thumamina ezizweni ndizoya ndithandazesiyacula thina maqabane aselithuli house,19:05:09 19:47:03,South Africa,"['ANC', 'Electionsresults2019', 'thumamina']",0.3,0.2,1205.0
wins nelsonmandelabay byelections says step regaining metro portelizabeth news da,19:05:16 05:49:56,"Port Elizabeth, South Africa","['NelsonMandelaBay', 'portelizabeth', 'news', 'DA']",0.3,0.2,449.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb,19:03:15 19:04:51,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2539.0
said politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa,19:03:08 10:54:12,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2655.0
eff government introduce free decolonised education advancing topics pertaining indigenous knowledge sovereignty economic freedom curricula voteeff freeeducation tshelathuparally effredfriday,19:05:03 09:37:17,"Western Cape, South Africa","['EFF', 'VoteEFF', 'FreeEducation', 'TshelaThupaRally', 'EFFRedFriday']",0.30000000000000004,0.5,1682.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb eish,19:03:17 04:11:37,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2526.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb,19:03:10 19:43:53,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2612.0
smile president smalema voted eff ivotedeff voteeff eff ourlandandjobsnow cc,19:05:08 14:46:11,"Burgersfort, South Africa ","['IVotedEFF', 'VoteEFF', 'EFF', 'OurLandAndJobsNow']",0.3,0.1,1081.0
useful pretend mandate govern 62 voters vote da mayor eff party rejected every city ward,19:10:16 04:51:33,"Johannesburg, South Africa","['DA', 'EFF']",0.3,0.0,198.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb,19:03:16 14:19:35,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2531.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb ouch,19:03:10 16:22:26,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2614.0
mpofu eff busy testing soweto worked wonder many areas testing saelections2019,19:05:12 08:18:15,"Durban, South Africa","['EFF', 'SAElections2019']",0.3,0.4,516.0
eff wins going sandton build shack iamvotinganc,19:05:08 07:15:43,"Germiston, South Africa","['EFF', 'iamvotinganc']",0.3,0.2,1249.0
im surprised ddnt take time congratulate pres ramaphosa winning elections anc,19:05:16 17:17:40,"Pretoria, South Africa",['Anc'],0.3,0.825,787.0
sheri true bru mense shouldve learnt 2016 municipal elections becoming clear see da truly,19:07:19 13:32:35,"Cape Town,South Africa",['DA'],0.3,0.6277777777777778,334.0
see u coming ballot booth smile face ngokuba uvotele party eryt eff,19:05:06 14:48:20,"eBhayi, South Africa",['EFF'],0.3,0.1,1497.0
one reason eff government away borders people voteanc8may2019 da voteeff8may2019 practically begin address many things important african people,19:04:27 07:06:41,"Polokwane, South Africa","['EFF', 'VoteANC8May2019', 'DA', 'voteEFF8May2019']",0.3,0.5,1874.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa,19:03:20 17:49:03,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa']",0.3,0.44999999999999996,2467.0
guy nothing lose either anc wins eff wins hes inbetween southafricavotes,19:05:08 14:07:23,"Pietermaritzburg, South Africa","['ANC', 'EFF', 'SouthAfricaVotes']",0.3,0.2,1096.0
myanc lost voteswell done winhope u know u lost votes da couldnt convince enough ppl vote grow eff shown real growth around well done thanks free fair elections saelections2019,19:05:11 04:51:32, South Africa,"['MyANC', 'EFF', 'SAElections2019']",0.3,0.54,575.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb,19:03:14 11:47:50,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2562.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb wake,19:03:13 20:14:05,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2571.0
together change dynamics politics vote preferred party pray eff wins,19:05:08 11:13:08,"Pretoria, South Africa",['eff'],0.3,0.2,1137.0
say politics aside believe best money decision make election2019 vote da fact parties going make poor call anc eff corruption nationalizastion cyrilramaphosa sarb ouch,19:03:12 09:25:57,South Africa,"['Election2019', 'SouthAfrica', 'ANC', 'EFF', 'CORRUPTION', 'nationalizastion', 'CyrilRamaphosa', 'sarb']",0.3,0.44999999999999996,2591.0
stung exposed intellectually challenged smalema could lead pic cult story revenge truth vote eff follow individuals unlike cultlike tendencies myanc,19:07:20 06:34:17,"Polokwane, South Africa","['PIC', 'EFF', 'MYANC']",0.3,0.4,323.0
today prayed father jehovah remove wool eyes people placed anc see light vote eff order real change lives manifest god answered shall 08th may 2019,19:04:21 16:54:02,"Durban, South Africa","['ANC', 'EFF']",0.30000000000000004,0.5,1986.0
popular twitter doesnt really mean youll also popular polls saelections2019 askies eff,19:05:09 19:47:14,"Westonaria, South Africa","['SAElections2019', 'EFF']",0.29583333333333334,0.8291666666666666,749.0
exciting t0 knw heart soul ur mind gud space voting right eff 8may leta go fighters,19:05:05 21:22:19,"Port Elizabeth, South Africa ",['EFF'],0.2928571428571428,0.6678571428571429,1548.0
ifp want see black black violence let carry assassinate chairman politics must campaign win voters must also deliver good service voters order stay power,19:03:16 14:08:39,Pretoria,['IFP'],0.2916666666666667,0.4666666666666667,139.0
senior sabc political reporter mzwandile mbeje ancs special national executive committee pretoria today following partys win saelections2019 safmsunrise safmnews sabcnews,19:05:13 05:14:19,South Africa,"['ANC', 'SAElections2019', 'SAfmSunrise', 'SAfmnews', 'sabcnews']",0.2892857142857143,0.2928571428571428,860.0
mpofu works anc issues loopholes deliberatethey allow easy rigging thumamina rigged anc54 help big business even easily removable ink could pre planned saelections2019 electionresults saelectionsday2019,19:05:09 10:58:46,South Africa,"['ANC', 'ThumaMina', 'SAElections2019', 'ElectionResults', 'SAElectionsDay2019']",0.2888888888888889,0.5888888888888889,1291.0
right julius say eff abstain comes vote metro councils councillors voting voting conscience eff da,19:07:03 06:56:47,"Cape Town, South Africa","['EFF', 'DA']",0.2857142857142857,0.5357142857142857,374.0
mashabamustgo kodwa hini ngani hee nihlulwe hama naija ejozi nisukela u mashaba anc choose ur battles right vote however job muyekeni,19:08:14 12:55:00,"Johannesburg, South Africa","['MashabaMustGo', 'ANC']",0.2857142857142857,0.5357142857142857,410.0
electionresults u eff words right,19:05:09 09:04:20,"Johannesburg, South Africa","['ElectionResults', 'EFF']",0.2857142857142857,0.5357142857142857,910.0
life right sundowns psl ancleads anc absaprem electionresults saelections2019,19:05:11 18:48:06,"Johannesburg, South Africa","['Sundowns', 'PSL', 'ANCLeads', 'ANC', 'AbsaPrem', 'ElectionResults', 'SAElections2019']",0.2857142857142857,0.5357142857142857,926.0
ke nako lets right thing voting eff diepkloof gauteng south africa,19:05:08 10:40:22," ROODEPOORT,SOUTH AFRICA ","['i', 'EFF']",0.2857142857142857,0.5357142857142857,1149.0
smalema know sarcasm wont get rid eff right get used fact things changing favor theres pain come voteeff08may2019,19:04:26 07:03:07,"Centurion, South Africa","['EFF', 'VoteEFF08May2019']",0.2857142857142857,0.5357142857142857,1903.0
1 years years ago interviewed peter marais swanky premier offices ctn politics would asked consider joining anc part answer majority right voted jesus,19:09:20 14:19:16,Johannesburg ,"['ANC', 'Jesus']",0.2857142857142857,0.5357142857142857,307.0
eskom even soweto dont believe even anc would soon set right path nonpayers partys stemvee reward vote,19:07:11 08:55:29,"Cape Town, South Africa","['Eskom', 'Soweto', 'ANC', 'stemvee']",0.2857142857142857,0.5357142857142857,529.0
come da people right thing vote anc talking campaign imademymark 2019elections 6thparliamentloading newzroom405,19:05:08 06:50:20,"Johannesburg, South Africa","['ANC', 'IMadeMyMark', '2019Elections', '6thParliamentLoading', 'Newzroom405']",0.2857142857142857,0.5357142857142857,1623.0
dont sweat rising unemployment rate record highs anc pushed record highs decade logically right party fix elections2019results,19:05:14 10:28:48,"Johannesburg, South Africa","['unemployment', 'SA', 'ANC', 'Elections2019results']",0.2857142857142857,0.5357142857142857,825.0
right julius say eff abstain comes vote metro councils councillors voting voting conscience eff da,19:07:03 06:56:47,"Cape Town, South Africa","['EFF', 'DA']",0.2857142857142857,0.5357142857142857,350.0
going right thing coming electionseff,19:04:05 18:26:41,"Bochum, Limpopo, SA",['Eff'],0.2857142857142857,0.5357142857142857,2223.0
sureits reached 50 mark anc passes markanyone going around durban streets celebrations tonight right sasco ancleads electionresults elections2019results elections2019,19:05:09 14:37:03,"Durban,South Africa","['ANC', 'SASCO', 'ANCLeads', 'ElectionResults', 'Elections2019results', 'Elections2019']",0.2857142857142857,0.5357142857142857,1257.0
duty bound found political party run win election campaign form government forcing anc da eff smallanyana others back solution aint lucky ones monty python sketch,19:10:06 13:54:26,Cape Town,"['ANC', 'DA', 'EFF']",0.2833333333333333,0.33333333333333337,213.0
funny jabu mabuza chair eskom pravingordhan clueless fook enterprises minister eskom falling apart thumamina tell us one competent minister cabinet far anc elections2019 zuma,19:05:12 17:52:13,South Africa,"['eskom', 'pravingordhan', 'ThumaMina', 'ANC', 'Elections2019', 'zuma']",0.2833333333333333,0.8888888888888888,865.0
duty bound found political party run win election campaign form government forcing anc da eff smallanyana others back solution aint lucky ones monty python sketch,19:10:06 13:54:26,Cape Town,"['ANC', 'DA', 'EFF']",0.2833333333333333,0.33333333333333337,284.0
done special voted home boy malema eff voteeff gonna travel without voting ready london bye silver lakes,19:05:07 08:29:32,Pretoria ,"['EFF', 'voteeff']",0.2785714285714286,0.5357142857142857,1441.0
future voting right internet eff light years ahead everyone regard time neanderthals realise eff would masters future looks bright eff saelections2019 electionresults elections,19:05:10 04:19:54,"Komani, South Africa","['EFF', 'SAElections2019', 'ElectionResults', 'elections']",0.27714285714285714,0.45714285714285713,716.0
u happy u got seat something else coz serves purpose replacing anc da corruption cant u small parties combine together form one block formidable parly one voice electionresults sadecides2019 sabcnews enca,19:05:10 09:32:09,South Africa,"['anc', 'DA', 'ElectionResults', 'SADecides2019', 'sabcnews', 'eNCA']",0.275,0.7,598.0
laugh children make difference vote south africa 30ters supporting eff twatter supporters voting supporters,19:12:14 09:38:36,"Kuils River, South Africa",['EFF'],0.275,0.175,17.0
eff one drivers national debate since formation 2013 managed secure significant support 2014 general election 2016 municipal elections,19:04:29 13:41:56,Soweto,['EFF'],0.275,0.6583333333333333,1819.0
members voters eff 2 different things clear willing guide better understanding sure one,19:11:16 09:45:03,Randburg,['EFF'],0.27,0.6244444444444445,119.0
ppl overreacting 2 resignations da change always good massive losses suffered last election needed regroup whatever ppl think made da grow significantly,19:10:24 08:07:06,"Pietermaritzburg, South Africa",['DA'],0.26875,0.6354166666666667,123.0
much might think eff members loyal personally think might even reason seen stories ballot papers found outside voting stations without supervision say something electionresults still proud eff,19:05:09 08:15:23,"Pretoria, South Africa","['EFF', 'electionresults', 'EFF']",0.2666666666666667,0.47666666666666674,928.0
eff already 9 national votes 3 got last elections 50 growth last elections let anyone tell otherwise great progress electionresults2019,19:05:09 11:07:47,South Africa,"['EFF', 'ElectionResults2019']",0.26666666666666666,0.29444444444444445,877.0
lets remind anc mine workers marikana striking living wage killed voteeff better working conditions living wage remember fallen workers,19:05:08 05:16:15,"Gauteng, South Africa","['ANC', 'Marikana', 'VoteEFF']",0.26666666666666666,0.5,1652.0
city joburg still confirmation da giving eff positions mayoral committee eff win ward last local elections,19:05:29 19:08:53,"Johannesburg, South Africa",['DA'],0.26666666666666666,0.15555555555555556,387.0
thick da best qualified run country vote corruption violence recently old np anc eff freedomfront,19:10:10 04:36:32,South Africa,"['SouthAfrica', 'corruption', 'ANC', 'EFF', 'FreedomFront']",0.26666666666666666,0.32499999999999996,210.0
lost fighters picket lines election campaigns ground kept fighting till fuelled struggles black people africans particular happy birthday july26movement eff,19:07:26 07:17:50,"Germiston, South Africa","['july26movement', 'EFF']",0.26666666666666666,0.5888888888888889,307.0
thick da best qualified run country vote corruption violence recently old np anc eff freedomfront,19:10:10 04:36:32,South Africa,"['SouthAfrica', 'corruption', 'ANC', 'EFF', 'FreedomFront']",0.26666666666666666,0.32499999999999996,278.0
eff growing happy fighters lets go back work ground 2021 local election around cornerwe dont time rest,19:05:11 20:58:39,Polokwane ,['EFF'],0.26666666666666666,0.3333333333333333,527.0
fwiw living joburg 40 years np pfp anc da run administrations say based narrow personal experience anc best family never voted anc life,19:10:21 07:09:13,South Africa,['ANC'],0.26666666666666666,0.3333333333333333,250.0
proud disciplined member anc concern potential risk vote buying cause anc also undermines anc internal democracy puts anc risk bought money leave law courts,19:08:18 09:36:19,"Durban, South Africa",['ANC'],0.26666666666666666,0.6666666666666666,400.0
warned us upfront eff come unprecedented attack elections wake fact party stay clean apartheid mess thank derail us,19:04:12 11:00:26,"Polokwane, South Africa",['EFF'],0.2638888888888889,0.5916666666666667,2091.0
8th going voting stations putting mark next anc box eff logical realistically fantasytically wont win elections year cant da ruling party white,19:05:06 06:46:48,"Johannesburg, South Africa",['ANC'],0.2625,0.1625,1889.0
seifsa proud host top five south african political parties rundown south africa election ifp kicks political briefing session metals engineering industry,19:04:12 06:39:33,"Johannesburg, South Africa",['IFP'],0.26,0.34,121.0
welcome south africa white male power kill famer okay isnt eff gave da ppls vote power gauteng trust u give country back whites havevote 4 eff eff moneyisarootofallevill ask mandela anc n ur bos,19:11:22 16:29:40,"Durban, South Africa",['EFF'],0.26,0.3,83.0
25 votes counted proves people said vote eff lied wow seriously better da campaign really good least even though voted anc electionresults,19:05:09 07:59:16,"Pretoria, South Africa","['EFF', 'DA', 'ANC', 'ElectionResults']",0.26,0.5,703.0
da good governance oudtshoorn da speaker medically unfit run special council meeting scm meet budget deadline healthy enough attend rotary meeting lie das devoted local supporters scm minister bredell knows,19:05:26 14:43:26,Cape Town,['DA'],0.25952380952380955,0.36190476190476195,394.0
dear black voters vote da mmusimaimane former leader da says da best vehicle take vision one south africa forward understanding da racist party thanks,19:10:23 16:08:58,"Johannesburg, Azania","['DA', 'MmusiMaimane', 'DA', 'DA', 'DA']",0.25833333333333336,0.23333333333333334,152.0
doubt anc cleared drift voters belief one man deliver promises clean government real action state capture wrongdoers anc done 2024,19:05:12 08:22:04,"Cape Town, South Africa",['ANC'],0.25833333333333336,0.42500000000000004,891.0
anc conscorruption fractions lost conscious proslongevity sound policies da cons racism black people fronting oblivious pros good governance eff consdictatorship sound solutions prosgood problems identifiers young saelections2019 anc mbeki eff da bosasa,19:04:28 06:31:25,South Africa,"['SAElections2019', 'ANC', 'EFF', 'DA', 'bosasa']",0.25555555555555554,0.45555555555555555,1853.0
eff experienced exponential growth election2019results nationally provinces nalysts hardly tell fact,19:05:11 06:22:10,"Durban, South Africa","['EFF', 'Election2019Results']",0.25416666666666665,0.7208333333333333,570.0
air govender theythe elections start today special votes tomorrow normal voters anc eff marozahogana ward54 alternativeview,19:07:23 06:56:39,"Johannesburg, South Africa","['ANC', 'EFF', 'MarozaHogana', 'Ward54', 'AlternativeView']",0.25357142857142856,0.6107142857142857,318.0
ok anc rule country jesus comes back wont stop voting eff asijiki eff elections2019results myvotegoestoeff,19:05:10 03:23:11,"Greytown, South Africa","['Asijiki', 'EFF', 'Elections2019results', 'myvote_goes_to_EFF']",0.25,0.25,723.0
dallas da rt ppl vote interest called democracy anc voters sassa grants eff voters want free everything da voters good governance ifp voters tribal autonomy ffplus voters arent allowed 2vote interest theyre white allegedly,19:05:11 11:15:31,South AFRICA,"['ANC', 'SASSA', 'EFF', 'DA', 'IFP', 'FFplus']",0.25,0.37500000000000006,554.0
saelections2019 south africas top 5 political party leaders eleccions19 vote2019 sa2019 eff anc da ifp,19:05:07 08:52:40,"Johannesburg, South Africa","['SAElections2019', 'Eleccions19', 'vote2019', 'SA2019', 'EFF', 'ANC', 'DA', 'IFP']",0.25,0.3,1433.0
voted lets go back glory days bring lost faith back home impeccable service delivery thumamina anc,19:05:08 07:47:07,Johannesburg,"['Thumamina', 'ANC']",0.25,0.25,1604.0
govt delivers maybe stop voting govt control everything everything ok actually voting anc eff required alternatives would suffice upward trajectory endthemadness safra da ifp liberty,19:10:29 16:19:17,South Africa,"['SouthAfrica', 'ANC', 'EFF', 'EndTheMadness', 'Safra', 'SA', 'DA', 'IFP', 'Liberty']",0.25,0.3,97.0
rt im traditional da voter many ppl know wont vote da time one thing dont know flipfloppers like eff supporters take stance ampare resolute unlike voters,19:04:29 09:06:06,South AFRICA,"['DA', 'DA', 'EFF']",0.25,0.625,1827.0
well think lost many voters smalema said eff government open boarders ideology vs reality saelections2019,19:05:10 11:37:56,"Johannesburg, South Africa","['EFF', 'SAElections2019']",0.25,0.5,637.0
smalema sir want inclusive agenda yunngies cant wait cast ballots first time kere asjiki voting eff policies suits needs eff,19:05:07 15:07:57,"Ga Masemola 1060,South Africa ","['asjiki', 'EFF', 'EFF']",0.25,0.3333333333333333,1392.0
2014 voted eff first time voting tomorrow iamvotingeff smalema give hope,19:05:07 16:49:58,"Brakpan, South Africa","['EFF', 'IAmVotingEFF']",0.25,0.3333333333333333,1384.0
today exactly zuma predicted speech say whites dont like reason saelections2019 electionresults elections anc blf eff newzroom405 phakamaramaphosa iec,19:05:09 20:10:03,South Africa,"['zuma', 'SAElections2019', 'ElectionResults', 'elections', 'ANC', 'BLF', 'EFF', 'Newzroom405', 'PhakamaRamaphosa', 'IEC']",0.25,0.25,744.0
twitter trolls focusing energy kanti bona achieve first time history election result 60 qhubekani nihleke eff spoken country spoken vivaeff,19:05:09 12:24:22,South Africa,"['EFF', 'VivaEFF']",0.25,0.3333333333333333,852.0
weekend awesome although footballwwise bit disappointed orlandopirates failed win cape town city chelsea qualified uefa cic smalema delivered good speech effs tshelathuparally jhb ourlandandjobsnow voteeff,19:05:05 18:29:35,"Durban, South Africa","['OrlandoPirates', 'UEFA', 'EFF', 'TshelaThupaRally', 'OurLandAndJobsNow', 'VoteEFF']",0.25,0.61,1556.0
created maintained people keep power vote stop supporting voters anc,19:07:14 14:29:13,South Africa,['ANC'],0.25,0.25,523.0
elections2019 da trying lure voters slamming alliance elections first thing party form alliance eff looking one anc mr maimane see people didnt vote,19:07:08 12:41:38,Cape Town,"['Elections2019', 'eff', 'anc']",0.25,0.3333333333333333,536.0
