Text,Datetime,Location,Hashtags,polarity,subjectivity
really hope randwater debacle burns memories voters 2016 anc cadre deployment action goodstory,14:09:27 15:07:00,South Africa,"['RandWater', 'ANC', 'GoodStory']",0.15000000000000002,0.15000000000000002
4 months elections wonder many people would vote anc opportunity vote,14:09:26 12:35:42,"South Africa, Botswana",['ANC'],0.5,0.5
wondering gauteng electorate regretting voting hearts mindsservice delivery anc,14:09:26 07:57:26,"Cape Town, South Africa","['Gauteng', 'ANC']",0.0,0.0
nkandla saga shld convince pollyanna holdouts anc obstructing democracy forward vote,14:09:26 07:35:09,"Cape Town, South Africa","['Nkandla', 'ANC']",0.0,0.0
think time voters accepted anc ignoredestroysubvert anything including constitution order protect leaders,14:09:26 07:33:01,"Cape Town, South Africa","['ANC', 'constitution']",0.0,0.0
g smalema claim right speak 11million voted anc thats almost 10million,14:09:25 20:04:25,"Cape Town, South Africa",['ANC'],0.2857142857142857,0.5357142857142857
nkandla anc insulting intelligence undermining voter,14:09:25 19:37:19,"Polokwane, South Africa","['nkandla', 'ANC']",-1.0,1.0
answer lies bee aa viva vote anc,14:09:25 06:40:12,South Africa,"['BEE', 'AA', 'Anc']",0.0,0.0
unhappy anc voters rt eastern cape protesters barricade r75,14:09:23 06:16:20,South Africa,['ANC'],-0.6,0.9
anc roots selfenrichment bugger stupid ignorant voters,14:09:23 06:16:02,Johannesburg,"['ANC', 'selfenrichment']",-0.7999999999999999,1.0
protesters block golden highway rocksgt anc voters know protest,14:09:23 06:13:01,South Africa,['ANC'],0.3,0.5
anc calls boycottisrael unless sanctions apartheidisarel would vote wont,14:09:22 21:23:38,South Africa,"['Anc', 'BoycottIsrael', 'ApartheidIsarel']",0.0,0.0
anc mantashe appointment speaker constitutional gn tabling vote confidence,14:09:22 10:17:55,"Johannesburg, South Africa",['ANC'],0.0,0.0
anc mayors firing line leadup 2016 elections politics iol news,14:09:21 11:43:49,"Durban, South Africa","['ANC', 'elections']",0.0,0.0
press anc want protection 4 zuma parlythey 4got generations actors used 2wear zumas tshirt b4 electionnw r unemployed,14:09:21 10:31:05,"Springs, South Africa","['ANC', 'Zuma', 'Generations']",0.0,0.0
anc notes da threat2 rural votes,14:09:19 10:59:00,South Africa,"['ANC', 'SouthAfrica']",0.0,0.0
well done ryancoetzee best election strategist legacy made possible mighty anc still bleeding,14:09:19 05:52:55,"Cape Town, South Africa","['ryancoetzee', 'ANC']",0.4666666666666666,0.7333333333333334
anc 62 votes insecure easily threatened dont need ram throats time,14:09:18 21:22:26,"Cape Town, South Africa",['ANC'],-0.033333333333333326,0.8541666666666667
anc wins 10 wards da 1 byelections,14:09:18 16:13:08,South Africa,"['ANC', 'SouthAfrica']",0.3,0.2
anc wins tsolwana byelectionda notes increased supportgtgtgt,14:09:18 13:29:08,"Port Elizabeth, South Africa","['ANC', 'ByElection']",0.3,0.2
anc got 69 vote 2004 anc eff together got 685 may 7 whats playing parly anc factional battles,14:09:18 13:12:59,"New York, Johannesburg",['ANC'],0.0,0.0
well done rt anc wins 10 wards da one byelections,14:09:18 12:06:04,"Polokwane, South Africa",['ANC'],0.3,0.2
anc wins 10 wards da one byelections,14:09:18 11:56:26,"Johannesburg, South Africa",['ANC'],0.3,0.2
anc byelections tsolwana mbizana municipalities eastern cape yesterday sabcnews,14:09:18 10:39:37,South Africa,"['ANC', 'SABCNews']",0.0,0.0
anc 10 11 91 wards 17 september byelections scored 2 wins da nw independent ec sabcnews,14:09:18 07:41:01,"Durban, South Africa","['ANC', 'sabcnews']",0.15,0.1625
tshwane ward 88 soshanguve bi elections total votes vds anc 3329 eff 781 da 712 thanks,14:09:18 06:58:55,"Pretoria, Soshanguve","['Soshanguve', 'ANC', 'EFF', 'DA']",0.1,0.475
anc equally thanks dedicated hardworking men women iec delivering credible free fair peaceful byelections,14:09:18 06:34:24,South Africa,"['ANC', 'byelections']",0.39,0.62
anc thanks people came numbers vote volunteers supporters tireless work byelections,14:09:18 06:33:49,South Africa,"['ANC', 'byelections']",0.2,0.2
byelections reaffirmed confidence majority people anc,14:09:18 06:23:39,South Africa,"['byelections', 'ANC']",0.0,0.0
anc byelections victory addition 8 wards movement successfully retained various wards across country,14:09:18 06:21:37,South Africa,"['ANC', 'byelections']",0.375,0.725
anc ward 6 tswaing north west da ward 5 tsolwana eastern cape independent candidate byelections,14:09:18 06:20:40,South Africa,"['ANC', 'byelections']",0.0,0.125
anc accused bribing voters state funds muni byelections corruption,14:09:18 04:28:08,South Africa,"['ANC', 'corruption', 'SA']",0.0,0.0
anc accused bribing voters independent online,14:09:17 16:14:30,South Africa,['ANC'],0.0,0.125
anc accused bribing voters independent online,14:09:17 16:11:52,South Africa,['ANC'],0.0,0.125
holding elections plett ward7 people going crazy anc vs da itsgonnabealongnight justsaying,14:09:17 14:40:04,"Midrand, South Africa","['ANC', 'DA', 'itsgonnabealongnight', 'justsaying']",-0.6,0.9
even opposition party walk noconfidence vote majority anc,14:09:17 13:44:40,South Africa,"['NoConfidence', 'Anc']",0.0,0.0
balekamustgo somethin right democratic parliament anc voted alone decision made wht anc lose spkr changed,14:09:17 09:01:47,"johannesburg, south africa","['BalekaMustGo', 'ANC']",0.2857142857142857,0.5357142857142857
beast savage man possessed power answerable rage anc displayed noconfidence vote,14:09:17 07:54:16,"Umlazi, South Africa","['ANC', 'NoConfidence']",0.0,0.0
noconfidence vote made fiasco anc proves words living things personality point view agenda,14:09:17 07:46:53,"Umlazi, South Africa","['NoConfidence', 'ANC']",0.3,0.0
eef sleeping freedomda long ago u called land thieves u followed maimane u didnt vote anc,14:09:16 21:37:28,Johannesburg,"['EEF', 'freedom', 'DA', 'Maimane', 'ANC']",-0.05,0.4
forever vote anc balekamuststay,14:09:16 18:12:22,"Johannesburg, South Africa","['ANC', 'BalekaMustStay']",0.0,0.0
eff rightly challenging status quo effort commended anc shaken voters watching revolution overnight democracy wins,14:09:16 18:01:55,"Polokwane, South Africa","['EFF', 'ANC']",0.4,0.6
south africa number hospital beds 1976 120000 despite doubling population since 1976 vote anc dont care,14:09:16 17:53:21,"Kuvukiland, South Africa",['ANC'],0.0,0.0
useless dou raise vote confidence anc majority house balekambete remain,14:09:16 17:44:29,"Pretoria, South Africa","['ANC', 'BalekaMbete']",-0.5,0.2
vote confidence national assembly pyrrhic victory anc,14:09:16 17:37:23,South Africa,['ANC'],0.0,0.0
lol anc use majority cast secret votes really confident majority,14:09:16 17:18:47,South Africa,['anc'],0.3,0.7444444444444445
wonder anc members wouldve voted motion allowed secret ballot mbetedebate,14:09:16 17:15:56,"Johannesburg, South Africa","['ANC', 'MbeteDebate']",-0.4,0.7
rt anc afraid secret voting afraid members wholl vote opposition noconfidence,14:09:16 17:10:49,"Johannesburg, South Africa","['ANC', 'NoCONFIDENCE']",-0.5333333333333333,0.8333333333333334
nxla rt wait anc fat cats sat clowning around derail da vote leave wtf parly,14:09:16 16:59:14,"Rustenburg, Kimberley ","['ANC', 'DA', 'Parly']",-0.5,1.0
wait anc fat cats sat clowning around derail da vote leave wtf parly,14:09:16 16:42:24,"Johannesburg, South Africa","['ANC', 'DA', 'Parly']",-0.5,1.0
wait anc fat cats sat clowning around derail da vote leave wtf parly,14:09:16 16:42:24,"Johannesburg, South Africa","['ANC', 'DA', 'Parly']",-0.5,1.0
thats anc always win votes even oppositions cant vote sellouts pple voted parliament,14:09:16 16:40:52,South Africa,"['ANC', 'Parliament']",0.8,0.4
anc afraid secret voting afraid members wholl vote opposition noconfidence,14:09:16 16:37:21,South Africa,"['ANC', 'NoCONFIDENCE']",-0.5333333333333333,0.8333333333333334
balekambete members anc vote motion confidence house opposition walked,14:09:16 16:35:38,"Johannesburg, South Africa","['BalekaMbete', 'ANC']",0.0,0.0
berthamabe said reference balekambete laughable anyone address impartial anc voteconfidence mbete,14:09:16 15:40:35,Johannesburg,"['BerthaMabe', 'BalekaMbete', 'ANC', 'VoteConfidence', 'Mbete']",-0.5,1.0
aic wont support move since got anc spoilt ballots votes,14:09:16 15:22:21,"Akasia, South Africa",['ANC'],0.0,0.0
listen saying vote encourages act manner vote condones actions anc baleka,14:09:16 14:29:55,South Africa,"['ANC', 'Baleka']",0.0,0.0
voting fodder anc deployed parliament including police army simple parliamentary debate neh,14:09:16 11:55:30,"Johannesburg, South Africa",['ANC'],0.0,0.35714285714285715
always vote anc media numsa get senses back 1day,14:09:11 17:10:15,Johannesburg,"['ANC', 'Numsa']",0.0,0.0
malema says anc obsessed votingthey voting cattles eff,14:09:11 10:20:02,Cape Town,"['malema', 'anc', 'eff']",-0.5,1.0
rt aint voting anc anytime soon inshakeswetrust completely agree,14:09:10 20:14:14,South Africa,"['ANC', 'InShakesWeTrust']",0.1,0.4
im sure zuma another cousin comrade struggle appoint 2 iec 2 ensure votes go anc box independently,14:09:10 13:31:44,Vereeniging,"['Zuma', 'IEC', 'ANC']",0.25,0.5069444444444444
etolls panel achieves nothing cost anc 16 elections gauteng bring,14:09:09 07:24:40,South Africa,"['eTolls', 'ANC']",0.0,0.0
1 personally heard dep min say tv thinks shes god attacks wingdings cost anc votes,14:09:09 07:19:48,South Africa,['ANC'],0.0,0.3
type person scam back anc supporter calling voted called names,14:09:08 20:50:12,"Soshanguve, South Africa",['ANC'],0.0,0.0
thats good news etolls stay going cost anc gauteng elections 16,14:09:08 16:00:30,South Africa,"['eTolls', 'ANC']",0.7,0.6000000000000001
anc disentangle zumaweb else risk losing votes,14:09:08 12:49:37,South Africa,"['ANC', 'Zuma']",0.0,0.0
anc voted embarrassment hope feel little ashamed learnt lesson,14:09:08 10:18:35,South Africa,['ANC'],-0.1875,0.5
news congrats bring 2016 hopefully anc dont change sapresident elections need,14:09:06 09:28:52,South Africa,['ANC'],0.0,0.0
anc werent interested ensuring fampf elections wanted tips hang power via,14:09:05 17:54:11,"Pretoria, South Africa",['ANC'],0.25,0.5
anc pya humbly understands witssrcelections victory call action pya src continue selfless service,14:09:05 08:28:25,South Africa,"['ANC', 'WitsSRCelections']",-0.05,0.25
anc congratulates progressive youth alliance pya wits decisive victory wits university src elections,14:09:05 08:16:48,South Africa,['ANC'],0.0,0.0
anc da eff ifp others issued condemnation south africa refusing dalailama visaif theres one reason votealuta,14:09:04 16:09:27,"Durban,South Africa","['ANC', 'DA', 'EFF', 'IFP', 'DalaiLama']",0.0,0.0
dalailama barred tutu still vote anc gotten losing cool,14:09:04 09:55:45,"Cape Town, South Africa","['DalaiLama', 'Tutu', 'ANC']",0.35,0.65
dear zuma anc voter must say news told giveusthetapes,14:09:04 09:50:01,"Umlazi, South Africa","['Zuma', 'ANC', 'GiveUsTheTapes']",0.0,0.0
zuma continues vorster tradition people voted anc may know fascist politics oppression,14:09:04 08:27:41,"Tshwane, Gauteng, South Africa","['ANC', 'fascist', 'politics', 'oppression']",0.0,0.0
anc doesnt really want united society races loving respecting bc uses apartheid gain votes,14:09:03 05:29:16,"Durban, South Africa",['ANC'],0.4,0.575
gonna told religion anc vote tgemsmh,14:09:01 15:40:00,South Africa,"['ANC', 'smh']",0.0,0.0
1a za voted anc power 2a vote anc 3a employ world energy experts 2 manage eskom anc interfere,14:09:01 14:36:09,Johannesburg,"['ANC', 'ANC']",0.0,0.0
anc grand manifesto posturing elections zuma first 100 another non happening,14:09:01 14:08:55,South Africa,"['anc', 'Zuma']",0.375,0.6666666666666666
juliusmalema saying generations actors got deserved supporting anc ahead 7 may elections aredifefere,14:09:01 07:15:31,"Polokwane, South Africa","['JuliusMalema', 'Generations', 'ANC', 'aredifefere']",0.25,0.25
explain 62 voted going change president zuma anc,14:09:01 06:13:48,South Africa,"['Zuma', 'ANC']",0.0,0.0
dear anc voter south africa stuck rut president zumait would seem vote seems awfully foolish doesnt,14:08:31 13:18:41,"Umlazi, South Africa","['ANC', 'Zuma']",-1.0,1.0
travel anc see give sh mandela uses name get votes,14:08:31 09:49:10,South Africa,"['SA', 'travel', 'ANC']",0.0,0.0
anc attacks costing votes clever clever anc voters vote feet thanks,14:08:31 07:43:23,South Africa,"['ANC', 'ANC']",0.17777777777777778,0.6222222222222222
nkandlaadhoc selfe anc voted motion,14:08:29 09:55:42,"Johannesburg, South Africa","['NkandlaAdhoc', 'ANC']",0.0,0.0
anc dying fact th masses vote didnt kill th era liberation struggle shall endsooner expect,14:08:29 05:28:10,Midrand,['ANC'],0.0,0.0
anc already laid groundwork 2get rid zuma may 2014 said go sick leave 2 rest election,14:08:28 14:17:51,Vereeniging,"['ANC', 'Zuma']",-0.7142857142857143,0.8571428571428571
people realize dnt vote anc becuz thing vote right party think,14:08:28 14:09:59,"Amanzimtoti, South Africa",['ANC'],0.2857142857142857,0.5357142857142857
really naive voter continued voting anc hoping da remedy ills,14:08:28 10:56:33,South Africa,"['ANC', 'DA']",-0.3,1.0
problem eff anc make noise things get airtime votes forget issues,14:08:28 08:10:44,South Africa,"['EFF', 'ANC']",0.0,0.0
schools shutting south africa like ones business needs education vote anc vote ancvote disaster,14:08:27 16:38:47,"South Africa, East Rand",['anc'],0.0,0.0
anc treating poor disrespect didnt queue vote bussed parly defendstabilise corruption parlychaos,14:08:27 12:23:35,"Pretoria, South Africa","['ANC', 'ParlyChaos']",-0.4,0.6
need clarity guys voted may n u protesting live choices made zuma anc,14:08:27 05:22:49,"Hazyview, South Africa","['Zuma', 'ANC']",0.13636363636363635,0.5
swing vote supporting eff attack zuma support anc eff attack mulder,14:08:26 17:05:55,Pretoria,"['EFF', 'zuma', 'ANC', 'EFF']",0.25,0.25
voteeff rt vehemently opposed anc attacking impunity party,14:08:26 14:25:57,South Africa,"['voteEFF', 'ANC']",0.0,0.0
come think anc flopwe voted countryother wise bunch losers,14:08:26 08:20:05,South africa ,['ANC'],0.24999999999999997,0.55
anc government pull mk veterans noses like offering work elections offering pensions,14:08:25 20:13:57,"Pretoria, South Africa",['ANC'],0.0,0.0
pray educated voting mass bring mighty anc knees,14:08:25 20:11:27,"Beacon Bay, South Africa",['ANC'],0.4,0.9
anc folks like thinks ppl wont vote eff cause,14:08:24 17:09:31,"Johannesburg, South Africa","['ANC', 'EFF']",0.0,0.0
paybackthemoney areweatgatvolpoint stop voting hopelessly compromised political parties like anc,14:08:23 08:39:27,"Cape Town, South Africa","['paybackthemoney', 'AreWeAtGatvolPoint', 'ANC']",0.0,0.1
prof seepe some1 thief u continue 2put next bank voters must assume responsbility eff anc,14:08:22 20:40:12,"Sandton, South Africa","['eff', 'anc']",0.0,0.0
mj attitude would win votes anc take note,14:08:22 18:51:42,South Africa,['ANC'],0.8,0.4
anc anc zuma try explain 10 voters lost gauteng sad indeed anc die,14:08:22 18:16:51,Pretoria,['ANC'],-0.5,1.0
look got anc yet many continue vote corrupt power,14:08:22 16:09:13,South Africa,['ANC'],0.0,0.75
question voted anc eff guys still happy,14:08:22 13:11:23,South Africa,"['ANC', 'EFF']",0.8,1.0
mediawhitesindians blacks continue insulting th majority democracy voted persecuted zuma anc,14:08:22 09:15:39,"Mpumalanga, South Africa ","['SouthAfrica', 'Zuma', 'ANC']",-1.0,1.0
long ago prior elections da threat democracy eff threat democracy hayi maan anc kanti,14:08:22 08:21:08,"Port Elizabeth, South Africa","['DA', 'EFF', 'ANC']",-0.025,0.2
bet 2 anc try 2 save face already laid groundwork earlier year said exhausted election,14:08:22 08:11:47,Vereeniging,['ANC'],-0.2,0.6
people say vote zuma voted anc make sense paybackthemoney,14:08:22 07:48:50,"Johannesburg, South Africa","['Zuma', 'ANC', 'paybackthemoney']",0.0,0.0
reason voted scare whites investors away country show anc stupid,14:08:22 07:32:28,"Pretoria, South Africa",['ANC'],-0.7999999999999999,1.0
millions sans vote political partys represent parliament hopes aspirations parliament mpsanc,14:08:22 06:56:21,"Johannesburg, South Africa",['ANC'],0.0,0.1
anc still thinks eff youth leaguewe r accountable 2themwe accountable 1million voters,14:08:22 06:46:00,"Springs, South Africa","['ANC', 'EFF']",0.0,0.0
anc ever hold zuma accountable anything voting anc unaccountable paybackthemoney,14:08:22 06:24:02,"South Africa, Gauteng","['ANC', 'PayBackTheMoney']",0.0,0.0
jz costing anc votes eff da,14:08:21 20:12:53,South Africa,"['JZ', 'ANC', 'EFF', 'DA']",0.0,0.0
highly doubt eff supporters feel like votes went waste biting ankles anc get answers,14:08:21 17:44:17,"Cape Town, South Africa","['EFF', 'anc']",-0.020000000000000004,0.26999999999999996
eff malema anc must tell zuma comply report public protectorthats voted eff,14:08:21 15:43:45,"Mpumalanga, Afrika Borwa 🇿🇦","['EFF', 'Malema', 'ANC', 'Zuma', 'EFF']",0.0,0.06666666666666667
seems like vote eff invein happy eff taking parliament anc task,14:08:21 15:05:53,South Africa,"['EFF', 'ANC']",0.8,1.0
one anc member trust degree real lol vote 4 u,14:08:20 19:02:41,"Johannesburg, South Africa",['ANC'],1.0,1.0
zizikodwas rant might impress anc voting cattle 7m less gullible people voted parties,14:08:20 08:58:14,"Pretoria, South Africa","['ZiziKodwa', 'ANC']",-0.16666666666666666,0.06666666666666667
corruptionwatch says zuma ancs disregard office publicprotector among obstacles corruption voters change,14:08:20 07:41:31,"Cape Town, South Africa","['CorruptionWatch', 'Zuma', 'ANC', 'PublicProtector']",-0.05,0.0
banks downgraded moody anc reservebank could fool dumb voters international financial institutions bee fail,14:08:20 07:37:50,Pretoria,"['Moody', 'ANC', 'ReserveBank', 'BEE']",-0.21875,0.19999999999999998
anc countless others voted power 20 years ago,14:08:19 16:02:33,Cape Town,['ANC'],0.0,0.5
another parliament anc preparing block attempt hold zuma account nkandla farce voted,14:08:19 09:56:40,"Cape Town, South Africa","['parliament', 'ANC', 'Zuma', 'Nkandla']",-0.4,0.5
everything associated anc fails ds yearspytapesgenerationsactors told 2vote anceff 2rescue generations,14:08:19 04:47:05,"Springs, South Africa","['ANC', 'GenerationsActors', 'EFF', 'Generations']",-0.5,0.3
nkandla saga makes mockery anc voters hotiron controversy brands stupid zuma effectively laughing poor,14:08:17 08:56:47,"Umlazi, South Africa","['Nkandla', 'ANC', 'Zuma']",-0.19999999999999998,0.7999999999999999
anc da big winners round byelections,14:08:15 06:07:29,South Africa,"['ANC', 'SouthAfrica']",-0.1,0.25
anc da big winners round byelections,14:08:15 06:07:29,Cape Town,"['ANC', 'SouthAfrica']",-0.1,0.25
anc takes 3 wards frm parties byelections,14:08:14 17:13:14,South Africa,"['ANC', 'SouthAfrica']",0.0,0.0
anc takes 3 wards frm parties byelections,14:08:14 17:13:14,Cape Town,"['ANC', 'SouthAfrica']",0.0,0.0
reality 101anc went elections 6came 8lost 1 gained 3 thats huge deal da,14:08:14 11:27:27,"Durban,South Africa","['ANC', 'DA']",0.4000000000000001,0.9
anc humbled byelection results independent online,14:08:14 09:24:17,South Africa,['ANC'],0.0,0.125
anc thanks members various communities came numbers vote byelections,14:08:14 08:48:40,South Africa,['ANC'],0.1,0.35
anc participated byelections 15 wards throughout country yesterday 13 august 2014 many win,14:08:14 08:20:48,South Africa,['ANC'],0.65,0.45
weak benefit quarrels mighty lot learnings bielections onwards upwards amandla anc,14:08:14 08:07:52,"Johannesburg, South Africa",['anc'],0.012500000000000011,0.7625
current spate local byelections confirms focus anc vs da battles urban areas incomplete without eff participation,14:08:14 06:38:49,"Cape Town, South Africa","['ANC', 'DA', 'EFF']",0.0,0.13333333333333333
local government elections trends largely mirror national election patterns continue reflect eff involvement anc da,14:08:14 06:21:00,"Cape Town, South Africa","['EFF', 'ANC', 'DA']",0.10714285714285714,0.21428571428571427
far solid results da defence seats local byelections exception w40 port elizabeth lost anc,14:08:14 06:19:52,"Cape Town, South Africa","['DA', 'ANC']",0.03333333333333333,0.3666666666666667
ancs join locals celebrating partys victory byelections sabcnews,14:08:13 22:10:08,South Africa,"['ANC', 'SABCNews']",0.0,0.0
anc wins byelections sabcnews,14:08:13 22:07:44,South Africa,"['ANC', 'SABCNews']",0.3,0.2
anc national spokesperson waiting final results byelections kuyga cr che ward 40,14:08:13 20:41:02,South Africa,"['ANC', 'ByElections']",0.0,1.0
anc volunteers awaiting final results byelections kuyga creche ward 40 nelson mandela region,14:08:13 20:39:12,South Africa,"['ANC', 'ByElections']",0.0,1.0
voting donemy vote open secret anc,14:08:13 17:50:19,South Africa,['ANC'],-0.2,0.6
elections bendor ward 20 belongs anc,14:08:13 16:37:01,South africa,['ANC'],0.0,0.0
sabcnews zoom todays byelections danews anc hope win,14:08:13 15:28:48,South Africa,"['SABCNews', 'DA_news', 'ANC']",0.8,0.4
anc national spokesperson visiting ankervas voting station ward 40 nelson mandela region,14:08:13 15:26:13,South Africa,['ANC'],0.0,0.0
anc national spokesperson visiting ireland forest voting station ward 40 ancinthestreets,14:08:13 14:35:13,South Africa,"['ANC', 'ANCinTheStreets']",0.0,0.0
anc national spokesperson visits 2nd voting station ward 40nelson mandela region ancinthestreets,14:08:13 14:12:53,South Africa,"['ANC', 'ANCinTheStreets']",0.0,0.0
anc national spokesperson visiting voting stations ward 40 nelson mandela region ancinthestreets,14:08:13 13:43:13,South Africa,"['ANC', 'ANCinTheStreets']",0.0,0.0
anc national spokesperson visiting voting stations ward 10 nelson mandela region ancinthestreets,14:08:13 13:09:44,South Africa,"['ANC', 'ANCinTheStreets']",0.0,0.0
anc national spokesperson visits voting station ward 10 nelson mandela region ancinthestreets,14:08:13 12:49:31,South Africa,"['ANC', 'ANCinTheStreets']",0.0,0.0
anc da hope win inbyelections two wards pe today sabcnews,14:08:13 08:40:09,South Africa,"['ANC', 'DA', 'SABCNews']",0.8,0.4
youre telling us voted cde leader cyril fear ohk sangoma anc,14:08:13 04:41:50,South Africa,['ANC'],0.0,0.0
anc asijiki yes voted cyril dp statement dent us love dp myanc,14:08:13 04:25:51,South Africa,"['ANC', 'Asijiki', 'MyANC']",0.5,0.6
cdes go fight good war today ward90 polling stations open 7 close 9pm vote joy coplan anc,14:08:13 04:12:04,"Johannesburg, South Africa","['ward90', 'anc']",0.5,0.43333333333333335
ancs spokesperson leads vote campaign pe ahead ward 40 byelection sabcnews,14:08:12 08:46:22,South Africa,"['ANC', 'SABCNews']",0.0,0.0
nationalisation mines banks definitely going ahead anc tries 2 regain votes eff,14:08:10 07:12:10,Vereeniging,"['nationalisation', 'SA', 'ANC', 'EFF']",-0.05,0.45
ministry water sanitation dispose bucket system anc promised number elections ago,14:08:10 06:53:39,"Pretoria, South Africa",['ANC'],0.0,0.0
ancs worldclass city jhb voted worlds unfriendliest city world yay 4 tourism,14:08:09 13:01:25,Vereeniging,"['ANC', 'JHB', 'unfriendliest']",0.0,0.0
respect anc supporters march today palestine gaza muslims next time think twice vote da,14:08:09 09:20:50,Cape Town,"['ANC', 'palestine', 'Gaza']",0.0,0.0
nathi siyalayita emazimeni rodanano low sheddin ka eskomloltanx 2d ruling party ancgov votes nabazali be2 hv spoken viva,14:08:08 18:58:05,"Cape Town, South Africa🇿🇦","['Emazimeni', 'Rodana', 'ANC', 'Viva']",0.0,0.3
whatwillittake communities like kuruman suffering hardship nondelivery stop voting anc power dont get,14:08:08 09:47:53,"Cape Town, South Africa","['WhatWillItTake', 'Kuruman', 'ANC']",0.0,0.0
hard feel sympathy kuruman schoolsshutdown voted nondelivering anc power year,14:08:08 09:44:36,"Cape Town, South Africa","['Kuruman', 'SchoolsShutdown', 'ANC']",-0.2916666666666667,0.5416666666666666
many anc voters dont seem 2realize black youth unemployment much higher den wen zuma tok office,14:08:07 06:46:14,Nelspruit,"['ANC', 'zuma']",0.19444444444444445,0.4777777777777778
many anc voters dont seem 2realize black youth unemployment avg march washingtonamp still,14:08:07 06:44:52,Nelspruit,['ANC'],0.16666666666666669,0.4666666666666667
sabc anc govt pay r40m bonuses want license increased eff say burn license vote,14:08:03 07:41:41,South Africa,"['SABC', 'ANC', 'EFF']",0.0,0.0
eff supporters voting anc one wonders ever learnt mistake,14:08:01 18:53:34,South Africa,"['EFF', 'ANC']",0.0,0.0
eff anc want mps wear yellow overalls complained copied berets electionary modise asijiki,14:08:01 10:12:40,"Alice, South Africa","['ANC', 'Asijiki']",-0.15,0.1
voted anc inand vote expelisraeliambassadortosa,14:07:31 20:42:22,South Africa,"['ANC', 'ExpelIsraeliAmbassadorToSA']",0.0,0.0
voted anc inan vote expelisraeliambassadortosa,14:07:31 20:32:25,South Africa,"['ANC', 'ExpelIsraeliAmbassadorToSA']",0.0,0.0
100 correct hope frustration creates let voters look past anc struggle prosperous,14:07:29 20:37:46,Pretoria,['ANC'],-0.25,0.25
anc walking tightrope appeasing voting masses labourers condemning effect strikes economy,14:07:29 17:40:54,South Africa,['ANC'],0.0,0.0
since 2014 elections anc witnessed massive change parliamentary politics mantashe,14:07:29 10:05:37,South Africa,"['ANC', 'Mantashe']",0.0,1.0
tshwane anc politics becoming bread butter fix 2016 elections interesting,14:07:29 00:17:38,Pretoria,['ANC'],0.475,0.675
instead delivering election promises anc returns bullets,14:07:28 18:56:02,"Polokwane, South Africa",['ANC'],0.0,0.0
drive town traffic lights green know voted right party anc,14:07:28 10:05:02,"Pietermaritzburg, South Africa",['ANC'],0.042857142857142844,0.4178571428571428
report anc siphoned gauteng health dept funds 2009 election campaign,14:07:26 21:24:07,South Africa,['ANC'],0.0,0.0
report anc siphoned gauteng health dept funds 2009 election campaign,14:07:26 21:15:15,South Africa,['ANC'],0.0,0.0
smalema killing us man time change worry eff offering votes anc,14:07:26 06:55:55,"Cape Town, South Africa",['ANC'],0.0,0.0
naka less jobs increasing prices crime majority voters keep voting anc clever,14:07:25 16:06:11,South Africa,['ANC'],0.0,0.45
continue vote seriously theyre stealing tax money anc,14:07:25 05:53:28,South Africa,['ANC'],-0.3333333333333333,0.6666666666666666
muslim voters vote da anc also make tawba,14:07:23 07:27:53,South Africa,"['DA', 'ANC']",0.0,0.0
madam get black voters 2016 contradictions persist anc force 2019 etolls npa,14:07:23 05:46:09,South Africa,"['ANC', 'etolls', 'NPA']",-0.16666666666666666,0.43333333333333335
ancs membership larger countries voters roll eventually eff take resolve unresolved land issue,14:07:22 22:02:09,South Africa,"['ANC', 'EFF']",0.0,0.5
eff point asking africans 2ask parliament unlike anc endup installing etolls without consulting voters,14:07:22 09:04:49,"Springs, South Africa","['eff', 'anc']",0.0,0.0
mpofu vote eff marikana anc goodstory,14:07:22 05:31:15,SOUTH AFRICA,"['EFF', 'Marikana', 'ANC', 'GoodStory']",0.0,0.0
course always im ashamed voted never anc,14:07:20 13:13:50,South Africa,['ANC'],0.0,0.0
darth u miss pointif eff grow votes come anc da maybe 1 anc da vote,14:07:19 21:29:33,South Africa,"['EFF', 'ANC', 'DA', 'ANC', 'DA']",0.0,0.0
darth eff numsa get many votes anc da might co operate,14:07:19 21:20:43,South Africa,"['EFF', 'NUMSA', 'ANC', 'DA']",0.5,0.5
voted anc da overt da support terrorist apartheidisrael expel israel ambassador asap,14:07:19 19:29:15,South Africa,"['ANC', 'DA', 'ApartheidIsrael']",0.0,0.0
doubt ever voted anc,14:07:19 10:46:30,"Midrand, South Africa",['ANC'],0.0,0.0
theres 1 end etolls vote anc 2 years time ppl need listened sanral,14:07:19 10:20:59,"Johannesburg, ZA","['etolls', 'ANC', 'SouthAfrica', 'Sanral']",0.0,0.0
never vote da instead worrying bout anc give us ur stance israel forgot madam talks 4 u dasucks,14:07:18 22:47:05,"Johannesburg, South Africa","['da', 'anc', 'DAsucks']",0.0,0.0
lost lot muslim votescoz party supports oppresorsthats never never vote herrespect anc,14:07:18 08:50:28,"Durban, South Africa",['ANC'],0.0,0.0
based vote may hope anc ayisafani lol tomorrow shouldve public holiday,14:07:17 21:07:37,"Johannesburg, South Africa","['Anc', 'Ayisafani']",0.4,0.3833333333333333
govt launches r34m patriotism drive time corruption voting anc patriotic thing,14:07:17 19:13:11,"Pretoria, South Africa","['Corruption', 'ANC']",0.0,0.0
